"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.009531640E2,2.750904465E-1,4.108487606E-2,3.651469231E-2,2.805281511E-1
1.009631600E2,2.879657961E-1,4.933237374E-2,3.683862349E-2,2.944742213E-1
1.009731560E2,3.139943842E-1,4.172105312E-2,2.928752919E-2,3.181051382E-1
1.009831510E2,3.278060923E-1,4.295130730E-2,4.001366158E-2,3.330206331E-1
1.009931470E2,3.533107699E-1,4.987265646E-2,4.522703906E-2,3.596682736E-1
1.010031430E2,3.615602410E-1,3.958623469E-2,4.390440345E-2,3.663611258E-1
1.010131390E2,3.735344616E-1,4.920315027E-2,4.461893320E-2,3.793939815E-1
1.010231340E2,3.839970307E-1,4.637952983E-2,4.102755964E-2,3.889576340E-1
1.010331300E2,4.085118478E-1,4.160703242E-2,3.866061588E-2,4.124411693E-1
1.010431260E2,4.155567194E-1,4.324074447E-2,4.530540089E-2,4.202496024E-1
1.010531220E2,4.268857728E-1,4.306708217E-2,4.865818977E-2,4.318030292E-1
1.010631170E2,4.425845966E-1,4.180817664E-2,4.889206926E-2,4.472353779E-1
1.010731130E2,4.523824836E-1,4.515102983E-2,5.332193355E-2,4.577463878E-1
1.010831090E2,4.607706799E-1,3.244619966E-2,5.509480476E-2,4.651857831E-1
1.010931040E2,4.735091315E-1,3.422375321E-2,6.151621699E-2,4.787132836E-1
1.011031000E2,4.801559539E-1,3.384309947E-2,5.354179799E-2,4.843158263E-1
1.011130960E2,5.071074519E-1,3.356360257E-2,5.432297687E-2,5.111119927E-1
1.011230920E2,4.992468937E-1,4.655202270E-2,5.300852279E-2,5.042067584E-1
1.011330870E2,5.070511725E-1,3.792971849E-2,5.775529702E-2,5.117374614E-1
1.011430830E2,5.192423978E-1,3.867816210E-2,5.220744967E-2,5.232917788E-1
1.011530790E2,5.228362428E-1,3.621005237E-2,5.647240877E-2,5.271224123E-1
1.011630750E2,5.221017594E-1,3.202870846E-2,5.071289222E-2,5.255358054E-1
1.011730700E2,5.336389006E-1,4.154972970E-2,5.343886415E-2,5.379150197E-1
1.011830660E2,5.301283785E-1,2.196506560E-2,5.805349588E-2,5.337497262E-1
1.011930620E2,5.347293332E-1,2.340523481E-2,6.144253294E-2,5.387563918E-1
1.012030570E2,5.488533557E-1,2.880864680E-2,5.906038642E-2,5.527730759E-1
1.012130530E2,5.367371209E-1,2.771170914E-2,7.030340354E-2,5.420306673E-1
1.012230490E2,5.346256182E-1,3.326071680E-2,6.555313468E-2,5.396554831E-1
1.012330450E2,5.248481966E-1,2.825608492E-2,6.054440975E-2,5.290837943E-1
1.012430400E2,5.243974493E-1,3.036576033E-2,5.498254736E-2,5.281456663E-1
1.012530360E2,5.267326080E-1,3.240877748E-2,6.164486031E-2,5.313169092E-1
1.012630320E2,5.242430098E-1,2.674282551E-2,6.757511099E-2,5.292563723E-1
1.012730280E2,5.295494311E-1,2.774328411E-2,7.123428941E-2,5.350388899E-1
1.012830230E2,5.205408452E-1,2.851453185E-2,6.605249603E-2,5.254890886E-1
1.012930190E2,5.065042385E-1,2.531902850E-2,5.902881145E-2,5.105604738E-1
1.013030150E2,4.960610383E-1,3.313266277E-2,5.635546903E-2,5.003501434E-1
1.013130100E2,4.980207326E-1,2.726965964E-2,5.762782772E-2,5.020849042E-1
1.013230060E2,4.912079224E-1,2.883320510E-2,5.148356438E-2,4.947394609E-1
1.013330020E2,4.766456511E-1,3.137265086E-2,5.386337201E-2,4.807042571E-1
1.013429980E2,4.718143161E-1,2.488574982E-2,4.382020354E-2,4.744979027E-1
1.013529930E2,4.654765190E-1,3.211407781E-2,4.308813214E-2,4.685683417E-1
1.013629890E2,4.489269253E-1,2.329296827E-2,4.798225621E-2,4.520843323E-1
1.013729850E2,4.360732104E-1,2.640602589E-2,4.044752955E-2,4.387403853E-1
1.013829810E2,4.245202086E-1,2.005010247E-2,4.526914815E-2,4.273976017E-1
1.013929760E2,4.013474006E-1,2.100027502E-2,4.800447563E-2,4.047532300E-1
1.014029720E2,4.026894097E-1,3.001258850E-2,4.785829067E-2,4.066324288E-1
1.014129680E2,3.844060434E-1,3.420796573E-2,4.918210030E-2,3.890463599E-1
1.014229640E2,3.817965042E-1,3.867874682E-2,4.466688494E-2,3.863414897E-1
1.014329590E2,3.565838950E-1,3.685441554E-2,3.506809572E-2,3.601945217E-1
1.014429550E2,3.419989657E-1,2.978337765E-2,4.084981799E-2,3.457152727E-1
1.014529510E2,3.280384826E-1,3.633342862E-2,4.113750557E-2,3.325983440E-1
1.014629460E2,3.047099559E-1,3.630185366E-2,4.324483752E-2,3.098969148E-1
1.014729420E2,2.865298661E-1,3.972072065E-2,3.970960637E-2,2.919827951E-1
1.014829380E2,2.722386132E-1,4.389446318E-2,3.603171229E-2,2.780986708E-1
1.014929340E2,2.498496245E-1,3.236960113E-2,3.454651952E-2,2.542952771E-1
1.015029290E2,2.393469288E-1,3.539085746E-2,3.702456494E-2,2.447657728E-1
1.015129250E2,2.154241058E-1,4.202276945E-2,3.233743688E-2,2.218539347E-1
1.015229210E2,1.987371025E-1,4.210521519E-2,2.764680733E-2,2.050210502E-1
1.015329170E2,1.756547802E-1,3.937515020E-2,2.829818716E-2,1.822245638E-1
1.015429120E2,1.546217607E-1,4.222040534E-2,1.993316044E-2,1.615171273E-1
1.015529080E2,1.406533473E-1,3.657491863E-2,1.341819276E-2,1.459490893E-1
1.015629040E2,1.185178719E-1,3.996162593E-2,2.213054637E-2,1.270164500E-1
1.015729000E2,9.518042821E-2,3.201525986E-2,1.532087674E-2,1.015825775E-1
1.015828950E2,8.066800442E-2,4.552525163E-2,8.815261176E-3,9.304614071E-2
1.015928910E2,5.536743119E-2,4.232097745E-2,7.877368927E-3,7.013323399E-2
1.016028870E2,3.222327456E-2,4.875116050E-2,9.121656418E-5,5.843820150E-2
1.016128820E2,2.608399048E-2,3.982246220E-2,9.080725908E-3,4.846300278E-2
1.016228780E2,-7.173510343E-3,3.663163662E-2,-3.928159475E-3,3.753353819E-2
1.016328740E2,-2.503573090E-2,4.173391700E-2,-4.864883423E-4,4.866974749E-2
1.016428700E2,-4.538594171E-2,3.387292027E-2,5.470654964E-3,5.689627843E-2
1.016528650E2,-6.158229053E-2,3.280638814E-2,-3.369750381E-3,6.985694545E-2
1.016628610E2,-8.383037050E-2,4.437101126E-2,8.267974353E-4,9.485252370E-2
1.016728570E2,-1.074509199E-1,3.293911994E-2,-1.567404628E-2,1.134740567E-1
1.016828530E2,-1.236436142E-1,3.518386602E-2,-1.219086106E-2,1.291288692E-1
1.016928480E2,-1.390570208E-1,4.257357717E-2,-8.736327190E-3,1.456903838E-1
1.017028440E2,-1.685439447E-1,3.205326676E-2,-1.661135723E-2,1.723670803E-1
1.017128400E2,-1.699216948E-1,3.999553978E-2,-1.117169251E-2,1.749223608E-1
1.017228350E2,-1.982681192E-1,2.927583933E-2,-1.797083487E-2,2.012219491E-1
1.017328310E2,-2.212639028E-1,2.039976597E-2,-2.435424020E-2,2.235329822E-1
1.017428270E2,-2.365546641E-1,2.563828647E-2,-2.403849055E-2,2.391511653E-1
1.017528230E2,-2.505292354E-1,1.804567695E-2,-2.554941336E-2,2.524743883E-1
1.017628180E2,-2.703433662E-1,2.246558726E-2,-3.339344402E-2,2.733228134E-1
1.017728140E2,-2.917124726E-1,2.437411845E-2,-4.148131728E-2,2.956534525E-1
1.017828100E2,-3.058292409E-1,1.433912694E-2,-3.530080577E-2,3.081935788E-1
1.017928057E2,-3.106580360E-1,2.498983026E-2,-4.385703643E-2,3.147321824E-1
1.018028008E2,-3.389642608E-1,1.545477569E-2,-4.172514617E-2,3.418722101E-1
1.018127967E2,-3.585518485E-1,1.492150962E-2,-4.141407430E-2,3.612439689E-1
1.018227927E2,-3.654258353E-1,2.024306059E-2,-3.641528964E-2,3.677932787E-1
1.018327877E2,-3.824176612E-1,1.569801986E-2,-3.836416205E-2,3.846576457E-1
1.018427837E2,-3.925064836E-1,1.849708200E-2,-4.227011124E-2,3.952091143E-1
1.018527798E2,-4.014058362E-1,6.331949830E-3,-3.800456742E-2,4.032506492E-1
1.018627757E2,-4.107128494E-1,4.039256573E-3,-4.062119643E-2,4.127365284E-1
1.018727707E2,-4.174206290E-1,4.440375566E-3,-4.666429380E-2,4.200443486E-1
1.018827667E2,-4.295949705E-1,8.880166411E-3,-5.455394188E-2,4.331360394E-1
1.018927627E2,-4.410666229E-1,5.788743496E-4,-5.843824724E-2,4.449214871E-1
1.019027588E2,-4.632621785E-1,1.964664459E-4,-4.738583565E-2,4.656793983E-1
1.019127537E2,-4.666565237E-1,-6.191031933E-3,-4.576616148E-2,4.689362233E-1
1.019227497E2,-4.786095481E-1,-3.770284653E-3,-4.054518719E-2,4.803386584E-1
1.019327457E2,-4.851854730E-1,-1.693178236E-2,-5.556667964E-2,4.886504726E-1
1.019427407E2,-4.873625376E-1,-3.326480985E-3,-5.866862754E-2,4.908923674E-1
1.019527368E2,-4.825131127E-1,2.314912677E-3,-5.741556466E-2,4.859226377E-1
1.019627327E2,-4.818394769E-1,4.338634014E-4,-6.113496940E-2,4.857025368E-1
1.019727287E2,-4.961100818E-1,-5.223902464E-3,-5.135141730E-2,4.987880016E-1
1.019827237E2,-5.046835252E-1,-1.075946152E-2,-5.235829870E-2,5.075062739E-1
1.019927197E2,-5.025090919E-1,-1.438356578E-2,-6.712719600E-2,5.071768280E-1
1.020027158E2,-5.053828888E-1,-1.071736157E-2,-6.456027746E-2,5.096025466E-1
1.020127117E2,-5.032714592E-1,-6.783354878E-3,-4.726421356E-2,5.055314841E-1
1.020227067E2,-5.109469530E-1,-1.486596107E-2,-5.358680785E-2,5.139643291E-1
1.020327027E2,-5.006728104E-1,-1.984661937E-2,-5.600580096E-2,5.041862762E-1
1.020426987E2,-4.969114427E-1,-1.348426402E-2,-5.606719673E-2,5.002462772E-1
1.020526948E2,-4.973541866E-1,-1.164765358E-2,-5.931414644E-2,5.010139945E-1
1.020626897E2,-4.952056272E-1,-7.603719234E-3,-5.472174327E-2,4.982779334E-1
1.020726857E2,-4.864125112E-1,-5.093509555E-3,-5.802660326E-2,4.898879072E-1
1.020826817E2,-4.904799806E-1,-1.384328306E-2,-5.344297091E-2,4.935771459E-1
1.020926767E2,-4.819424245E-1,-1.124244153E-2,-5.002877712E-2,4.846625337E-1
1.021026728E2,-4.771694885E-1,-7.024844885E-3,-5.160109341E-2,4.800028563E-1
1.021126687E2,-4.695178221E-1,-6.877495050E-3,-5.623033404E-2,4.729229701E-1
1.021226647E2,-4.628105907E-1,-1.665871739E-3,-4.649588486E-2,4.651432954E-1
1.021326597E2,-4.526471432E-1,-6.506196856E-3,-5.887269080E-2,4.565060356E-1
1.021426557E2,-4.380515427E-1,-1.785739660E-3,-4.415935119E-2,4.402753584E-1
1.021526518E2,-4.260546276E-1,-1.159970641E-2,-4.341850440E-2,4.284183300E-1
1.021626477E2,-4.257625592E-1,-1.064894915E-2,-4.719580571E-2,4.285027433E-1
1.021726427E2,-4.109297445E-1,7.806032896E-4,-5.475625098E-2,4.145625542E-1
1.021826387E2,-4.011299573E-1,-2.614290118E-3,-4.195845008E-2,4.033269005E-1
1.021926347E2,-3.913952203E-1,-2.573359609E-3,-4.400790373E-2,3.938699484E-1
1.022026298E2,-3.657757911E-1,2.863381505E-3,-3.781043986E-2,3.677359891E-1
1.022126257E2,-3.536966130E-1,6.961110234E-3,-3.573000053E-2,3.555648802E-1
1.022226217E2,-3.410553713E-1,8.077928424E-3,-3.841737628E-2,3.433073172E-1
1.022326177E2,-3.197595195E-1,9.657261372E-3,-2.719365040E-2,3.210590408E-1
1.022426127E2,-3.011919786E-1,1.140557885E-2,-4.050015450E-2,3.041166844E-1
1.022526088E2,-2.893513486E-1,9.136859179E-3,-3.118962844E-2,2.911708744E-1
1.022626047E2,-2.762252266E-1,1.003499150E-2,-2.868818959E-2,2.778922256E-1
1.022726007E2,-2.621911781E-1,1.710369051E-2,-3.412025293E-2,2.649546032E-1
1.022825957E2,-2.357041866E-1,1.178155482E-2,-2.853675355E-2,2.377175107E-1
1.022925917E2,-2.248983859E-1,1.158742726E-2,-2.773392856E-2,2.268980459E-1
1.023025878E2,-2.047162825E-1,2.625282884E-2,-2.613471508E-2,2.080408389E-1
1.023125837E2,-1.909820500E-1,2.868702471E-2,-2.868468583E-2,1.952431817E-1
1.023225787E2,-1.647960256E-1,2.727609158E-2,-2.024423232E-2,1.682603464E-1
1.023325747E2,-1.501431955E-1,2.815902114E-2,-2.017757177E-2,1.540877803E-1
1.023425707E2,-1.296220998E-1,1.217799604E-2,-1.904906029E-2,1.315790981E-1
1.023525658E2,-1.070098937E-1,3.097737908E-2,-3.103702068E-3,1.114466165E-1
1.023625617E2,-9.310579956E-2,3.456172228E-2,-1.342520714E-2,1.002169584E-1
1.023725577E2,-7.143938050E-2,3.700527370E-2,-8.630490303E-3,8.091638110E-2
1.023825537E2,-3.922986517E-2,2.947756827E-2,6.531345594E-4,4.907479941E-2
1.023925487E2,-3.297347233E-2,2.889343143E-2,-1.455371976E-3,4.386568550E-2
1.024025448E2,-6.828378439E-3,3.465352356E-2,7.562788725E-3,3.612048201E-2
1.024125407E2,1.440854436E-2,4.151932418E-2,6.033157110E-3,4.436056149E-2
1.024225367E2,2.972841382E-2,3.811507523E-2,8.504190445E-3,4.908012636E-2
1.024325317E2,5.828109875E-2,4.314075708E-2,1.758608580E-2,7.461287963E-2
1.024425277E2,6.752147192E-2,4.074105978E-2,8.821110675E-3,7.935234789E-2
1.024525238E2,9.680708706E-2,4.707534850E-2,8.546290398E-3,1.079849046E-1
1.024625187E2,1.106543170E-1,3.400448263E-2,1.731711388E-2,1.170494132E-1
1.024725147E2,1.314048063E-1,4.254024804E-2,1.073315019E-2,1.385355417E-1
1.024825107E2,1.573344303E-1,4.872718692E-2,1.455021371E-2,1.653486329E-1
1.024925067E2,1.744749217E-1,3.968973041E-2,1.850877643E-2,1.798870418E-1
1.025025018E2,1.916303600E-1,3.937573493E-2,2.622008443E-2,1.973832217E-1
1.025124977E2,2.199705352E-1,4.389446318E-2,2.716733565E-2,2.259465078E-1
1.025224937E2,2.249354060E-1,4.544806838E-2,2.154699196E-2,2.304902095E-1
1.025324897E2,2.519050670E-1,4.284547269E-2,2.067692399E-2,2.563580162E-1
1.025424847E2,2.661140934E-1,4.191167235E-2,2.847009301E-2,2.708945277E-1
1.025524808E2,2.768092355E-1,4.459495962E-2,3.121711493E-2,2.821109207E-1
1.025624767E2,2.974694949E-1,4.684613764E-2,2.794969082E-2,3.024299030E-1
1.025724727E2,3.126515711E-1,4.296241701E-2,3.825248023E-2,3.178993967E-1
1.025824677E2,3.337519066E-1,5.195952773E-2,4.178186417E-2,3.403466642E-1
1.025924637E2,3.453005230E-1,4.120006621E-2,4.041828891E-2,3.500907521E-1
1.026024598E2,3.542674474E-1,4.391609788E-2,4.940429449E-2,3.603815094E-1
1.026124547E2,3.850670712E-1,3.659772277E-2,5.039481282E-2,3.900713778E-1
1.026224507E2,3.905510285E-1,3.555399477E-2,5.994916320E-2,3.967216841E-1
1.026324467E2,4.077229122E-1,3.554931700E-2,5.682557603E-2,4.131959259E-1
1.026424427E2,4.158102693E-1,4.089893460E-2,5.211623311E-2,4.210546338E-1
1.026524378E2,4.309179396E-1,3.889626324E-2,5.185543816E-2,4.357661947E-1
1.026624337E2,4.461486208E-1,4.149944365E-2,5.005684833E-2,4.508619342E-1
1.026724297E2,4.602553940E-1,3.223686934E-2,4.879852295E-2,4.639563980E-1
1.026824257E2,4.621149547E-1,3.911553383E-2,6.043915987E-2,4.676891579E-1
1.026924207E2,4.718178244E-1,3.635564804E-2,6.398608088E-2,4.775227860E-1
1.027024168E2,4.771907578E-1,2.966058612E-2,5.229516705E-2,4.809631526E-1
1.027124127E2,4.877592346E-1,3.384368420E-2,4.935634732E-2,4.914168444E-1
1.027224077E2,4.924991338E-1,3.213980556E-2,5.107075095E-2,4.961820084E-1
1.027324037E2,5.108323476E-1,3.620946765E-2,6.454507470E-2,5.161655544E-1
1.027423997E2,5.089048860E-1,2.988161087E-2,6.253245394E-2,5.136023768E-1
1.027523958E2,5.140431999E-1,2.751875103E-2,5.646890044E-2,5.178671931E-1
1.027623907E2,5.183415612E-1,3.362382889E-2,5.496850947E-2,5.223313823E-1
1.027723867E2,5.272008969E-1,3.023419797E-2,4.942651391E-2,5.303752188E-1
1.027823827E2,5.175672437E-1,3.320516825E-2,5.863820831E-2,5.219356995E-1
1.027923786E2,5.287703627E-1,3.550546288E-2,6.369138122E-2,5.337746026E-1
1.028023736E2,5.276908205E-1,3.354313731E-2,6.800896525E-2,5.331115863E-1
1.028123696E2,5.326869008E-1,2.447761416E-2,6.254182776E-2,5.369040586E-1
1.028223656E2,5.253147313E-1,2.326548636E-2,7.154537042E-2,5.306746553E-1
1.028323606E2,5.244513899E-1,2.766200781E-2,5.744303743E-2,5.283125492E-1
1.028423566E2,5.227910730E-1,3.019502163E-2,6.690968871E-2,5.279196452E-1
1.028523526E2,5.261057865E-1,2.023662865E-2,6.732483189E-2,5.307819258E-1
1.028623486E2,5.056877480E-1,2.217381120E-2,6.757159809E-2,5.106639768E-1
1.028723436E2,5.175376421E-1,3.153227985E-2,6.809433460E-2,5.229496478E-1
1.028823396E2,5.088098688E-1,2.674341023E-2,6.388434847E-2,5.135016091E-1
1.028923356E2,5.106125654E-1,3.072244048E-2,5.654375394E-2,5.146515873E-1
1.029023316E2,5.036002920E-1,2.505648851E-2,5.796813110E-2,5.075444669E-1
1.029123266E2,4.883930728E-1,2.037696183E-2,5.789562106E-2,4.922346159E-1
1.029223226E2,4.834705943E-1,2.655922294E-2,5.527840734E-2,4.873447550E-1
1.029323186E2,4.668446944E-1,2.130374551E-2,5.321199219E-2,4.703502252E-1
1.029423146E2,4.694009509E-1,2.813036978E-2,5.041353305E-2,4.729377282E-1
1.029523096E2,4.562118251E-1,3.715613186E-2,4.952942947E-2,4.603943656E-1
1.029623056E2,4.403254518E-1,3.925762117E-2,4.805944403E-2,4.446767078E-1
1.029723016E2,4.248396859E-1,3.308413088E-2,5.140872002E-2,4.292157673E-1
1.029822966E2,4.203047316E-1,2.508163154E-2,4.248703837E-2,4.231906238E-1
1.029922926E2,4.055078407E-1,2.991844833E-2,4.503525952E-2,4.090964398E-1
1.030022886E2,3.912974987E-1,4.221923590E-2,5.630518297E-2,3.975757412E-1
1.030122846E2,3.724919030E-1,3.294379771E-2,5.036206841E-2,3.773219442E-1
1.030222796E2,3.628376749E-1,4.191108763E-2,4.601759632E-2,3.681376601E-1
1.030322756E2,3.389910849E-1,3.125453711E-2,4.667014102E-2,3.436130146E-1
1.030422716E2,3.339840411E-1,2.928402543E-2,3.329170704E-2,3.369142793E-1
1.030522676E2,3.155863983E-1,4.048787534E-2,2.872152785E-2,3.194666947E-1
1.030622626E2,2.989637874E-1,3.299174488E-2,3.459330181E-2,3.027614539E-1
1.030722586E2,2.841043679E-1,3.343262494E-2,3.712280273E-2,2.884634028E-1
1.030822546E2,2.596693654E-1,3.029033124E-2,3.383432408E-2,2.636104037E-1
1.030922506E2,2.422024897E-1,3.344958186E-2,3.019969940E-2,2.463593765E-1
1.031022456E2,2.195784429E-1,3.214682221E-2,2.292927146E-2,2.231005653E-1
1.031122416E2,2.097653167E-1,4.299750030E-2,2.849464675E-2,2.160143930E-1
1.031222376E2,1.947204673E-1,4.205259025E-2,2.221941948E-2,2.004449634E-1
1.031322326E2,1.741046467E-1,4.354363024E-2,1.555359364E-2,1.801399179E-1
1.031422286E2,1.469994766E-1,3.788001716E-2,1.208970537E-2,1.522823128E-1
1.031522246E2,1.321890641E-1,4.349685252E-2,1.488350501E-2,1.399551484E-1
1.031622206E2,1.142326302E-1,4.226952195E-2,1.122899065E-2,1.223188315E-1
1.031722156E2,8.205193073E-2,3.600130677E-2,6.060054302E-3,8.980722512E-2
1.031822116E2,7.809581425E-2,4.086385131E-2,-2.488576124E-3,8.817598062E-2
1.031922076E2,4.608484844E-2,3.140364110E-2,1.252941370E-2,5.715757288E-2
1.032022036E2,2.360274279E-2,4.085917354E-2,1.187452555E-2,4.865763955E-2
1.032121986E2,1.246745149E-2,3.674565732E-2,6.237810229E-3,3.930128440E-2
1.032221946E2,-4.115818553E-3,3.807823777E-2,6.580456495E-3,3.886122183E-2
1.032321906E2,-3.684228256E-2,4.156317830E-2,5.439664721E-3,5.580718168E-2
1.032421856E2,-5.840345174E-2,3.403079510E-2,-6.261783242E-3,6.788422585E-2
1.032521816E2,-6.908178315E-2,3.927633226E-2,-8.242235184E-3,7.989278740E-2
1.032621776E2,-8.540442268E-2,2.931092262E-2,-2.370461797E-3,9.032532695E-2
1.032721736E2,-1.171678229E-1,3.122588575E-2,-6.320255399E-3,1.214219926E-1
1.032821686E2,-1.280937839E-1,3.588962495E-2,-2.309767127E-2,1.350169806E-1
1.032921646E2,-1.453774224E-1,3.850976229E-2,-2.136455655E-2,1.519014187E-1
1.033021606E2,-1.806675616E-1,3.549493790E-2,-2.163118958E-2,1.853876123E-1
1.033121566E2,-1.859803417E-1,3.252864540E-2,-2.595871617E-2,1.905797870E-1
1.033221516E2,-2.117810346E-1,2.631773293E-2,-2.346428941E-2,2.146960702E-1
1.033321476E2,-2.326018001E-1,3.152760208E-2,-3.376474907E-2,2.371447773E-1
1.033421436E2,-2.392506873E-1,2.375723720E-2,-3.122004310E-2,2.424458471E-1
1.033521396E2,-2.560579057E-1,2.411099374E-2,-4.209235132E-2,2.606122736E-1
1.033621346E2,-2.832514054E-1,3.213220417E-2,-2.893728554E-2,2.865330761E-1
1.033721306E2,-2.977301346E-1,1.399180233E-2,-3.020554662E-2,2.995853445E-1
1.033821266E2,-3.078670138E-1,1.922915339E-2,-3.390449067E-2,3.103246252E-1
1.033921216E2,-3.307040454E-1,2.089853346E-2,-3.334433198E-2,3.330371734E-1
1.034021176E2,-3.390641020E-1,1.600499868E-2,-4.145207664E-2,3.419633020E-1
1.034121136E2,-3.469236369E-1,1.621783733E-2,-3.470088601E-2,3.490317745E-1
1.034221096E2,-3.675040453E-1,1.330300033E-2,-3.659713348E-2,3.695612849E-1
1.034321046E2,-3.778315803E-1,1.278903008E-2,-4.459028641E-2,3.806685645E-1
1.034421006E2,-3.950593780E-1,9.592941999E-3,-3.484940986E-2,3.967094882E-1
1.034520966E2,-4.067625801E-1,1.907361746E-3,-4.557612240E-2,4.093123716E-1
1.034620926E2,-4.149795261E-1,3.944531679E-3,-5.128359417E-2,4.181549634E-1
1.034720876E2,-4.277966228E-1,1.017064691E-2,-4.791676283E-2,4.305919283E-1
1.034820836E2,-4.385866360E-1,7.405498624E-3,-5.124675214E-2,4.416325490E-1
1.034920796E2,-4.457838641E-1,-9.086573124E-4,-4.682333807E-2,4.482371071E-1
1.035020746E2,-4.530399664E-1,-2.503193021E-3,-5.559650043E-2,4.564454491E-1
1.035120706E2,-4.573417630E-1,3.360979557E-3,-6.613493721E-2,4.621110410E-1
1.035220666E2,-4.760663017E-1,5.315119028E-4,-5.362716277E-2,4.790775289E-1
1.035320626E2,-4.745793182E-1,-8.267962933E-4,-5.961294830E-2,4.783094359E-1
1.035420576E2,-4.845423524E-1,-9.101191163E-3,-5.980648200E-2,4.883041452E-1
1.035520536E2,-4.809553048E-1,-1.306209505E-2,-5.195368965E-2,4.839295501E-1
1.035620496E2,-4.902425105E-1,-1.016947746E-2,-5.519068996E-2,4.934441708E-1
1.035720456E2,-4.915824731E-1,-6.561160684E-3,-5.831194738E-2,4.950723784E-1
1.035820406E2,-4.972698405E-1,-4.035163522E-3,-5.837274472E-2,5.007004635E-1
1.035920366E2,-4.936606832E-1,-4.683619738E-3,-5.394933522E-2,4.966219258E-1
1.036020326E2,-5.054609125E-1,-1.121028185E-2,-5.787280778E-2,5.088866931E-1
1.036120276E2,-4.984327421E-1,-8.647447228E-3,-5.228170931E-2,5.012418117E-1
1.036220236E2,-4.967853256E-1,-1.494606793E-2,-5.515562494E-2,5.000611839E-1
1.036320196E2,-4.914830704E-1,-8.866133094E-3,-4.927098254E-2,4.940261598E-1
1.036420156E2,-4.856549679E-1,-1.509400249E-2,-5.838678718E-2,4.893849136E-1
1.036520106E2,-4.866147518E-1,-1.297146320E-2,-5.869492630E-2,4.903134404E-1
1.036620066E2,-4.877476864E-1,-9.235677123E-3,-4.660698652E-2,4.900564401E-1
1.036720026E2,-4.897905939E-1,-1.271886349E-2,-4.927741448E-2,4.924275164E-1
1.036819986E2,-4.820514385E-1,-6.063562632E-3,-4.544279675E-2,4.842266039E-1
1.036919936E2,-4.737478806E-1,-1.066298246E-2,-5.364177624E-2,4.768943214E-1
1.037019896E2,-4.601925364E-1,-1.243585825E-2,-5.177592516E-2,4.632629573E-1
1.037119856E2,-4.552360344E-1,-1.409412861E-2,-6.331540982E-2,4.598340273E-1
1.037219816E2,-4.544226502E-1,-7.085655928E-3,-4.479142606E-2,4.566797821E-1
1.037319766E2,-4.499930554E-1,-9.529792070E-3,-4.611581584E-2,4.524502573E-1
1.037419726E2,-4.271236448E-1,-4.504694939E-3,-5.095790426E-2,4.301762526E-1
1.037519686E2,-4.189854901E-1,-1.738961935E-3,-3.974002103E-2,4.208694978E-1
1.037619636E2,-4.065709376E-1,3.110718727E-3,-4.863071243E-2,4.094808299E-1
1.037719596E2,-3.936787042E-1,2.514302731E-5,-5.313306848E-2,3.972480909E-1
1.037819556E2,-3.776850345E-1,-2.766317725E-3,-4.774369438E-2,3.807007987E-1
1.037919524E2,-3.644997825E-1,-1.067116857E-3,-3.764204005E-2,3.664398359E-1
1.038019474E2,-3.558005874E-1,-6.096307039E-3,-4.110826492E-2,3.582193635E-1
1.038119434E2,-3.531048748E-1,4.151523113E-3,-2.993950287E-2,3.543961929E-1
1.038219394E2,-3.326339190E-1,1.740833044E-2,-3.033827384E-2,3.344679131E-1
1.038319354E2,-3.117738310E-1,1.062205195E-2,-3.059731007E-2,3.134516630E-1
1.038419304E2,-2.972703972E-1,1.867776096E-2,-3.283854783E-2,2.996613389E-1
1.038519264E2,-2.882564575E-1,8.344561458E-3,-2.631246587E-2,2.895751420E-1
1.038619224E2,-2.643521628E-1,7.770949602E-3,-2.584118029E-2,2.657258366E-1
1.038719184E2,-2.401457316E-1,2.100027502E-2,-2.767370224E-2,2.426454569E-1
1.038819134E2,-2.223193252E-1,1.944550037E-2,-2.110669434E-2,2.241640078E-1
1.038919094E2,-2.166418250E-1,1.912741184E-2,-2.698548267E-2,2.191523545E-1
1.039019054E2,-1.984230705E-1,1.705398917E-2,-2.903902481E-2,2.012605734E-1
1.039119004E2,-1.802874926E-1,1.203006148E-2,-2.116516878E-2,1.819237937E-1
1.039218964E2,-1.556789008E-1,2.217205703E-2,-2.206622471E-2,1.587905493E-1
1.039318924E2,-1.342802842E-1,2.862095118E-2,-1.837078442E-2,1.385201765E-1
1.039418884E2,-1.100359648E-1,3.302507401E-2,-2.281057755E-2,1.171276718E-1
1.039518834E2,-9.629223973E-2,2.909925342E-2,-1.297731156E-2,1.014266858E-1
1.039618794E2,-8.010786857E-2,2.657384098E-2,-5.126254534E-3,8.455600579E-2
1.039718754E2,-5.811094478E-2,2.605051517E-2,-1.080214620E-2,6.459255070E-2
1.039818714E2,-3.820338646E-2,3.216962636E-2,-6.426087147E-4,4.994793832E-2
1.039918664E2,-2.218844751E-2,4.253440082E-2,1.998578310E-3,4.801558884E-2
1.040018624E2,-3.404541314E-4,4.786413789E-2,4.561997652E-3,4.808225689E-2
1.040118584E2,1.823481610E-2,3.978270113E-2,1.777787447E-2,4.723584072E-2
1.040218544E2,3.305387154E-2,3.834077775E-2,1.341468215E-2,5.236914511E-2
