"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.917247326E2,5.880033150E-2,1.461043775E-2,6.640098095E-3,6.095108513E-2
1.917347286E2,8.280168995E-2,2.011909962E-2,1.141025662E-2,8.597146029E-2
1.917447246E2,9.600165138E-2,2.715096116E-2,7.616584251E-3,1.000575040E-1
1.917547206E2,1.067765532E-1,2.537106872E-2,3.277946811E-3,1.097983077E-1
1.917647166E2,1.175136491E-1,2.600373745E-2,1.753696690E-2,1.216272885E-1
1.917747126E2,1.311325818E-1,3.009620368E-2,1.803632140E-2,1.357455133E-1
1.917847076E2,1.506264679E-1,2.896827579E-2,1.930984497E-2,1.545974254E-1
1.917947036E2,1.618459226E-1,2.336722791E-2,1.997408638E-2,1.647394735E-1
1.918046996E2,1.710916862E-1,2.676270604E-2,2.633234869E-2,1.751627817E-1
1.918146956E2,1.835306507E-1,3.375597596E-2,3.449389458E-2,1.897703729E-1
1.918246916E2,1.845257737E-1,3.148140907E-2,3.160537461E-2,1.898413548E-1
1.918346866E2,2.059825336E-1,2.621891499E-2,1.488350501E-2,2.081772187E-1
1.918446826E2,2.168906606E-1,2.874257326E-2,4.082175136E-2,2.225625969E-1
1.918546786E2,2.298219242E-1,3.186615586E-2,2.320175628E-2,2.331778081E-1
1.918646746E2,2.424849467E-1,3.438981414E-2,3.503184070E-2,2.474042008E-1
1.918746711E2,2.493797276E-1,2.852798045E-2,3.564463119E-2,2.535244248E-1
1.918846671E2,2.591694284E-1,2.625458300E-2,3.151181916E-2,2.623949133E-1
1.918946621E2,2.697344700E-1,2.517167866E-2,3.009913186E-2,2.725733946E-1
1.919046581E2,2.727438127E-1,2.736906230E-2,3.391852856E-2,2.762041265E-1
1.919146541E2,2.833770474E-1,2.790700614E-2,3.860566119E-2,2.873530043E-1
1.919246501E2,3.110033507E-1,2.453667104E-2,3.547155360E-2,3.139798775E-1
1.919346461E2,3.151273553E-1,2.579148352E-2,3.845012069E-2,3.185103805E-1
1.919446411E2,3.168905832E-1,3.270406187E-2,3.819518209E-2,3.208552155E-1
1.919546371E2,3.197697522E-1,2.912498116E-2,3.124752045E-2,3.226102392E-1
1.919646331E2,3.326255867E-1,2.462613344E-2,4.351848722E-2,3.363630272E-1
1.919746291E2,3.334553066E-1,1.875728309E-2,5.103683710E-2,3.378594914E-1
1.919846251E2,3.437712568E-1,3.037628531E-2,5.235129118E-2,3.490588108E-1
1.919946211E2,3.417585355E-1,2.893728554E-2,4.565857271E-2,3.460071797E-1
1.920046161E2,3.415208097E-1,1.803515196E-2,4.740454674E-2,3.452664496E-1
1.920146121E2,3.431600035E-1,2.476061940E-2,4.708294531E-2,3.472588084E-1
1.920246081E2,3.548738037E-1,2.412678123E-2,4.926279187E-2,3.590882075E-1
1.920346041E2,3.560431737E-1,2.330524743E-2,5.564794680E-2,3.611184987E-1
1.920446001E2,3.573400131E-1,3.202695429E-2,5.431127787E-2,3.628599257E-1
1.920545951E2,3.531683171E-1,1.496127069E-2,5.288455725E-2,3.574191884E-1
1.920645911E2,3.730940566E-1,1.866548181E-2,5.275124530E-2,3.772668408E-1
1.920745871E2,3.591890854E-1,2.308188379E-2,5.523982028E-2,3.641442162E-1
1.920845831E2,3.688104960E-1,2.147565365E-2,4.398392558E-2,3.720443137E-1
1.920945791E2,3.681531959E-1,2.685976982E-2,4.714844326E-2,3.721306203E-1
1.921045741E2,3.601557398E-1,2.277782857E-2,4.368688703E-2,3.635100143E-1
1.921145701E2,3.584284723E-1,1.266974688E-2,4.024872422E-2,3.609036603E-1
1.921245661E2,3.610193004E-1,2.333916128E-2,3.934474925E-2,3.639061157E-1
1.921345621E2,3.488420353E-1,2.452556133E-2,4.461776833E-2,3.525379611E-1
1.921445581E2,3.554779673E-1,1.699259341E-2,3.771804929E-2,3.578770525E-1
1.921545541E2,3.569080866E-1,1.721010983E-2,3.740932087E-2,3.592756984E-1
1.921645491E2,3.537851252E-1,1.635115385E-2,4.708645364E-2,3.572791754E-1
1.921745451E2,3.397149702E-1,2.683287263E-2,5.249746700E-2,3.447930511E-1
1.921845411E2,3.421741629E-1,1.887305796E-2,4.553577205E-2,3.457063156E-1
1.921945371E2,3.247353539E-1,1.731769860E-2,4.918794751E-2,3.288957387E-1
1.922045331E2,3.382348207E-1,2.127684832E-2,4.420611978E-2,3.417743103E-1
1.922145281E2,3.149024568E-1,2.220363200E-2,3.625157217E-2,3.177589260E-1
1.922245241E2,3.090765104E-1,1.771238565E-2,3.819518209E-2,3.119309055E-1
1.922345201E2,2.957512906E-1,2.203347802E-2,3.993414402E-2,2.992474493E-1
1.922445161E2,2.926679442E-1,1.405085921E-2,4.451368789E-2,2.963670370E-1
1.922545121E2,2.826089060E-1,2.371806085E-2,3.776717504E-2,2.861060986E-1
1.922645081E2,2.872256117E-1,2.303627551E-2,4.263204932E-2,2.912845921E-1
1.922745031E2,2.643982279E-1,2.819176555E-2,4.834244013E-2,2.702557864E-1
1.922844991E2,2.534946691E-1,2.883612871E-2,4.329161982E-2,2.587764169E-1
1.922944951E2,2.533549206E-1,2.393031478E-2,3.588085641E-2,2.569996335E-1
1.923044911E2,2.371513724E-1,1.931978524E-2,2.891097307E-2,2.396870291E-1
1.923144871E2,2.296622952E-1,2.353036523E-2,3.270699004E-2,2.331698847E-1
1.923244821E2,2.149703984E-1,2.160487711E-2,2.045589924E-2,2.170195538E-1
1.923344781E2,2.056363419E-1,2.731468320E-2,2.488808870E-2,2.089301653E-1
1.923444741E2,1.935422899E-1,2.448872387E-2,1.669614186E-2,1.957985616E-1
1.923544701E2,1.854481355E-1,2.227204442E-2,2.173644175E-2,1.880412928E-1
1.923644661E2,1.703225580E-1,1.781705081E-2,2.652765026E-2,1.732943660E-1
1.923744621E2,1.578830453E-1,1.246626377E-2,2.155868639E-2,1.598350421E-1
1.923844571E2,1.476647436E-1,2.254920244E-2,1.948526372E-2,1.506420211E-1
1.923944531E2,1.352036326E-1,2.636100233E-2,1.753346542E-2,1.388608913E-1
1.924044491E2,1.212194317E-1,2.689660728E-2,2.672645787E-2,1.270113446E-1
1.924144451E2,1.026276979E-1,2.415367842E-2,1.713818908E-2,1.068155517E-1
1.924244411E2,9.493614251E-2,1.978230000E-2,2.115288734E-2,9.925550458E-2
1.924344361E2,7.724117059E-2,2.366017342E-2,2.422618618E-2,8.433807169E-2
1.924444321E2,6.688487459E-2,2.785438120E-2,2.004776587E-2,7.517556729E-2
1.924544281E2,5.276801493E-2,2.354615271E-2,1.849357252E-2,6.067039584E-2
1.924644241E2,2.802307338E-2,3.227779984E-2,1.344742656E-2,4.481051534E-2
1.924744201E2,2.668698460E-2,2.218141258E-2,4.181928635E-3,3.495280730E-2
1.924844161E2,-1.214448418E-3,2.752752185E-2,1.780009389E-2,3.280369928E-2
1.924944111E2,-4.176081419E-3,3.035698950E-2,7.242361307E-3,3.148711268E-2
1.925044071E2,-2.792410925E-2,2.572482526E-2,4.303550720E-4,3.796982641E-2
1.925144031E2,-3.266064629E-2,1.917535901E-2,-1.890989542E-3,3.792081290E-2
1.925243991E2,-5.130538875E-2,2.178438663E-2,-2.012611628E-3,5.577502148E-2
1.925343951E2,-6.613098577E-2,1.738318741E-2,-5.954219699E-3,6.863625292E-2
1.925443901E2,-8.387801617E-2,1.809888661E-2,-1.036828279E-2,8.643258981E-2
1.925543861E2,-8.697323064E-2,2.258311629E-2,-2.231648326E-2,9.258706937E-2
1.925643821E2,-1.010156205E-1,1.796323121E-2,-1.252941370E-2,1.033625632E-1
1.925743781E2,-1.102008654E-1,1.950397253E-2,-1.506242752E-2,1.129225948E-1
1.925843741E2,-1.346602070E-1,1.897538424E-2,-1.351817901E-2,1.366608127E-1
1.925943701E2,-1.338649857E-1,1.727325976E-2,-1.652130783E-2,1.359821809E-1
1.926043651E2,-1.491649564E-1,2.936354756E-2,-4.681280851E-3,1.520996927E-1
1.926143611E2,-1.578846167E-1,1.258554697E-2,-1.750773311E-2,1.593501456E-1
1.926243571E2,-1.768339808E-1,1.438941300E-2,-4.140413404E-3,1.774667716E-1
1.926343531E2,-1.772574654E-1,2.190016150E-2,-1.383685340E-2,1.791404048E-1
1.926443491E2,-1.912957531E-1,1.236276805E-2,-1.360120833E-2,1.921767313E-1
1.926543441E2,-2.080366239E-1,1.826143920E-2,-1.211952388E-2,2.091879535E-1
1.926643401E2,-2.288926189E-1,1.294515073E-2,-1.683296670E-2,2.298755243E-1
1.926743361E2,-2.268433160E-1,4.200055003E-3,-1.194118609E-2,2.271962200E-1
1.926843321E2,-2.415904324E-1,9.536808729E-3,-1.229669452E-2,2.420910912E-1
1.926943281E2,-2.548286748E-1,1.368540823E-2,-1.357022037E-2,2.555564415E-1
1.927043231E2,-2.656904626E-1,1.454787254E-2,-2.056173613E-2,2.668817107E-1
1.927143191E2,-2.652830578E-1,1.287439942E-2,-3.024589469E-2,2.673119247E-1
1.927243151E2,-2.739571282E-1,9.708132148E-3,-2.654870252E-2,2.754116728E-1
1.927343111E2,-2.855791819E-1,7.440581918E-3,-3.031021178E-2,2.872795509E-1
1.927443071E2,-2.949342884E-1,1.430228949E-3,-3.461844027E-2,2.969624832E-1
1.927543031E2,-2.949078298E-1,6.348906755E-3,-2.988161087E-2,2.964858299E-1
1.927642981E2,-2.957692525E-1,4.828045964E-3,-3.410095712E-2,2.977677552E-1
1.927742941E2,-3.078294455E-1,-4.183682799E-3,-4.536503335E-2,3.111823532E-1
1.927842901E2,-3.168268485E-1,4.163802266E-3,-4.061125159E-2,3.194461816E-1
1.927942861E2,-3.074237949E-1,-4.855527878E-3,-4.419383605E-2,3.106220548E-1
1.928042821E2,-3.213869458E-1,-3.407172561E-3,-3.045288384E-2,3.228444764E-1
1.928142771E2,-3.268999931E-1,5.363066196E-3,-2.984944662E-2,3.283037579E-1
1.928242731E2,-3.315803969E-1,-5.632622838E-3,-3.003948112E-2,3.329859704E-1
1.928342691E2,-3.292327398E-1,-7.807202339E-3,-3.815074325E-2,3.315277192E-1
1.928442651E2,-3.360077624E-1,-7.148805857E-3,-3.130072554E-2,3.375382308E-1
1.928542611E2,-3.449687666E-1,-1.024198294E-2,-3.179247638E-2,3.465820389E-1
1.928642561E2,-3.379693571E-1,-9.157324433E-3,-3.000206351E-2,3.394219597E-1
1.928742521E2,-3.461275751E-1,-5.991057158E-3,-2.408059736E-2,3.470159451E-1
1.928842481E2,-3.369636360E-1,1.203356981E-3,-1.812110146E-2,3.374526846E-1
1.928942441E2,-3.397615287E-1,5.090585947E-3,-3.425064584E-2,3.415214740E-1
1.929042401E2,-3.480522957E-1,-1.666456461E-4,-3.369574964E-2,3.496796132E-1
1.929142361E2,-3.333005016E-1,6.689214706E-3,-3.606679559E-2,3.353129638E-1
1.929242311E2,-3.359997225E-1,-8.023549318E-3,-3.361914655E-2,3.377727607E-1
1.929342271E2,-3.390651253E-1,-1.167338133E-2,-4.227829278E-2,3.418901593E-1
1.929442231E2,-3.188546629E-1,-2.161715627E-3,-4.140121043E-2,3.215385347E-1
1.929542191E2,-3.341110718E-1,-8.911156654E-4,-2.529037942E-2,3.350680613E-1
1.929642151E2,-3.148922972E-1,-1.550096869E-2,-3.235030532E-2,3.169289844E-1
1.929742101E2,-3.117241296E-1,-1.829710722E-2,-3.660473943E-2,3.143988296E-1
1.929842061E2,-3.184693314E-1,-5.683493614E-3,-3.661467969E-2,3.206176101E-1
1.929942021E2,-3.121079993E-1,-4.449146390E-3,-4.239874542E-2,3.150061138E-1
1.930041981E2,-3.037716240E-1,-1.275862455E-3,-4.148833394E-2,3.065943724E-1
1.930141941E2,-2.968482283E-1,9.528622627E-3,-2.250593305E-2,2.978526184E-1
1.930241901E2,-2.903078252E-1,2.664576173E-3,-2.320584476E-2,2.912460207E-1
1.930341851E2,-2.839912243E-1,-5.095848441E-3,-2.461502373E-2,2.851015303E-1
1.930441811E2,-2.733023679E-1,-3.128260374E-3,-1.966009319E-2,2.740264396E-1
1.930541771E2,-2.601638023E-1,-1.388128996E-2,-1.491858373E-2,2.609606452E-1
1.930641731E2,-2.590586968E-1,-4.274314642E-3,-1.590617846E-2,2.595817495E-1
1.930741691E2,-2.425452827E-1,6.834810376E-3,-1.393099358E-2,2.430411516E-1
1.930841641E2,-2.298903000E-1,7.773288488E-3,-2.108798553E-2,2.309863139E-1
1.930941601E2,-2.361953527E-1,1.111555696E-2,-1.713058998E-2,2.370764799E-1
1.931041561E2,-2.214958911E-1,1.147457600E-2,-2.282577574E-2,2.229643731E-1
1.931141521E2,-2.031596075E-1,8.103071451E-3,-1.456073870E-2,2.038418529E-1
1.931241481E2,-2.005084799E-1,9.385950565E-3,-1.198854854E-2,2.010857327E-1
1.931341441E2,-1.836461332E-1,-9.911030531E-4,-1.137634392E-2,1.840008308E-1
1.931441391E2,-1.573836565E-1,2.120785117E-3,-8.697149704E-3,1.576380458E-1
1.931541351E2,-1.552850908E-1,6.148347259E-3,-4.728060861E-3,1.554786679E-1
1.931641311E2,-1.368615375E-1,9.148553610E-3,-8.330529282E-3,1.374197010E-1
1.931741271E2,-1.331120105E-1,1.860700965E-2,-1.668853934E-2,1.354383088E-1
1.931841231E2,-1.222338414E-1,1.222009599E-2,-1.972266068E-2,1.244163416E-1
1.931941181E2,-1.049141054E-1,2.441738784E-2,-2.073422670E-2,1.096954260E-1
1.932041141E2,-9.298593163E-2,2.301697969E-2,-1.268962741E-2,9.662914405E-2
1.932141101E2,-7.834377274E-2,1.550447702E-2,3.776716590E-3,7.995248041E-2
1.932241061E2,-5.708622023E-2,7.120154500E-3,-4.889441729E-3,5.773594878E-2
1.932341021E2,-4.762030900E-2,7.744637132E-3,2.474541664E-3,4.830938407E-2
1.932440971E2,-3.968971213E-2,1.408068001E-2,4.805241823E-3,4.238666238E-2
1.932540931E2,-3.294789076E-2,2.463607371E-2,6.834225655E-3,4.170379208E-2
1.932640891E2,-1.734720876E-2,2.803213656E-2,6.704417467E-3,3.364038563E-2
1.932740851E2,4.702805914E-4,3.729412615E-2,4.862545108E-3,3.761272862E-2
1.932840811E2,1.616217915E-2,2.113417625E-2,3.373844574E-3,2.681887895E-2
1.932940771E2,2.873615960E-2,2.416127980E-2,1.637571216E-2,4.095971507E-2
1.933040721E2,4.722257042E-2,1.898298562E-2,1.128629679E-2,5.213161608E-2
1.933140681E2,5.547659140E-2,1.697329760E-2,1.395379429E-2,5.966953494E-2
1.933240641E2,6.564563032E-2,2.007407606E-2,2.639199257E-2,7.354491540E-2
1.933340601E2,8.186697599E-2,2.589673340E-2,1.808192740E-2,8.774849661E-2
1.933440561E2,9.357284591E-2,2.006296635E-2,7.934671640E-3,9.602790805E-2
1.933540511E2,1.087780917E-1,2.817363918E-2,8.819940090E-3,1.127129918E-1
1.933640471E2,1.236440893E-1,2.432266295E-2,5.133878184E-4,1.260147464E-1
1.933740431E2,1.387372147E-1,3.321627796E-2,8.755623002E-3,1.429265434E-1
1.933840391E2,1.486305209E-1,3.044294357E-2,1.957413912E-2,1.529736953E-1
1.933940351E2,1.655531304E-1,2.363853872E-2,2.392563929E-2,1.689350636E-1
1.934040311E2,1.734901044E-1,1.925078809E-2,2.686210871E-2,1.766096884E-1
1.934140261E2,1.938521923E-1,2.070966840E-2,2.544474592E-2,1.966087433E-1
1.934240221E2,2.002474383E-1,1.723583758E-2,2.820931176E-2,2.029578181E-1
1.934340181E2,2.055037928E-1,3.097854853E-2,2.080205897E-2,2.088640826E-1
1.934440141E2,2.193767870E-1,3.005410373E-2,2.355259150E-2,2.226749838E-1
1.934540101E2,2.284807191E-1,3.407347977E-2,3.447284688E-2,2.335654473E-1
1.934640051E2,2.434637706E-1,3.389864802E-2,2.538159599E-2,2.471193059E-1
1.934740011E2,2.476539950E-1,2.683053374E-2,2.554414630E-2,2.504094291E-1
1.934839971E2,2.636512461E-1,2.843500972E-2,3.874598980E-2,2.679958602E-1
1.934939931E2,2.739159236E-1,1.746270955E-2,4.553812007E-2,2.782240101E-1
1.935039891E2,2.783744621E-1,1.710135162E-2,4.551941355E-2,2.825894803E-1
1.935139851E2,2.971966858E-1,2.660658538E-2,4.313842733E-2,3.014874862E-1
1.935239801E2,2.918957828E-1,1.783576190E-2,4.445053339E-2,2.957991081E-1
1.935339761E2,3.085952845E-1,2.849932909E-2,3.487630248E-2,3.118647429E-1
1.935439721E2,3.055979287E-1,3.376182318E-2,4.266362885E-2,3.104031893E-1
1.935539681E2,3.252692778E-1,2.223579168E-2,4.364010473E-2,3.289361522E-1
1.935639641E2,3.276200777E-1,2.969508469E-2,3.044645190E-2,3.303690358E-1
1.935739591E2,3.420685842E-1,2.321110725E-2,4.552408675E-2,3.458643003E-1
1.935839551E2,3.377063055E-1,2.613003731E-2,4.399912377E-2,3.415614886E-1
1.935939511E2,3.422388478E-1,1.853391945E-2,4.658476710E-2,3.458917108E-1
1.936039471E2,3.461500503E-1,2.303861439E-2,2.967695832E-2,3.481829360E-1
1.936139431E2,3.589685357E-1,2.765499115E-2,3.957863788E-2,3.622011551E-1
1.936239391E2,3.521323366E-1,3.462954998E-2,3.654392838E-2,3.557131526E-1
1.936339341E2,3.553809400E-1,2.435891569E-2,4.069077829E-2,3.585313218E-1
1.936439301E2,3.657276978E-1,2.587217510E-2,3.919856429E-2,3.687311294E-1
1.936539261E2,3.654597491E-1,2.075469196E-2,4.281682134E-2,3.685442519E-1
1.936639221E2,3.637445415E-1,1.755918860E-2,4.934699635E-2,3.674963165E-1
1.936739181E2,3.638424093E-1,1.282177448E-2,4.425874472E-2,3.667485967E-1
1.936839131E2,3.636048661E-1,1.433211029E-2,5.107308984E-2,3.674538999E-1
1.936939091E2,3.693679184E-1,1.954899609E-2,4.717300157E-2,3.728808315E-1
1.937039051E2,3.630905304E-1,1.858654439E-2,4.208241562E-2,3.659933368E-1
1.937139011E2,3.551294001E-1,2.432967961E-2,4.721510152E-2,3.590795037E-1
1.937238971E2,3.579615721E-1,1.969166815E-2,4.521067142E-2,3.613422944E-1
1.937338921E2,3.512298189E-1,2.699308634E-2,4.414647818E-2,3.550210190E-1
1.937438881E2,3.573262721E-1,2.273923695E-2,4.910608649E-2,3.614008099E-1
1.937538841E2,3.496530441E-1,2.009688020E-2,4.727473398E-2,3.534063332E-1
1.937638801E2,3.375307063E-1,1.996824145E-2,4.068142275E-2,3.405593729E-1
1.937738761E2,3.439456500E-1,1.575473785E-2,4.277355194E-2,3.469530208E-1
1.937838721E2,3.358424324E-1,1.345561266E-2,4.224730253E-2,3.387565903E-1
1.937938671E2,3.225684123E-1,2.072604060E-2,5.048486451E-2,3.271523665E-1
1.938038631E2,3.190084812E-1,1.958290994E-2,3.898689965E-2,3.219780735E-1
1.938138591E2,3.124700882E-1,2.004951775E-2,3.076921821E-2,3.146208574E-1
1.938238551E2,3.128632403E-1,2.917409778E-2,3.379924079E-2,3.160331055E-1
1.938338511E2,2.953005068E-1,1.762467742E-2,3.037745933E-2,2.973815876E-1
1.938438461E2,2.925518769E-1,2.056875050E-2,3.549962024E-2,2.954147885E-1
1.938538421E2,2.789772369E-1,1.811525881E-2,3.137498975E-2,2.813198381E-1
1.938638381E2,2.757929894E-1,1.055422425E-2,3.514527440E-2,2.782235701E-1
1.938738341E2,2.648823043E-1,2.184461296E-2,2.778130014E-2,2.672295322E-1
1.938838305E2,2.543809243E-1,2.248663723E-2,3.402143955E-2,2.576291168E-1
1.938938265E2,2.444996049E-1,3.344841242E-2,3.719414105E-2,2.495641345E-1
1.939038215E2,2.328245790E-1,2.763160229E-2,2.671241999E-2,2.359753026E-1
1.939138175E2,2.237756474E-1,1.508347750E-2,2.542486995E-2,2.257199053E-1
1.939238135E2,2.112175458E-1,2.259364128E-2,2.710301628E-2,2.141445721E-1
1.939338095E2,1.973526280E-1,2.156453133E-2,3.462019900E-2,2.015233162E-1
1.939438055E2,1.854538365E-1,1.830178499E-2,3.084055881E-2,1.888894409E-1
1.939538005E2,1.649027738E-1,2.327484190E-2,2.395019760E-2,1.682505722E-1
1.939637965E2,1.658335044E-1,2.391101897E-2,2.525061836E-2,1.694404961E-1
1.939737925E2,1.563655466E-1,2.755500376E-2,2.061026802E-2,1.601069816E-1
1.939837885E2,1.380641636E-1,2.881858706E-2,1.595471263E-2,1.419393430E-1
1.939937845E2,1.228374659E-1,2.740239143E-2,1.873331179E-2,1.272433537E-1
1.940037805E2,1.132420023E-1,3.228423178E-2,1.426369786E-2,1.186148211E-1
1.940137755E2,9.827051723E-2,2.865311086E-2,8.314741800E-3,1.026997091E-1
1.940237715E2,8.446275601E-2,1.965249181E-2,1.433854337E-2,8.789636746E-2
1.940337675E2,6.602867777E-2,2.055588663E-2,7.765103529E-3,6.958899047E-2
1.940437635E2,5.606895089E-2,1.683881164E-2,1.062205195E-2,5.949874637E-2
1.940537595E2,3.925880888E-2,1.568807960E-2,1.159269089E-2,4.383788771E-2
1.940637545E2,2.960154751E-2,2.309474766E-2,5.512756059E-3,3.794745662E-2
1.940737505E2,1.723792065E-2,2.229718745E-2,6.158289238E-3,2.884848354E-2
1.940837465E2,-3.477174696E-3,2.840577364E-2,-3.434653903E-3,2.882317761E-2
1.940937425E2,-1.758239474E-2,2.211884737E-2,4.904645631E-3,2.867820710E-2
1.941037385E2,-2.893083533E-2,2.124527335E-2,4.547964620E-3,3.618064199E-2
1.941137335E2,-4.159711042E-2,2.024832308E-2,-4.758464098E-3,4.650760329E-2
1.941237295E2,-5.684368869E-2,1.643418431E-2,7.291477919E-3,5.961923354E-2
1.941337255E2,-6.408649768E-2,2.297546446E-2,5.524449348E-3,6.830425091E-2
1.941437215E2,-8.598549888E-2,1.786792159E-2,2.173994780E-3,8.784927371E-2
1.941537175E2,-9.059734404E-2,1.907361746E-2,-6.440708041E-3,9.280713523E-2
1.941637135E2,-1.022599080E-1,1.970628619E-2,-1.932095468E-2,1.059184866E-1
1.941737085E2,-1.217703125E-1,2.185981572E-2,-1.051446433E-2,1.241628548E-1
1.941837045E2,-1.326512408E-1,2.433611155E-2,-1.477416207E-2,1.356719347E-1
1.941937005E2,-1.358324276E-1,2.129614413E-2,-2.415426314E-2,1.395972871E-1
1.942036965E2,-1.532324257E-1,7.051742077E-3,-7.423040271E-3,1.535741023E-1
1.942136925E2,-1.725644901E-1,2.557572126E-3,-1.375852127E-3,1.725889261E-1
1.942236875E2,-1.728567047E-1,1.095592797E-2,-1.400875926E-2,1.737691517E-1
1.942336835E2,-1.890692796E-1,1.353396535E-2,-4.474289417E-3,1.896058542E-1
1.942436795E2,-2.004089311E-1,5.650749207E-3,-2.287138631E-2,2.017889267E-1
1.942536755E2,-2.074090715E-1,6.764059067E-3,-2.768539896E-2,2.093579632E-1
1.942636715E2,-2.238143121E-1,1.028466761E-2,-2.556168795E-2,2.255039258E-1
1.942736675E2,-2.381380901E-1,1.651253700E-2,-2.377828946E-2,2.398912689E-1
1.942836625E2,-2.496414636E-1,3.888398409E-3,-2.917351305E-2,2.513703918E-1
1.942936585E2,-2.603972706E-1,7.441751361E-3,-1.165291607E-2,2.607640862E-1
1.943036545E2,-2.619852282E-1,9.204102159E-3,-2.046700895E-2,2.629446211E-1
1.943136505E2,-2.703577284E-1,5.882883668E-3,-1.402396659E-2,2.707851201E-1
1.943236465E2,-2.710100036E-1,2.046525478E-5,-2.576225430E-2,2.722317325E-1
1.943336415E2,-2.802073814E-1,-2.548216581E-3,-2.470858375E-2,2.813062106E-1
1.943436375E2,-3.025271903E-1,3.263915777E-3,-1.958992888E-2,3.031783622E-1
1.943536335E2,-2.979871380E-1,7.131264210E-3,-3.084815790E-2,2.996644760E-1
1.943636295E2,-3.038389949E-1,2.761055231E-3,-2.688841661E-2,3.050389240E-1
1.943736255E2,-3.122085714E-1,-5.357218981E-3,-2.360520502E-2,3.131454895E-1
1.943836215E2,-3.153913205E-1,-8.990094066E-3,-3.352207820E-2,3.172951884E-1
1.943936165E2,-3.248125371E-1,-8.887767792E-3,-2.825841924E-2,3.261605662E-1
1.944036125E2,-3.312658167E-1,6.379312277E-4,-3.811331650E-2,3.334517554E-1
1.944136085E2,-3.327815612E-1,-1.334393084E-2,-3.784785291E-2,3.351926132E-1
1.944236045E2,-3.240426050E-1,-1.744809151E-3,-4.319630563E-2,3.269137119E-1
1.944336005E2,-3.373058443E-1,-1.982206106E-3,-3.859863997E-2,3.395129110E-1
1.944435955E2,-3.308632359E-1,-1.333165169E-4,-3.405593812E-2,3.326113431E-1
1.944535915E2,-3.299602796E-1,3.646908402E-3,-3.592528840E-2,3.319302825E-1
1.944635875E2,-3.489230923E-1,-8.899462223E-3,-3.769115210E-2,3.510657314E-1
1.944735835E2,-3.418779284E-1,-9.183636904E-3,-4.022533993E-2,3.443587302E-1
1.944835795E2,-3.325096656E-1,-1.217565715E-2,-3.263213655E-2,3.343288511E-1
1.944935755E2,-3.454527698E-1,-1.293696463E-2,-2.901212990E-2,3.469101972E-1
1.945035705E2,-3.432821372E-1,-8.169144988E-3,-2.031497677E-2,3.439797362E-1
1.945135665E2,-3.351236634E-1,-3.568555713E-3,-2.778421462E-2,3.362923831E-1
1.945235625E2,-3.396725048E-1,-1.822577119E-3,-2.490095258E-2,3.405888867E-1
1.945335585E2,-3.264908342E-1,6.601506472E-4,-2.669195702E-2,3.275807705E-1
1.945435545E2,-3.291944405E-1,1.632542610E-3,-2.252522886E-2,3.299682270E-1
1.945535495E2,-3.243143544E-1,-5.936678052E-3,-3.275668681E-2,3.260184736E-1
1.945635455E2,-3.121389896E-1,-1.022327185E-2,-3.000498712E-2,3.137444236E-1
1.945735415E2,-3.128280839E-1,-5.834351778E-3,-1.866139332E-2,3.134385065E-1
1.945835375E2,-3.069649346E-1,-2.350580692E-3,-2.420279731E-2,3.079265687E-1
1.945935335E2,-3.039274523E-1,-4.110007882E-3,-3.871324539E-2,3.064106783E-1
1.946035295E2,-2.940780916E-1,-5.277696848E-3,-3.389045735E-2,2.960715135E-1
1.946135245E2,-2.837647909E-1,2.380986214E-3,-3.027337432E-2,2.853850081E-1
1.946235205E2,-2.861049928E-1,1.056007147E-3,-3.011666894E-2,2.876876706E-1
1.946335165E2,-2.637447833E-1,-3.410680890E-3,-1.634179374E-2,2.642725822E-1
1.946435125E2,-2.634052063E-1,-1.886311769E-3,-3.150771698E-2,2.652896475E-1
1.946535085E2,-2.622827053E-1,3.531133533E-3,-3.010029674E-2,2.640278665E-1
1.946635035E2,-2.520670348E-1,1.769367456E-3,-1.659147441E-2,2.526186805E-1
1.946734995E2,-2.432824704E-1,-9.267252088E-3,-1.032033791E-2,2.436775569E-1
1.946834955E2,-2.287179516E-1,2.904896736E-3,-1.946012298E-2,2.295627064E-1
1.946934915E2,-2.176878919E-1,7.004379630E-3,-1.457067668E-2,2.182873891E-1
1.947034875E2,-1.996973249E-1,1.081617951E-2,-9.649662275E-3,2.002226943E-1
1.947134835E2,-1.954889376E-1,7.605473399E-3,-2.136982133E-2,1.968005011E-1
1.947234785E2,-1.897922878E-1,1.039693415E-2,-1.891282131E-2,1.910154537E-1
1.947334745E2,-1.687851423E-1,9.761926532E-3,-1.997406583E-3,1.690790026E-1
1.947434705E2,-1.537442033E-1,1.064134777E-2,-3.184393644E-3,1.541449276E-1
1.947534665E2,-1.576000035E-1,3.756836057E-3,-1.030220926E-2,1.579810445E-1
1.947634625E2,-1.345850703E-1,1.171138823E-2,6.776911521E-4,1.350953627E-1
1.947734575E2,-1.287305456E-1,1.295158267E-2,-6.321425984E-3,1.295347726E-1
1.947834535E2,-1.090745455E-1,1.675870478E-2,-1.537806296E-4,1.103545845E-1
1.947934495E2,-8.900397778E-2,1.864326239E-2,-1.168156743E-2,9.168281360E-2
