Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,22454464;3,15439300;-1,62587400
-49,91382465;4,86281900;0,13534960
-48,60310466;5,85223000;1,80639100
-47,29238467;6,03198300;3,16126000
-45,98166468;5,40238700;4,06460800
-44,67094468;3,60393100;4,38062700
-43,36022469;1,26621300;3,79360300
-42,04950470;-1,34128800;2,70958600
-40,73878471;-4,03881900;0,99353010
-39,42806472;-5,47746200;-0,76769310
-38,11734472;-6,10705900;-2,34839900
-36,80662473;-6,10705900;-3,56776600
-35,49590474;-5,02792500;-4,24527700
-34,18518475;-2,60017700;-4,24527700
-32,87446476;-0,35218360;-3,43226400
-31,56374476;2,61482600;-2,12256200
-30,25302477;4,41328100;-0,31601920
-28,94230478;5,49241600;1,35471700
-27,63158479;6,03198300;2,84508800
-26,32086480;5,58244600;3,88393800
-25,01014480;4,41328100;4,38062700
-23,69942481;1,80578000;4,01944000
-22,38870482;-0,44190800;3,07092500
-21,07798483;-3,49925200;1,49021900
-19,76726484;-5,02792500;-0,27100440
-18,45654484;-6,01702900;-1,94189300
-17,14582485;-6,10705900;-3,25159500
-15,83510486;-5,29770800;-4,15494300
-14,52438487;-3,31949800;-4,33561200
-13,21366488;-1,07150500;-3,70326900
-11,90294488;1,62572100;-2,52906900
-10,59222489;4,05377300;-0,81286050
-9,28150490;5,58244600;0,94836270
-7,97078491;6,03198300;2,52906900
-6,66006492;5,94195400;3,70326900
-5,34934492;4,86281900;4,29029200
-4,03862493;2,25531800;4,19995700
-2,72790494;0,00762963;3,34192900
-1,41718495;-2,86996100;1,94189300
-0,10646496;-4,66811100;0,18051700
1,20425504;-5,65752100;-1,53553900
2,51497503;-6,10705900;-2,98074300
3,82569502;-5,56749200;-3,97427300
5,13641501;-4,30860300;-4,33561200
6,44713501;-1,70079600;-3,92910600
7,75785500;0,63661610;-2,89040800
9,06857499;3,51420600;-1,26453400
10,37929498;5,13260300;0,49668880
11,69001497;6,12170800;2,12256200
13,00073497;6,12170800;3,43226400
14,31145496;5,13260300;4,19995700
15,62217495;2,97463900;4,33545900
16,93289494;0,72664570;3,61293400
18,24361493;-2,15063900;2,39356700
19,55433493;-4,30860300;0,63219090
20,86505492;-5,65752100;-1,12903200
22,17577491;-6,10705900;-2,61940400
23,48649490;-5,83727600;-3,74843600
24,79721489;-4,75814100;-4,33561200
26,10793489;-2,06061000;-4,10977500
27,41865488;0,18707850;-3,20642700
28,72937487;3,06466900;-1,71620800
30,04009486;4,68306500;-0,00015259
31,35081485;5,76220000;1,71605600
32,66153485;6,03198300;3,11609200
33,97225484;5,40238700;4,06460800
35,28297483;3,87371400;4,38062700
36,59369482;1,44596700;3,83877100
37,90441481;-0,98147520;2,79992100
39,21513481;-3,85906600;1,08386500
40,52585480;-5,38773800;-0,63219090
41,83657479;-6,19678400;-2,25806500
43,14729478;-6,10705900;-3,52259900
44,45801477;-5,11795400;-4,24527700
45,76873477;-2,68990100;-4,24527700
47,07945476;-0,62196720;-3,52259900
48,39017475;2,43507200;-2,21289700
49,70089474;4,41328100;-0,45152130
51,01161473;5,49241600;1,30954900
