Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,16851628;3,24442300;-1,58070600
-49,85779629;4,86281900;0,18051700
-48,54707629;5,85223000;1,85155800
-47,23635630;6,03198300;3,20642700
-45,92563631;5,40238700;4,06460800
-44,61491632;3,51420600;4,38062700
-43,30419633;1,17618300;3,79360300
-41,99347633;-1,43101300;2,66441800
-40,68275634;-3,94879000;0,99353010
-39,37203635;-5,65752100;-0,81286050
-38,06131636;-6,10705900;-2,39356700
-36,75059637;-6,01702900;-3,61293400
-35,43987637;-4,93789500;-4,24527700
-34,12915638;-2,51014700;-4,20011000
-32,81843639;-0,26215400;-3,43226400
-31,50771640;2,70485500;-2,07739500
-30,19699641;4,41328100;-0,27100440
-28,88627641;5,49241600;1,44505100
-27,57555642;6,03198300;2,89025500
-26,26483643;5,58244600;3,92910600
-24,95411644;4,41328100;4,38062700
-23,64339645;1,71575100;3,97427300
-22,33267645;-0,53193760;2,98059000
-21,02195646;-3,49925200;1,44505100
-19,71123647;-5,11795400;-0,36118660
-18,40051648;-6,01702900;-1,98706000
-17,08979649;-6,10705900;-3,34192900
-15,77907649;-5,29770800;-4,15494300
-14,46835650;-3,13974400;-4,33561200
-13,15763651;-0,98147520;-3,70326900
-11,84691652;1,80578000;-2,52906900
-10,53619653;4,05377300;-0,81286050
-9,22547653;5,58244600;0,99353010
-7,91475654;6,03198300;2,52906900
-6,60403655;5,85223000;3,70326900
-5,29331656;4,86281900;4,29029200
-3,98259657;2,25531800;4,15479000
-2,67187657;-0,08239998;3,34192900
-1,36115658;-2,95968500;1,89672500
-0,05043659;-4,66811100;0,09018219
1,26028340;-5,65752100;-1,58070600
2,57100340;-6,10705900;-3,02591000
3,88172339;-5,56749200;-3,97427300
5,19244338;-4,21857400;-4,42594700
6,50316337;-1,70079600;-3,88393800
7,81388336;0,72664570;-2,89040800
9,12460336;3,60393100;-1,21936700
10,43532335;5,22263200;0,54185610
11,74604334;6,12170800;2,16773000
13,05676333;6,12170800;3,43226400
14,36748332;5,13260300;4,19995700
15,67820332;2,88460900;4,33545900
16,98892331;0,63661610;3,61293400
18,29964330;-2,24036400;2,34839900
19,61036329;-4,30860300;0,63219090
20,92108328;-5,65752100;-1,17420000
22,23180328;-6,01702900;-2,66457100
23,54252327;-5,83727600;-3,79360300
24,85324326;-4,84817000;-4,33561200
26,16396325;-2,06061000;-4,06460800
27,47468324;0,27710810;-3,16141200
28,78540324;3,06466900;-1,71620800
30,09612323;4,77309500;0,09018219
31,40684322;5,76220000;1,71605600
32,71756321;6,03198300;3,16126000
34,02828320;5,40238700;4,06460800
35,33900320;3,69396000;4,38062700
36,64972319;1,35593700;3,83877100
37,96044318;-1,25125900;2,75475300
39,27116317;-3,85906600;1,08386500
40,58188316;-5,47746200;-0,72252570
41,89260316;-6,19678400;-2,30323200
43,20332315;-6,10705900;-3,52259900
44,51404314;-5,02792500;-4,24527700
45,82476313;-2,68990100;-4,24527700
47,13548312;-0,44190800;-3,52259900
48,44620312;2,61482600;-2,16773000
49,75692311;4,41328100;-0,45152130
51,06764310;5,49241600;1,35471700
