Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,69045553;2,34534700;-0,49668880
-50,37973553;4,23352800;1,26438200
-49,06901554;5,49241600;2,75475300
-47,75829555;6,03198300;3,83877100
-46,44757556;5,76220000;4,33545900
-45,13685557;4,68306500;4,06460800
-43,82613557;1,89550500;3,16126000
-42,51541558;-0,35218360;1,67088800
-41,20469559;-3,22946900;-0,09048738
-39,89397560;-4,84817000;-1,80639100
-38,58325561;-5,92700000;-3,16141200
-37,27253561;-6,10705900;-4,06460800
-35,96181562;-5,38773800;-4,38077900
-34,65109563;-3,67900600;-3,79360300
-33,34037564;-1,34128800;-2,66457100
-32,02965565;1,35593700;-0,99353010
-30,71893565;3,87371400;0,76769310
-29,40821566;5,49241600;2,39356700
-28,09749567;6,12170800;3,61293400
-26,78677568;6,03198300;4,24512500
-25,47605569;4,95284900;4,24512500
-24,16533569;2,61482600;3,47743200
-22,85461570;0,36683250;2,07739500
-21,54389571;-2,68990100;0,36118660
-20,23317572;-4,48835700;-1,35486900
-18,92245573;-5,56749200;-2,84524100
-17,61173573;-6,01702900;-3,88393800
-16,30101574;-5,65752100;-4,33561200
-14,99029575;-4,57838700;-3,97427300
-13,67957576;-1,79082600;-3,02591000
-12,36885577;0,36683250;-1,44520400
-11,05813577;3,33445200;0,31601920
-9,74741578;4,95284900;1,98706000
-8,43669579;6,03198300;3,29676200
-7,12597580;6,12170800;4,15479000
-5,81525580;5,22263200;4,33545900
-4,50453581;3,33445200;3,70326900
-3,19381582;1,08645900;2,52906900
-1,88309583;-1,79082600;0,81286050
-0,57237584;-4,12884900;-0,94836270
0,73834416;-5,65752100;-2,48390200
2,04906415;-6,19678400;-3,70326900
3,35978414;-6,01702900;-4,24527700
4,67050413;-4,93789500;-4,15494300
5,98122412;-2,42011800;-3,34192900
7,29194412;0,00762963;-1,94189300
8,60266411;2,88460900;-0,13565480
9,91338410;4,59334100;1,53538600
11,22410409;5,67217000;2,98059000
12,53482408;6,03198300;3,97427300
13,84554408;5,49241600;4,38062700
15,15626407;4,14349800;3,92910600
16,46698406;1,53599700;2,93542300
17,77770405;-0,71169160;1,30954900
19,08842404;-3,58928200;-0,45152130
20,39914404;-5,29770800;-2,12256200
21,70986403;-6,19678400;-3,38709700
23,02058402;-6,10705900;-4,15494300
24,33130401;-5,20767800;-4,29044500
25,64202400;-2,95968500;-3,61293400
26,95274400;-0,80172120;-2,39356700
28,26346399;2,07556400;-0,63219090
29,57418398;4,23352800;1,12903200
30,88490397;5,58244600;2,61940400
32,19562396;6,03198300;3,79360300
33,50634396;5,85223000;4,33545900
34,81706395;4,77309500;4,10962200
36,12778394;1,98553400;3,25159500
37,43850393;-0,26215400;1,76122300
38,74922392;-3,13974400;-0,00015259
40,05994392;-4,84817000;-1,71620800
41,37066391;-5,83727600;-3,07107800
42,68138390;-6,01702900;-4,06460800
43,99210389;-5,38773800;-4,33561200
45,30282388;-3,85906600;-3,88393800
46,61354388;-1,52104200;-2,75490600
47,92426387;1,08645900;-1,08386500
49,23498386;3,69396000;0,63219090
