Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-52,19984427;0,90639970;-1,17420000
-50,88912428;3,69396000;0,63219090
-49,57840429;5,31266200;2,21289700
-48,26768429;6,12170800;3,47743200
-46,95696430;6,03198300;4,19995700
-45,64624431;5,04287900;4,29029200
-44,33552432;2,70485500;3,56776600
-43,02480433;0,54689170;2,25806500
-41,71408433;-2,42011800;0,49668880
-40,40336434;-4,39863300;-1,21936700
-39,09264435;-5,65752100;-2,75490600
-37,78192436;-6,01702900;-3,79360300
-36,47120437;-5,74724600;-4,33561200
-35,16048437;-4,66811100;-4,06460800
-33,84976438;-2,06061000;-3,16141200
-32,53904439;0,27710810;-1,62587400
-31,22832440;3,15439300;0,18051700
-29,91760441;4,77309500;1,80639100
-28,60688441;5,85223000;3,20642700
-27,29616442;6,03198300;4,06460800
-25,98544443;5,31266200;4,38062700
-24,67472444;3,60393100;3,79360300
-23,36400445;1,17618300;2,70958600
-22,05328445;-1,43101300;0,99353010
-20,74256446;-3,94879000;-0,81286050
-19,43184447;-5,47746200;-2,39356700
-18,12112448;-6,19678400;-3,61293400
-16,81040449;-6,01702900;-4,24527700
-15,49968449;-5,02792500;-4,24527700
-14,18896450;-2,51014700;-3,43226400
-12,87824451;-0,35218360;-2,07739500
-11,56752452;2,61482600;-0,31601920
-10,25680453;4,41328100;1,44505100
-8,94608453;5,49241600;2,89025500
-7,63536454;6,03198300;3,88393800
-6,32464455;5,58244600;4,38062700
-5,01392456;4,41328100;4,01944000
-3,70320457;1,80578000;3,02575800
-2,39248457;-0,44190800;1,44505100
-1,08176458;-3,49925200;-0,27100440
0,22895541;-5,02792500;-1,98706000
1,53967540;-6,10705900;-3,29676200
2,85039539;-6,10705900;-4,10977500
4,16111539;-5,29770800;-4,33561200
5,47183538;-3,22946900;-3,70326900
6,78255537;-1,07150500;-2,52906900
8,09327536;1,80578000;-0,81286050
9,40399535;4,05377300;0,99353010
10,71471535;5,58244600;2,52906900
12,02543534;6,03198300;3,70326900
13,33615533;5,85223000;4,29029200
14,64687532;4,77309500;4,19995700
15,95759531;2,25531800;3,34192900
17,26831531;-0,08239998;1,89672500
18,57903530;-2,95968500;0,18051700
19,88975529;-4,66811100;-1,53553900
21,20047528;-5,65752100;-2,98074300
22,51119528;-6,10705900;-3,97427300
23,82191527;-5,56749200;-4,38077900
25,13263526;-4,21857400;-3,88393800
26,44335525;-1,70079600;-2,89040800
27,75407524;0,72664570;-1,26453400
29,06479524;3,60393100;0,49668880
30,37551523;5,13260300;2,16773000
31,68623522;6,12170800;3,43226400
32,99695521;6,03198300;4,19995700
34,30767520;5,13260300;4,33545900
35,61839520;2,88460900;3,61293400
36,92911519;0,72664570;2,39356700
38,23983518;-2,24036400;0,63219090
39,55055517;-4,30860300;-1,17420000
40,86127516;-5,65752100;-2,66457100
42,17199516;-6,10705900;-3,79360300
43,48271515;-5,83727600;-4,33561200
44,79343514;-4,75814100;-4,06460800
46,10415513;-2,06061000;-3,20642700
47,41487512;0,18707850;-1,71620800
48,72559512;3,06466900;0,04501480
