Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,81122199;1,98553400;-0,72252570
-50,50050199;4,14349800;1,08386500
-49,18978200;5,58244600;2,61940400
-47,87906201;6,03198300;3,74843600
-46,56834202;5,85223000;4,33545900
-45,25762203;4,77309500;4,15479000
-43,94690203;2,16528800;3,29676200
-42,63618204;-0,26215400;1,80639100
-41,32546205;-3,13974400;0,04501480
-40,01474206;-4,75814100;-1,62587400
-38,70402207;-5,74724600;-3,07107800
-37,39330207;-6,01702900;-3,97427300
-36,08258208;-5,47746200;-4,38077900
-34,77186209;-4,03881900;-3,88393800
-33,46114210;-1,52104200;-2,80007300
-32,15042211;0,90639970;-1,17420000
-30,83970211;3,69396000;0,63219090
-29,52898212;5,31266200;2,21289700
-28,21826213;6,21173800;3,52259900
-26,90754214;6,12170800;4,19995700
-25,59682215;5,04287900;4,29029200
-24,28610215;2,70485500;3,56776600
-22,97538216;0,45686210;2,25806500
-21,66466217;-2,42011800;0,54185610
-20,35394218;-4,39863300;-1,21936700
-19,04322219;-5,65752100;-2,70973800
-17,73250219;-6,01702900;-3,83877100
-16,42178220;-5,74724600;-4,33561200
-15,11106221;-4,66811100;-4,06460800
-13,80034222;-1,97058000;-3,16141200
-12,48962223;0,27710810;-1,62587400
-11,17890223;3,15439300;0,13534960
-9,86818224;4,77309500;1,80639100
-8,55746225;5,85223000;3,16126000
-7,24674226;6,03198300;4,06460800
-5,93602227;5,40238700;4,38062700
-4,62530227;3,60393100;3,79360300
-3,31458228;1,26621300;2,70958600
-2,00386229;-1,34128800;0,99353010
-0,69314230;-3,94879000;-0,81286050
0,61757769;-5,47746200;-2,34839900
1,92829769;-6,10705900;-3,61293400
3,23901768;-6,10705900;-4,24527700
4,54973767;-5,02792500;-4,24527700
5,86045766;-2,60017700;-3,43226400
7,17117765;-0,26215400;-2,07739500
8,48189765;2,61482600;-0,31601920
9,79261764;4,41328100;1,39988400
11,10333763;5,49241600;2,89025500
12,41405762;6,03198300;3,88393800
13,72477761;5,58244600;4,38062700
15,03549761;4,50331100;4,01944000
16,34621760;1,80578000;3,07092500
17,65693759;-0,44190800;1,44505100
18,96765758;-3,49925200;-0,27100440
20,27837757;-5,02792500;-1,94189300
21,58909757;-6,10705900;-3,25159500
22,89981756;-6,10705900;-4,10977500
24,21053755;-5,29770800;-4,33561200
25,52125754;-3,31949800;-3,70326900
26,83197754;-1,07150500;-2,52906900
28,14269753;1,71575100;-0,81286050
29,45341752;4,05377300;0,94836270
30,76413751;5,58244600;2,52906900
32,07485750;6,12170800;3,70326900
33,38557750;5,85223000;4,29029200
34,69629749;4,86281900;4,19995700
36,00701748;2,25531800;3,34192900
37,31773747;0,00762963;1,89672500
38,62845746;-2,95968500;0,18051700
39,93917746;-4,66811100;-1,58070600
41,24989745;-5,65752100;-2,98074300
42,56061744;-6,01702900;-3,97427300
43,87133743;-5,56749200;-4,33561200
45,18205742;-4,30860300;-3,92910600
46,49277742;-1,70079600;-2,89040800
47,80349741;0,63661610;-1,26453400
49,11421740;3,51420600;0,45152130
