Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,31224543;3,06466900;0,09018219
-50,00152544;4,77309500;1,76122300
-48,69080544;5,85223000;3,16126000
-47,38008545;6,03198300;4,06460800
-46,06936546;5,40238700;4,38062700
-44,75864547;3,69396000;3,83877100
-43,44792548;1,35593700;2,75475300
-42,13720548;-1,16122900;1,08386500
-40,82648549;-3,85906600;-0,72252570
-39,51576550;-5,47746200;-2,30323200
-38,20504551;-6,19678400;-3,52259900
-36,89432552;-6,10705900;-4,24527700
-35,58360552;-5,02792500;-4,24527700
-34,27288553;-2,60017700;-3,52259900
-32,96216554;-0,44190800;-2,16773000
-31,65144555;2,52510100;-0,36118660
-30,34072556;4,41328100;1,35471700
-29,03000556;5,49241600;2,79992100
-27,71928557;6,03198300;3,88393800
-26,40856558;5,67217000;4,33545900
-25,09784559;4,59334100;4,06460800
-23,78712560;1,80578000;3,11609200
-22,47640560;-0,35218360;1,53538600
-21,16568561;-3,31949800;-0,22598960
-19,85496562;-5,02792500;-1,89672500
-18,54424563;-6,01702900;-3,25159500
-17,23352564;-6,10705900;-4,10977500
-15,92280564;-5,29770800;-4,33561200
-14,61208565;-3,49925200;-3,74843600
-13,30136566;-1,25125900;-2,57423600
-11,99064567;1,53599700;-0,90319530
-10,67992568;4,05377300;0,90319530
-9,36920568;5,49241600;2,43873400
-8,05848569;6,03198300;3,65810100
-6,74776570;5,94195400;4,24512500
-5,43704571;4,86281900;4,19995700
-4,12632572;2,34534700;3,38709700
-2,81560572;0,09735405;1,98706000
-1,50488573;-2,86996100;0,27085180
-0,19416574;-4,57838700;-1,49037100
1,11655425;-5,65752100;-2,98074300
2,42727424;-6,01702900;-3,92910600
3,73799424;-5,65752100;-4,38077900
5,04871423;-4,30860300;-3,97427300
6,35943422;-1,70079600;-2,98074300
7,67015421;0,54689170;-1,35486900
8,98087421;3,51420600;0,40635400
10,29159420;5,04287900;2,07739500
11,60231419;6,12170800;3,34192900
12,91303418;6,12170800;4,19995700
14,22375417;5,13260300;4,33545900
15,53447417;2,97463900;3,65810100
16,84519416;0,90639970;2,43873400
18,15591415;-2,06061000;0,72252570
19,46663414;-4,21857400;-1,08386500
20,77735413;-5,65752100;-2,57423600
22,08807413;-6,10705900;-3,70326900
23,39879412;-5,92700000;-4,29044500
24,70951411;-4,93789500;-4,10977500
26,02023410;-2,24036400;-3,25159500
27,33095409;0,09735405;-1,80639100
28,64167409;2,97463900;-0,04531999
29,95239408;4,68306500;1,67088800
31,26311407;5,67217000;3,07092500
32,57383406;6,03198300;4,01944000
33,88455405;5,49241600;4,38062700
35,19527405;3,96374400;3,88393800
36,50599404;1,53599700;2,84508800
37,81671403;-0,98147520;1,17420000
39,12743402;-3,85906600;-0,63219090
40,43815401;-5,29770800;-2,21289700
41,74887401;-6,19678400;-3,47743200
43,05959400;-6,10705900;-4,24527700
44,37031399;-5,11795400;-4,24527700
45,68103398;-2,77993100;-3,52259900
46,99175397;-0,62196720;-2,25806500
48,30247397;2,34534700;-0,54185610
49,61319396;4,32355700;1,26438200
