Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,74455047;2,25531800;-0,58702360
-50,43383047;4,23352800;1,17420000
-49,12311048;5,58244600;2,70958600
-47,81239049;6,03198300;3,79360300
-46,50167050;5,76220000;4,33545900
-45,19095051;4,68306500;4,10962200
-43,88023051;1,89550500;3,16126000
-42,56951052;-0,26215400;1,71605600
-41,25879053;-3,13974400;-0,09048738
-39,94807054;-4,84817000;-1,76122300
-38,63735055;-5,83727600;-3,16141200
-37,32663055;-6,01702900;-4,06460800
-36,01591056;-5,38773800;-4,33561200
-34,70519057;-3,85906600;-3,79360300
-33,39447058;-1,43101300;-2,70973800
-32,08375059;1,17618300;-1,08386500
-30,77303059;3,78399000;0,72252570
-29,46231060;5,40238700;2,34839900
-28,15159061;6,21173800;3,52259900
-26,84087062;6,03198300;4,24512500
-25,53015063;5,04287900;4,24512500
-24,21943063;2,61482600;3,52259900
-22,90871064;0,45686210;2,16773000
-21,59799065;-2,60017700;0,45152130
-20,28727066;-4,48835700;-1,35486900
-18,97655067;-5,65752100;-2,80007300
-17,66583067;-6,01702900;-3,88393800
-16,35511068;-5,65752100;-4,33561200
-15,04439069;-4,57838700;-4,01944000
-13,73367070;-1,88085600;-3,02591000
-12,42295071;0,36683250;-1,53553900
-11,11223071;3,33445200;0,27085180
-9,80151072;4,95284900;1,89672500
-8,49079073;5,94195400;3,25159500
-7,18007074;6,12170800;4,15479000
-5,86935075;5,31266200;4,33545900
-4,55863075;3,33445200;3,70326900
-3,24791076;1,17618300;2,57423600
-1,93719077;-1,70079600;0,85802790
-0,62647078;-4,12884900;-0,90319530
0,68424921;-5,65752100;-2,48390200
1,99496921;-6,10705900;-3,65810100
3,30568920;-6,01702900;-4,24527700
4,61640919;-4,93789500;-4,20011000
5,92712918;-2,42011800;-3,38709700
7,23784917;-0,17212440;-1,98706000
8,54856917;2,79488500;-0,22598960
9,85928916;4,50331100;1,53538600
11,17000915;5,58244600;2,98059000
12,48072914;6,03198300;3,97427300
13,79144914;5,49241600;4,38062700
15,10216913;4,32355700;3,97427300
16,41288912;1,62572100;2,98059000
17,72360911;-0,62196720;1,35471700
19,03432910;-3,58928200;-0,45152130
20,34504910;-5,20767800;-2,07739500
21,65576909;-6,10705900;-3,34192900
22,96648908;-6,10705900;-4,15494300
24,27720907;-5,20767800;-4,33561200
25,58792906;-3,13974400;-3,65810100
26,89864906;-0,98147520;-2,43873400
28,20936905;2,07556400;-0,72252570
29,52008904;4,14349800;1,08386500
30,83080903;5,58244600;2,61940400
32,14152902;6,03198300;3,74843600
33,45224902;5,85223000;4,33545900
34,76296901;4,77309500;4,15479000
36,07368900;2,07556400;3,25159500
37,38440899;-0,26215400;1,80639100
38,69512898;-3,13974400;0,04501480
40,00584898;-4,75814100;-1,62587400
41,31656897;-5,83727600;-3,07107800
42,62728896;-6,10705900;-4,01944000
43,93800895;-5,56749200;-4,33561200
45,24872894;-4,03881900;-3,88393800
46,55944894;-1,52104200;-2,80007300
47,87016893;0,99642930;-1,17420000
49,18088892;3,69396000;0,63219090
