Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-52,42570490;0,36683250;-1,44520400
-51,11498490;3,33445200;0,36118660
-49,80426491;4,95284900;1,98706000
-48,49354492;6,03198300;3,29676200
-47,18282493;6,12170800;4,15479000
-45,87210494;5,22263200;4,33545900
-44,56138494;3,24442300;3,70326900
-43,25066495;1,08645900;2,52906900
-41,93994496;-1,70079600;0,81286050
-40,62922497;-4,21857400;-0,99353010
-39,31850498;-5,65752100;-2,48390200
-38,00778498;-6,10705900;-3,70326900
-36,69706499;-6,01702900;-4,29044500
-35,38634500;-4,93789500;-4,15494300
-34,07562501;-2,42011800;-3,34192900
-32,76490502;-0,08239998;-1,94189300
-31,45418502;2,88460900;-0,13565480
-30,14346503;4,59334100;1,53538600
-28,83274504;5,67217000;2,98059000
-27,52202505;6,03198300;3,97427300
-26,21130506;5,49241600;4,38062700
-24,90058506;4,23352800;3,97427300
-23,58986507;1,53599700;2,93542300
-22,27914508;-0,80172120;1,30954900
-20,96842509;-3,67900600;-0,49668880
-19,65770510;-5,20767800;-2,12256200
-18,34698510;-6,10705900;-3,38709700
-17,03626511;-6,01702900;-4,15494300
-15,72554512;-5,20767800;-4,29044500
-14,41482513;-3,04971500;-3,61293400
-13,10410514;-0,89175090;-2,39356700
-11,79338514;2,16528800;-0,63219090
-10,48266515;4,23352800;1,12903200
-9,17194516;5,58244600;2,61940400
-7,86122517;6,03198300;3,79360300
-6,55050518;5,85223000;4,33545900
-5,23978518;4,77309500;4,15479000
-3,92906519;2,07556400;3,25159500
-2,61834520;-0,26215400;1,80639100
-1,30762521;-3,13974400;-0,00015259
0,00309478;-4,75814100;-1,71620800
1,31381478;-5,74724600;-3,07107800
2,62453477;-6,10705900;-4,06460800
3,93525476;-5,38773800;-4,38077900
5,24597475;-3,94879000;-3,88393800
6,55669475;-1,43101300;-2,80007300
7,86741474;1,08645900;-1,08386500
9,17813473;3,78399000;0,63219090
10,48885472;5,31266200;2,25806500
11,79957471;6,12170800;3,52259900
13,11029471;6,03198300;4,24512500
14,42101470;5,04287900;4,24512500
15,73173469;2,61482600;3,52259900
17,04245468;0,45686210;2,21289700
18,35317467;-2,51014700;0,45152130
19,66389467;-4,39863300;-1,26453400
20,97461466;-5,65752100;-2,80007300
22,28533465;-6,01702900;-3,83877100
23,59605464;-5,74724600;-4,33561200
24,90677463;-4,66811100;-4,06460800
26,21749463;-1,88085600;-3,11624500
27,52821462;0,36683250;-1,58070600
28,83893461;3,24442300;0,22568440
30,14965460;4,86281900;1,85155800
31,46037459;5,94195400;3,25159500
32,77109459;6,12170800;4,06460800
34,08181458;5,40238700;4,38062700
35,39253457;3,51420600;3,79360300
36,70325456;1,17618300;2,61940400
38,01397455;-1,52104200;0,94836270
39,32469455;-4,03881900;-0,81286050
40,63541454;-5,65752100;-2,43873400
41,94613453;-6,10705900;-3,61293400
43,25685452;-6,01702900;-4,24527700
44,56757451;-4,93789500;-4,24527700
45,87829451;-2,42011800;-3,38709700
47,18901450;-0,26215400;-2,07739500
48,49973449;2,70485500;-0,27100440
49,81045448;4,50331100;1,44505100
