Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-52,41170526;0,36683250;-1,49037100
-51,10098526;3,33445200;0,27085180
-49,79026527;4,95284900;1,94189300
-48,47954528;6,03198300;3,29676200
-47,16882529;6,03198300;4,15479000
-45,85810530;5,22263200;4,38062700
-44,54738530;3,33445200;3,70326900
-43,23666531;1,08645900;2,57423600
-41,92594532;-1,70079600;0,81286050
-40,61522533;-4,12884900;-0,90319530
-39,30450534;-5,65752100;-2,48390200
-37,99378534;-6,10705900;-3,70326900
-36,68306535;-6,01702900;-4,29044500
-35,37234536;-4,93789500;-4,15494300
-34,06162537;-2,42011800;-3,34192900
-32,75090537;-0,17212440;-1,94189300
-31,44018538;2,70485500;-0,18082220
-30,12946539;4,50331100;1,53538600
-28,81874540;5,58244600;2,98059000
-27,50802541;6,03198300;3,97427300
-26,19730541;5,49241600;4,38062700
-24,88658542;4,23352800;3,97427300
-23,57586543;1,62572100;2,93542300
-22,26514544;-0,62196720;1,35471700
-20,95442545;-3,58928200;-0,45152130
-19,64370545;-5,20767800;-2,07739500
-18,33298546;-6,19678400;-3,38709700
-17,02226547;-6,10705900;-4,15494300
-15,71154548;-5,20767800;-4,29044500
-14,40082549;-3,04971500;-3,65810100
-13,09010549;-0,89175090;-2,43873400
-11,77938550;1,98553400;-0,67735830
-10,46866551;4,14349800;1,08386500
-9,15794552;5,58244600;2,61940400
-7,84722553;5,94195400;3,74843600
-6,53650553;5,85223000;4,33545900
-5,22578554;4,77309500;4,15479000
-3,91506555;2,07556400;3,25159500
-2,60434556;-0,26215400;1,80639100
-1,29362557;-3,04971500;-0,00015259
0,01709443;-4,75814100;-1,67104100
1,32781442;-5,83727600;-3,07107800
2,63853441;-6,10705900;-4,01944000
3,94925440;-5,47746200;-4,38077900
5,25997439;-3,94879000;-3,88393800
6,57069439;-1,43101300;-2,80007300
7,88141438;0,99642930;-1,12903200
9,19213437;3,69396000;0,63219090
10,50285436;5,40238700;2,25806500
11,81357435;6,21173800;3,52259900
13,12429435;6,12170800;4,24512500
14,43501434;5,13260300;4,29029200
15,74573433;2,70485500;3,52259900
17,05645432;0,54689170;2,25806500
18,36717431;-2,42011800;0,49668880
19,67789431;-4,39863300;-1,26453400
20,98861430;-5,65752100;-2,75490600
22,29933429;-6,01702900;-3,83877100
23,61005428;-5,74724600;-4,33561200
24,92077427;-4,66811100;-4,06460800
26,23149427;-1,97058000;-3,16141200
27,54221426;0,27710810;-1,62587400
28,85293425;3,15439300;0,18051700
30,16365424;4,86281900;1,80639100
31,47437423;5,85223000;3,20642700
32,78509423;6,03198300;4,06460800
34,09581422;5,31266200;4,38062700
35,40653421;3,51420600;3,79360300
36,71725420;1,17618300;2,66441800
38,02797419;-1,43101300;0,94836270
39,33869419;-4,03881900;-0,81286050
40,64941418;-5,56749200;-2,34839900
41,96013417;-6,19678400;-3,61293400
43,27085416;-6,10705900;-4,24527700
44,58157416;-5,02792500;-4,24527700
45,89229415;-2,51014700;-3,43226400
47,20301414;-0,26215400;-2,07739500
48,51373413;2,61482600;-0,27100440
49,82445412;4,50331100;1,44505100
