Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,36764422;2,97463900;-0,09048738
-50,05692423;4,68306500;1,67088800
-48,74620424;5,76220000;3,07092500
-47,43548424;6,03198300;4,01944000
-46,12476425;5,49241600;4,38062700
-44,81404426;4,05377300;3,88393800
-43,50332427;1,44596700;2,79992100
-42,19260428;-0,98147520;1,17420000
-40,88188428;-3,76903600;-0,63219090
-39,57116429;-5,29770800;-2,21289700
-38,26044430;-6,28681300;-3,47743200
-36,94972431;-6,10705900;-4,20011000
-35,63900432;-5,11795400;-4,24527700
-34,32828432;-2,77993100;-3,56776600
-33,01756433;-0,62196720;-2,25806500
-31,70684434;2,25531800;-0,54185610
-30,39612435;4,32355700;1,21921400
-29,08540436;5,49241600;2,75475300
-27,77468436;6,03198300;3,83877100
-26,46396437;5,76220000;4,33545900
-25,15324438;4,68306500;4,06460800
-23,84252439;1,98553400;3,16126000
-22,53180440;-0,35218360;1,67088800
-21,22108440;-3,22946900;-0,13565480
-19,91036441;-4,93789500;-1,80639100
-18,59964442;-5,92700000;-3,16141200
-17,28892443;-6,01702900;-4,06460800
-15,97820444;-5,38773800;-4,33561200
-14,66748444;-3,67900600;-3,79360300
-13,35676445;-1,34128800;-2,66457100
-12,04604446;1,26621300;-0,99353010
-10,73532447;3,87371400;0,76769310
-9,42460448;5,49241600;2,34839900
-8,11388448;6,12170800;3,56776600
-6,80316449;6,03198300;4,24512500
-5,49244450;5,04287900;4,24512500
-4,18172451;2,52510100;3,47743200
-2,87100452;0,27710810;2,12256200
-1,56028452;-2,68990100;0,36118660
-0,24956453;-4,57838700;-1,35486900
1,06115546;-5,56749200;-2,89040800
2,37187545;-6,01702900;-3,88393800
3,68259544;-5,65752100;-4,33561200
4,99331544;-4,57838700;-3,97427300
6,30403543;-1,79082600;-3,02591000
7,61475542;0,36683250;-1,44520400
8,92547541;3,33445200;0,31601920
10,23619541;4,95284900;1,94189300
11,54691540;6,03198300;3,29676200
12,85763539;6,03198300;4,15479000
14,16835538;5,22263200;4,33545900
15,47907537;3,24442300;3,70326900
16,78979537;1,08645900;2,52906900
18,10051536;-1,79082600;0,81286050
19,41123535;-4,12884900;-0,94836270
20,72195534;-5,65752100;-2,52906900
22,03267533;-6,10705900;-3,70326900
23,34339533;-6,01702900;-4,29044500
24,65411532;-4,93789500;-4,15494300
25,96483531;-2,33039300;-3,34192900
27,27555530;-0,08239998;-1,94189300
28,58627529;2,88460900;-0,13565480
29,89699529;4,50331100;1,53538600
31,20771528;5,58244600;2,98059000
32,51843527;6,03198300;3,97427300
33,82915526;5,49241600;4,38062700
35,13987525;4,23352800;3,92910600
36,45059525;1,53599700;2,93542300
37,76131524;-0,71169160;1,30954900
39,07203523;-3,58928200;-0,49668880
40,38275522;-5,20767800;-2,12256200
41,69347521;-6,10705900;-3,38709700
43,00419521;-6,10705900;-4,20011000
44,31491520;-5,20767800;-4,29044500
45,62563519;-3,04971500;-3,61293400
46,93635518;-0,80172120;-2,39356700
48,24707517;2,07556400;-0,63219090
49,55779517;4,23352800;1,12903200
