Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-52,01533064;1,53599700;-0,90319530
-50,70461065;4,05377300;0,85802790
-49,39389066;5,49241600;2,43873400
-48,08317067;6,12170800;3,61293400
-46,77245067;6,03198300;4,24512500
-45,46173068;4,86281900;4,24512500
-44,15101069;2,43507200;3,43226400
-42,84029070;0,09735405;2,03222800
-41,52957071;-2,77993100;0,27085180
-40,21885071;-4,57838700;-1,44520400
-38,90813072;-5,65752100;-2,89040800
-37,59741073;-6,01702900;-3,92910600
-36,28669074;-5,65752100;-4,38077900
-34,97597075;-4,48835700;-3,97427300
-33,66525075;-1,70079600;-2,98074300
-32,35453076;0,45686210;-1,35486900
-31,04381077;3,42417700;0,40635400
-29,73309078;5,04287900;2,03222800
-28,42237079;6,03198300;3,34192900
-27,11165079;6,12170800;4,15479000
-25,80093080;5,13260300;4,33545900
-24,49021081;3,06466900;3,70326900
-23,17949082;0,90639970;2,48390200
-21,86877083;-2,06061000;0,72252570
-20,55805083;-4,21857400;-0,99353010
-19,24733084;-5,65752100;-2,57423600
-17,93661085;-6,10705900;-3,70326900
-16,62589086;-5,92700000;-4,29044500
-15,31517087;-4,84817000;-4,15494300
-14,00445087;-2,15063900;-3,25159500
-12,69373088;0,09735405;-1,85155800
-11,38301089;2,97463900;-0,09048738
-10,07229090;4,68306500;1,62572100
-8,76157091;5,67217000;3,07092500
-7,45085091;6,03198300;4,01944000
-6,14013092;5,49241600;4,42579400
-4,82941093;4,05377300;3,88393800
-3,51869094;1,53599700;2,84508800
-2,20797095;-0,89175090;1,21921400
-0,89725095;-3,76903600;-0,54185610
0,41346904;-5,29770800;-2,16773000
1,72418903;-6,19678400;-3,43226400
3,03490902;-6,10705900;-4,20011000
4,34562902;-5,11795400;-4,29044500
5,65634901;-2,86996100;-3,56776600
6,96706900;-0,71169160;-2,30323200
8,27778899;2,25531800;-0,54185610
9,58850898;4,32355700;1,17420000
10,89922898;5,58244600;2,70958600
12,20994897;6,03198300;3,83877100
13,52066896;5,76220000;4,33545900
14,83138895;4,68306500;4,06460800
16,14210894;1,89550500;3,16126000
17,45282894;-0,26215400;1,67088800
18,76354893;-3,22946900;-0,09048738
20,07426892;-4,93789500;-1,80639100
21,38498891;-5,83727600;-3,16141200
22,69570890;-6,01702900;-4,06460800
24,00642890;-5,38773800;-4,33561200
25,31714889;-3,67900600;-3,79360300
26,62786888;-1,34128800;-2,70973800
27,93858887;1,17618300;-1,03869700
29,24930886;3,87371400;0,76769310
30,56002886;5,49241600;2,34839900
31,87074885;6,12170800;3,56776600
33,18146884;6,03198300;4,24512500
34,49218883;4,95284900;4,24512500
35,80290882;2,52510100;3,47743200
37,11362882;0,36683250;2,12256200
38,42434881;-2,68990100;0,36118660
39,73506880;-4,57838700;-1,35486900
41,04578879;-5,65752100;-2,84524100
42,35650878;-6,10705900;-3,88393800
43,66722878;-5,65752100;-4,33561200
44,97794877;-4,57838700;-3,97427300
46,28866876;-1,79082600;-3,02591000
47,59938875;0,27710810;-1,49037100
48,91010874;3,33445200;0,27085180
