Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,50745064;2,79488500;-0,18082220
-50,19673065;4,50331100;1,53538600
-48,88601066;5,58244600;2,93542300
-47,57529066;5,94195400;3,97427300
-46,26457067;5,58244600;4,38062700
-44,95385068;4,41328100;3,97427300
-43,64313069;1,62572100;2,98059000
-42,33241070;-0,62196720;1,35471700
-41,02169070;-3,58928200;-0,40635400
-39,71097071;-5,20767800;-2,07739500
-38,40025072;-6,10705900;-3,34192900
-37,08953073;-6,10705900;-4,15494300
-35,77881074;-5,29770800;-4,33561200
-34,46809074;-3,13974400;-3,65810100
-33,15737075;-0,98147520;-2,43873400
-31,84665076;1,98553400;-0,72252570
-30,53593077;4,14349800;1,08386500
-29,22521078;5,67217000;2,61940400
-27,91449078;6,03198300;3,70326900
-26,60377079;5,85223000;4,33545900
-25,29305080;4,77309500;4,15479000
-23,98233081;2,16528800;3,29676200
-22,67161082;-0,26215400;1,85155800
-21,36089082;-3,04971500;0,09018219
-20,05017083;-4,66811100;-1,62587400
-18,73945084;-5,74724600;-3,07107800
-17,42873085;-6,01702900;-4,01944000
-16,11801086;-5,47746200;-4,38077900
-14,80729086;-4,12884900;-3,88393800
-13,49657087;-1,52104200;-2,80007300
-12,18585088;0,90639970;-1,17420000
-10,87513089;3,69396000;0,58702360
-9,56441090;5,31266200;2,21289700
-8,25369090;6,21173800;3,47743200
-6,94297091;6,12170800;4,19995700
-5,63225092;5,13260300;4,29029200
-4,32153093;2,79488500;3,56776600
-3,01081093;0,63661610;2,25806500
-1,70009094;-2,42011800;0,54185610
-0,38937095;-4,39863300;-1,21936700
0,92134904;-5,65752100;-2,70973800
2,23206903;-6,01702900;-3,79360300
3,54278903;-5,74724600;-4,33561200
4,85350902;-4,75814100;-4,06460800
6,16422901;-2,06061000;-3,16141200
7,47494900;0,27710810;-1,62587400
8,78566899;3,15439300;0,13534960
10,09638899;4,77309500;1,80639100
11,40710898;5,85223000;3,16126000
12,71782897;6,03198300;4,06460800
14,02854896;5,40238700;4,38062700
15,33926895;3,69396000;3,83877100
16,64998895;1,26621300;2,70958600
17,96070894;-1,34128800;0,99353010
19,27142893;-3,94879000;-0,76769310
20,58214892;-5,56749200;-2,34839900
21,89286891;-6,19678400;-3,56776600
23,20358891;-6,01702900;-4,24527700
24,51430890;-5,02792500;-4,24527700
25,82502889;-2,60017700;-3,47743200
27,13574888;-0,35218360;-2,12256200
28,44646887;2,61482600;-0,36118660
29,75718887;4,41328100;1,39988400
31,06790886;5,49241600;2,89025500
32,37862885;6,03198300;3,88393800
33,68934884;5,67217000;4,42579400
35,00006883;4,50331100;4,01944000
36,31078883;1,80578000;3,07092500
37,62150882;-0,53193760;1,49021900
38,93222881;-3,40922300;-0,27100440
40,24294880;-5,02792500;-1,94189300
41,55366879;-6,01702900;-3,25159500
42,86438879;-6,10705900;-4,15494300
44,17510878;-5,29770800;-4,33561200
45,48582877;-3,31949800;-3,70326900
46,79654876;-1,07150500;-2,52906900
48,10726875;1,71575100;-0,81286050
49,41798875;4,05377300;0,94836270
