Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-52,02540383;1,44596700;-0,94836270
-50,71468384;3,96374400;0,81286050
-49,40396384;5,49241600;2,39356700
-48,09324385;6,12170800;3,61293400
-46,78252386;6,03198300;4,24512500
-45,47180387;4,95284900;4,24512500
-44,16108388;2,43507200;3,43226400
-42,85036388;0,18707850;2,07739500
-41,53964389;-2,77993100;0,27085180
-40,22892390;-4,57838700;-1,44520400
-38,91820391;-5,65752100;-2,89040800
-37,60748392;-6,01702900;-3,88393800
-36,29676392;-5,65752100;-4,38077900
-34,98604393;-4,48835700;-3,97427300
-33,67532394;-1,70079600;-2,98074300
-32,36460395;0,45686210;-1,40003700
-31,05388395;3,42417700;0,36118660
-29,74316396;5,04287900;1,98706000
-28,43244397;6,03198300;3,34192900
-27,12172398;6,12170800;4,15479000
-25,81100399;5,13260300;4,33545900
-24,50028399;3,15439300;3,70326900
-23,18956400;0,99642930;2,52906900
-21,87884401;-1,88085600;0,76769310
-20,56812402;-4,21857400;-0,99353010
-19,25740403;-5,65752100;-2,52906900
-17,94668403;-6,10705900;-3,70326900
-16,63596404;-5,92700000;-4,29044500
-15,32524405;-4,93789500;-4,15494300
-14,01452406;-2,33039300;-3,29676200
-12,70380407;0,09735405;-1,89672500
-11,39308407;2,97463900;-0,13565480
-10,08236408;4,59334100;1,58055400
-8,77164409;5,67217000;3,02575800
-7,46092410;6,03198300;3,97427300
-6,15020411;5,49241600;4,38062700
-4,83948411;4,05377300;3,88393800
-3,52876412;1,53599700;2,89025500
-2,21804413;-0,89175090;1,26438200
-0,90732414;-3,67900600;-0,54185610
0,40339585;-5,29770800;-2,16773000
1,71411585;-6,19678400;-3,43226400
3,02483584;-6,10705900;-4,20011000
4,33555583;-5,11795400;-4,29044500
5,64627582;-2,86996100;-3,61293400
6,95699581;-0,71169160;-2,34839900
8,26771581;2,25531800;-0,63219090
9,57843580;4,23352800;1,17420000
10,88915579;5,58244600;2,70958600
12,19987578;6,03198300;3,79360300
13,51059577;5,85223000;4,33545900
14,82131577;4,77309500;4,10962200
16,13203576;1,89550500;3,20642700
17,44275575;-0,26215400;1,71605600
18,75347574;-3,13974400;-0,04531999
20,06419573;-4,84817000;-1,71620800
21,37491573;-5,92700000;-3,11624500
22,68563572;-6,01702900;-4,06460800
23,99635571;-5,47746200;-4,38077900
25,30707570;-3,85906600;-3,79360300
26,61779569;-1,43101300;-2,70973800
27,92851569;1,17618300;-1,08386500
29,23923568;3,78399000;0,72252570
30,54995567;5,40238700;2,25806500
31,86067566;6,12170800;3,52259900
33,17139565;6,03198300;4,24512500
34,48211565;4,95284900;4,24512500
35,79283564;2,61482600;3,52259900
37,10355563;0,45686210;2,16773000
38,41427562;-2,60017700;0,45152130
39,72499561;-4,48835700;-1,35486900
41,03571561;-5,65752100;-2,80007300
42,34643560;-6,01702900;-3,88393800
43,65715559;-5,74724600;-4,33561200
44,96787558;-4,57838700;-4,06460800
46,27859558;-1,88085600;-3,07107800
47,58931557;0,36683250;-1,53553900
48,90003556;3,33445200;0,27085180
