Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,45509541;2,88460900;-0,13565480
-50,14437542;4,59334100;1,53538600
-48,83365543;5,58244600;2,98059000
-47,52293543;6,03198300;3,97427300
-46,21221544;5,49241600;4,38062700
-44,90149545;4,23352800;3,92910600
-43,59077546;1,53599700;2,93542300
-42,28005547;-0,62196720;1,30954900
-40,96933547;-3,58928200;-0,45152130
-39,65861548;-5,20767800;-2,07739500
-38,34789549;-6,10705900;-3,38709700
-37,03717550;-6,10705900;-4,15494300
-35,72645551;-5,20767800;-4,29044500
-34,41573551;-2,95968500;-3,61293400
-33,10501552;-0,89175090;-2,34839900
-31,79429553;2,07556400;-0,63219090
-30,48357554;4,23352800;1,12903200
-29,17285555;5,58244600;2,61940400
-27,86213555;6,03198300;3,79360300
-26,55141556;5,76220000;4,33545900
-25,24069557;4,77309500;4,15479000
-23,92997558;2,07556400;3,25159500
-22,61925559;-0,26215400;1,76122300
-21,30853559;-3,13974400;-0,00015259
-19,99781560;-4,75814100;-1,71620800
-18,68709561;-5,74724600;-3,07107800
-17,37637562;-6,10705900;-4,06460800
-16,06565563;-5,47746200;-4,33561200
-14,75493563;-3,94879000;-3,88393800
-13,44421564;-1,43101300;-2,80007300
-12,13349565;0,99642930;-1,12903200
-10,82277566;3,78399000;0,63219090
-9,51205567;5,31266200;2,25806500
-8,20133567;6,12170800;3,52259900
-6,89061568;6,12170800;4,24512500
-5,57989569;5,04287900;4,24512500
-4,26917570;2,61482600;3,52259900
-2,95845571;0,45686210;2,21289700
-1,64773571;-2,51014700;0,45152130
-0,33701572;-4,39863300;-1,26453400
0,97370427;-5,65752100;-2,80007300
2,28442426;-6,10705900;-3,83877100
3,59514426;-5,74724600;-4,33561200
4,90586425;-4,66811100;-4,06460800
6,21658424;-1,97058000;-3,07107800
7,52730423;0,27710810;-1,58070600
8,83802422;3,24442300;0,22568440
10,14874422;4,86281900;1,85155800
11,45946421;5,85223000;3,25159500
12,77018420;6,03198300;4,06460800
14,08090419;5,31266200;4,38062700
15,39162418;3,51420600;3,79360300
16,70234418;1,17618300;2,61940400
18,01306417;-1,52104200;0,94836270
19,32378416;-4,03881900;-0,81286050
20,63450415;-5,56749200;-2,43873400
21,94522414;-6,19678400;-3,61293400
23,25594414;-6,01702900;-4,24527700
24,56666413;-4,93789500;-4,24527700
25,87738412;-2,42011800;-3,43226400
27,18810411;-0,26215400;-2,07739500
28,49882410;2,61482600;-0,27100440
29,80954410;4,41328100;1,44505100
31,12026409;5,49241600;2,89025500
32,43098408;6,03198300;3,92910600
33,74170407;5,58244600;4,38062700
35,05242406;4,41328100;3,97427300
36,36314406;1,71575100;2,98059000
37,67386405;-0,53193760;1,39988400
38,98458404;-3,49925200;-0,36118660
40,29530403;-5,11795400;-1,98706000
41,60602402;-6,01702900;-3,34192900
42,91674402;-6,10705900;-4,15494300
44,22746401;-5,29770800;-4,33561200
45,53818400;-3,22946900;-3,70326900
46,84890399;-0,98147520;-2,48390200
48,15962398;1,89550500;-0,76769310
49,47034398;4,05377300;0,99353010
