Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,62752420;2,61482600;-0,36118660
-50,31680421;4,41328100;1,30954900
-49,00608421;5,49241600;2,79992100
-47,69536422;6,03198300;3,88393800
-46,38464423;5,67217000;4,38062700
-45,07392424;4,59334100;4,06460800
-43,76320424;1,80578000;3,11609200
-42,45248425;-0,44190800;1,53538600
-41,14176426;-3,31949800;-0,22598960
-39,83104427;-4,93789500;-1,89672500
-38,52032428;-6,01702900;-3,25159500
-37,20960428;-6,10705900;-4,10977500
-35,89888429;-5,29770800;-4,33561200
-34,58816430;-3,49925200;-3,74843600
-33,27744431;-1,25125900;-2,61940400
-31,96672432;1,53599700;-0,90319530
-30,65600432;4,05377300;0,90319530
-29,34528433;5,49241600;2,43873400
-28,03456434;6,12170800;3,65810100
-26,72384435;6,03198300;4,24512500
-25,41312436;4,95284900;4,24512500
-24,10240436;2,34534700;3,43226400
-22,79168437;0,09735405;2,03222800
-21,48096438;-2,77993100;0,27085180
-20,17024439;-4,57838700;-1,49037100
-18,85952440;-5,65752100;-2,93557500
-17,54880440;-6,01702900;-3,92910600
-16,23808441;-5,65752100;-4,38077900
-14,92736442;-4,39863300;-3,97427300
-13,61664443;-1,70079600;-2,98074300
-12,30592444;0,45686210;-1,35486900
-10,99520444;3,42417700;0,40635400
-9,68448445;5,13260300;2,07739500
-8,37376446;6,03198300;3,34192900
-7,06304447;6,03198300;4,19995700
-5,75232448;5,22263200;4,33545900
-4,44160448;3,06466900;3,65810100
-3,13088449;0,81667530;2,43873400
-1,82016450;-2,06061000;0,72252570
-0,50944451;-4,21857400;-1,03869700
0,80127548;-5,65752100;-2,57423600
2,11199548;-6,10705900;-3,70326900
3,42271547;-5,92700000;-4,33561200
4,73343546;-4,84817000;-4,15494300
6,04415545;-2,24036400;-3,25159500
7,35487544;0,09735405;-1,80639100
8,66559544;2,97463900;-0,09048738
9,97631543;4,59334100;1,67088800
11,28703542;5,67217000;3,07092500
12,59775541;6,03198300;4,01944000
13,90847540;5,49241600;4,38062700
15,21919540;4,05377300;3,88393800
16,52991539;1,44596700;2,84508800
17,84063538;-0,98147520;1,17420000
19,15135537;-3,76903600;-0,63219090
20,46207536;-5,29770800;-2,16773000
21,77279536;-6,19678400;-3,47743200
23,08351535;-6,19678400;-4,20011000
24,39423534;-5,11795400;-4,29044500
25,70495533;-2,77993100;-3,56776600
27,01567532;-0,71169160;-2,25806500
28,32639532;2,34534700;-0,54185610
29,63711531;4,32355700;1,21921400
30,94783530;5,58244600;2,75475300
32,25855529;6,03198300;3,83877100
33,56927529;5,76220000;4,33545900
34,87999528;4,68306500;4,06460800
36,19071527;1,89550500;3,16126000
37,50143526;-0,26215400;1,67088800
38,81215525;-3,22946900;-0,09048738
40,12287525;-4,93789500;-1,80639100
41,43359524;-5,92700000;-3,16141200
42,74431523;-6,10705900;-4,06460800
44,05503522;-5,38773800;-4,33561200
45,36575521;-3,67900600;-3,79360300
46,67647521;-1,34128800;-2,66457100
47,98719520;1,26621300;-0,99353010
49,29791519;3,87371400;0,76769310
