Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,60691962;2,61482600;-0,36118660
-50,29619962;4,41328100;1,35471700
-48,98547963;5,49241600;2,89025500
-47,67475964;6,03198300;3,88393800
-46,36403965;5,58244600;4,38062700
-45,05331966;4,50331100;4,01944000
-43,74259966;1,80578000;3,07092500
-42,43187967;-0,35218360;1,49021900
-41,12115968;-3,40922300;-0,27100440
-39,81043969;-5,02792500;-1,94189300
-38,49971970;-6,01702900;-3,25159500
-37,18899970;-6,10705900;-4,10977500
-35,87827971;-5,29770800;-4,33561200
-34,56755972;-3,31949800;-3,70326900
-33,25683973;-1,16122900;-2,57423600
-31,94611974;1,62572100;-0,81286050
-30,63539974;4,05377300;0,94836270
-29,32467975;5,58244600;2,48390200
-28,01395976;6,12170800;3,70326900
-26,70323977;5,94195400;4,29029200
-25,39251978;4,86281900;4,19995700
-24,08179978;2,25531800;3,38709700
-22,77107979;0,09735405;1,98706000
-21,46035980;-2,95968500;0,22568440
-20,14963981;-4,57838700;-1,53553900
-18,83891982;-5,65752100;-2,98074300
-17,52819982;-6,10705900;-3,97427300
-16,21747983;-5,56749200;-4,38077900
-14,90675984;-4,30860300;-3,92910600
-13,59603985;-1,70079600;-2,89040800
-12,28531986;0,63661610;-1,30970200
-10,97459986;3,60393100;0,45152130
-9,66387987;5,13260300;2,07739500
-8,35315988;6,12170800;3,43226400
-7,04243989;6,12170800;4,19995700
-5,73171990;5,13260300;4,33545900
-4,42099990;2,97463900;3,61293400
-3,11027991;0,81667530;2,39356700
-1,79955992;-2,15063900;0,67735830
-0,48883993;-4,30860300;-1,12903200
0,82188006;-5,65752100;-2,61940400
2,13260006;-6,10705900;-3,74843600
3,44332005;-5,83727600;-4,33561200
4,75404004;-4,84817000;-4,10977500
6,06476003;-2,15063900;-3,25159500
7,37548003;0,09735405;-1,80639100
8,68620002;2,97463900;-0,00015259
9,99692001;4,68306500;1,71605600
11,30764000;5,76220000;3,11609200
12,61835999;6,03198300;4,06460800
13,92907999;5,49241600;4,38062700
15,23979998;3,96374400;3,88393800
16,55051997;1,44596700;2,79992100
17,86123996;-1,07150500;1,12903200
19,17195995;-3,85906600;-0,63219090
20,48267995;-5,29770800;-2,25806500
21,79339994;-6,19678400;-3,52259900
23,10411993;-6,10705900;-4,24527700
24,41483992;-5,11795400;-4,24527700
25,72555991;-2,77993100;-3,52259900
27,03627991;-0,62196720;-2,25806500
28,34699990;2,43507200;-0,45152130
29,65771989;4,41328100;1,26438200
30,96843988;5,49241600;2,75475300
32,27915987;5,94195400;3,83877100
33,58987987;5,67217000;4,33545900
34,90059986;4,68306500;4,06460800
36,21131985;1,89550500;3,11609200
37,52203984;-0,35218360;1,62572100
38,83275983;-3,31949800;-0,13565480
40,14347983;-4,93789500;-1,80639100
41,45419982;-6,01702900;-3,20642700
42,76491981;-6,10705900;-4,06460800
44,07563980;-5,38773800;-4,33561200
45,38635979;-3,58928200;-3,79360300
46,69707979;-1,34128800;-2,61940400
48,00779978;1,44596700;-0,94836270
49,31851977;3,87371400;0,81286050
