Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,47168785;2,88460900;-0,13565480
-50,16096786;4,59334100;1,53538600
-48,85024787;5,67217000;2,98059000
-47,53952788;6,03198300;3,97427300
-46,22880789;5,49241600;4,38062700
-44,91808789;4,23352800;3,97427300
-43,60736790;1,53599700;2,93542300
-42,29664791;-0,71169160;1,30954900
-40,98592792;-3,58928200;-0,45152130
-39,67520793;-5,29770800;-2,12256200
-38,36448793;-6,19678400;-3,38709700
-37,05376794;-6,10705900;-4,15494300
-35,74304795;-5,20767800;-4,29044500
-34,43232796;-3,04971500;-3,61293400
-33,12160796;-0,80172120;-2,34839900
-31,81088797;2,07556400;-0,63219090
-30,50016798;4,23352800;1,12903200
-29,18944799;5,58244600;2,61940400
-27,87872800;6,03198300;3,74843600
-26,56800800;5,85223000;4,33545900
-25,25728801;4,77309500;4,15479000
-23,94656802;2,07556400;3,25159500
-22,63584803;-0,26215400;1,80639100
-21,32512804;-3,13974400;-0,00015259
-20,01440804;-4,75814100;-1,71620800
-18,70368805;-5,83727600;-3,07107800
-17,39296806;-6,01702900;-4,06460800
-16,08224807;-5,47746200;-4,38077900
-14,77152808;-3,94879000;-3,83877100
-13,46080808;-1,52104200;-2,80007300
-12,15008809;0,99642930;-1,08386500
-10,83936810;3,69396000;0,63219090
-9,52864811;5,31266200;2,25806500
-8,21792812;6,21173800;3,52259900
-6,90720812;6,12170800;4,24512500
-5,59648813;5,04287900;4,24512500
-4,28576814;2,61482600;3,52259900
-2,97504815;0,45686210;2,21289700
-1,66432816;-2,51014700;0,49668880
-0,35360816;-4,39863300;-1,26453400
0,95711183;-5,56749200;-2,80007300
2,26783182;-6,01702900;-3,88393800
3,57855181;-5,74724600;-4,33561200
4,88927180;-4,66811100;-4,06460800
6,19999180;-1,97058000;-3,07107800
7,51071179;0,27710810;-1,58070600
8,82143178;3,24442300;0,18051700
10,13215177;4,86281900;1,85155800
11,44287176;5,85223000;3,25159500
12,75359176;6,03198300;4,06460800
14,06431175;5,31266200;4,38062700
15,37503174;3,51420600;3,79360300
16,68575173;1,17618300;2,61940400
17,99647172;-1,52104200;0,94836270
19,30719172;-4,03881900;-0,81286050
20,61791171;-5,65752100;-2,43873400
21,92863170;-6,19678400;-3,61293400
23,23935169;-6,01702900;-4,24527700
24,55007168;-4,93789500;-4,20011000
25,86079168;-2,51014700;-3,43226400
27,17151167;-0,26215400;-2,07739500
28,48223166;2,70485500;-0,27100440
29,79295165;4,41328100;1,44505100
31,10367164;5,58244600;2,89025500
32,41439164;5,94195400;3,92910600
33,72511163;5,58244600;4,33545900
35,03583162;4,41328100;3,97427300
36,34655161;1,71575100;2,98059000
37,65727160;-0,53193760;1,39988400
38,96799160;-3,49925200;-0,36118660
40,27871159;-5,11795400;-1,98706000
41,58943158;-6,10705900;-3,34192900
42,90015157;-6,10705900;-4,15494300
44,21087157;-5,29770800;-4,33561200
45,52159156;-3,13974400;-3,70326900
46,83231155;-0,98147520;-2,48390200
48,14303154;1,89550500;-0,76769310
49,45375153;4,05377300;0,99353010
