Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,41422153;2,97463900;-0,09048738
-50,10350153;4,59334100;1,62572100
-48,79278154;5,67217000;3,07092500
-47,48206155;6,03198300;3,97427300
-46,17134156;5,49241600;4,38062700
-44,86062157;3,96374400;3,88393800
-43,54990157;1,53599700;2,89025500
-42,23918158;-0,98147520;1,21921400
-40,92846159;-3,76903600;-0,54185610
-39,61774160;-5,29770800;-2,16773000
-38,30702160;-6,19678400;-3,43226400
-36,99630161;-6,10705900;-4,24527700
-35,68558162;-5,11795400;-4,24527700
-34,37486163;-2,86996100;-3,61293400
-33,06414164;-0,71169160;-2,30323200
-31,75342164;2,25531800;-0,54185610
-30,44270165;4,32355700;1,17420000
-29,13198166;5,58244600;2,70958600
-27,82126167;6,03198300;3,83877100
-26,51054168;5,76220000;4,33545900
-25,19982168;4,68306500;4,06460800
-23,88910169;1,89550500;3,16126000
-22,57838170;-0,26215400;1,71605600
-21,26766171;-3,22946900;-0,09048738
-19,95694172;-4,84817000;-1,76122300
-18,64622172;-5,92700000;-3,16141200
-17,33550173;-6,10705900;-4,06460800
-16,02478174;-5,38773800;-4,33561200
-14,71406175;-3,76903600;-3,79360300
-13,40334176;-1,34128800;-2,70973800
-12,09262176;1,17618300;-1,03869700
-10,78190177;3,87371400;0,72252570
-9,47118178;5,40238700;2,34839900
-8,16046179;6,03198300;3,56776600
-6,84974180;6,03198300;4,24512500
-5,53902180;4,95284900;4,24512500
-4,22830181;2,52510100;3,52259900
-2,91758182;0,36683250;2,16773000
-1,60686183;-2,60017700;0,40635400
-0,29614184;-4,48835700;-1,35486900
1,01457816;-5,65752100;-2,80007300
2,32529815;-6,10705900;-3,88393800
3,63601814;-5,65752100;-4,33561200
4,94673813;-4,57838700;-3,97427300
6,25745812;-1,79082600;-3,02591000
7,56817812;0,36683250;-1,49037100
8,87889811;3,33445200;0,27085180
10,18961810;4,95284900;1,94189300
11,50033809;5,94195400;3,29676200
12,81105808;6,03198300;4,15479000
14,12177808;5,31266200;4,38062700
15,43249807;3,33445200;3,70326900
16,74321806;1,08645900;2,57423600
18,05393805;-1,70079600;0,85802790
19,36465804;-4,12884900;-0,90319530
20,67537804;-5,65752100;-2,43873400
21,98609803;-6,10705900;-3,65810100
23,29681802;-6,01702900;-4,24527700
24,60753801;-4,93789500;-4,20011000
25,91825800;-2,42011800;-3,34192900
27,22897800;-0,08239998;-1,98706000
28,53969799;2,88460900;-0,18082220
29,85041798;4,50331100;1,53538600
31,16113797;5,58244600;2,98059000
32,47185796;6,03198300;3,97427300
33,78257796;5,49241600;4,38062700
35,09329795;4,23352800;3,97427300
36,40401794;1,53599700;2,98059000
37,71473793;-0,62196720;1,35471700
39,02545793;-3,58928200;-0,45152130
40,33617792;-5,20767800;-2,07739500
41,64689791;-6,10705900;-3,38709700
42,95761790;-6,10705900;-4,15494300
44,26833789;-5,29770800;-4,33561200
45,57905789;-3,13974400;-3,61293400
46,88977788;-0,89175090;-2,43873400
48,20049787;1,98553400;-0,67735830
49,51121786;4,23352800;1,08386500
