Zeit;Kanal B;Invertieren A
(ms);(V);(V)

-51,68580636;2,43507200;-0,45152130
-50,37508637;4,32355700;1,30954900
-49,06436638;5,49241600;2,79992100
-47,75364639;6,03198300;3,88393800
-46,44292640;5,67217000;4,33545900
-45,13220640;4,59334100;4,06460800
-43,82148641;1,89550500;3,11609200
-42,51076642;-0,35218360;1,58055400
-41,20004643;-3,31949800;-0,22598960
-39,88932644;-4,93789500;-1,89672500
-38,57860644;-6,01702900;-3,25159500
-37,26788645;-6,10705900;-4,10977500
-35,95716646;-5,29770800;-4,33561200
-34,64644647;-3,49925200;-3,74843600
-33,33572648;-1,25125900;-2,61940400
-32,02500648;1,44596700;-0,90319530
-30,71428649;3,96374400;0,81286050
-29,40356650;5,49241600;2,43873400
-28,09284651;6,03198300;3,61293400
-26,78212652;6,03198300;4,24512500
-25,47140652;4,95284900;4,24512500
-24,16068653;2,43507200;3,43226400
-22,84996654;0,09735405;2,03222800
-21,53924655;-2,77993100;0,27085180
-20,22852656;-4,57838700;-1,44520400
-18,91780656;-5,65752100;-2,89040800
-17,60708657;-6,10705900;-3,92910600
-16,29636658;-5,65752100;-4,33561200
-14,98564659;-4,39863300;-3,97427300
-13,67492659;-1,79082600;-2,98074300
-12,36420660;0,45686210;-1,35486900
-11,05348661;3,42417700;0,36118660
-9,74276662;5,04287900;2,03222800
-8,43204663;6,12170800;3,34192900
-7,12132663;6,12170800;4,15479000
-5,81060664;5,13260300;4,33545900
-4,49988665;3,15439300;3,70326900
-3,18916666;0,90639970;2,43873400
-1,87844667;-1,97058000;0,76769310
-0,56772667;-4,21857400;-0,99353010
0,74299332;-5,65752100;-2,57423600
2,05371331;-6,10705900;-3,70326900
3,36443330;-5,92700000;-4,29044500
4,67515329;-4,93789500;-4,15494300
5,98587329;-2,24036400;-3,25159500
7,29659328;0,09735405;-1,85155800
8,60731327;2,97463900;-0,09048738
9,91803326;4,59334100;1,62572100
11,22875325;5,67217000;3,07092500
12,53947325;6,03198300;4,01944000
13,85019324;5,49241600;4,33545900
15,16091323;4,05377300;3,88393800
16,47163322;1,53599700;2,84508800
17,78235321;-0,98147520;1,21921400
19,09307321;-3,67900600;-0,58702360
20,40379320;-5,29770800;-2,16773000
21,71451319;-6,19678400;-3,43226400
23,02523318;-6,10705900;-4,20011000
24,33595317;-5,11795400;-4,29044500
25,64667317;-2,86996100;-3,61293400
26,95739316;-0,62196720;-2,30323200
28,26811315;2,25531800;-0,54185610
29,57883314;4,23352800;1,17420000
30,88955313;5,49241600;2,70958600
32,20027313;6,03198300;3,83877100
33,51099312;5,76220000;4,33545900
34,82171311;4,68306500;4,06460800
36,13243310;1,98553400;3,16126000
37,44315309;-0,35218360;1,67088800
38,75387309;-3,13974400;-0,09048738
40,06459308;-4,84817000;-1,80639100
41,37531307;-5,83727600;-3,16141200
42,68603306;-6,10705900;-4,06460800
43,99675305;-5,38773800;-4,33561200
45,30747305;-3,76903600;-3,79360300
46,61819304;-1,34128800;-2,70973800
47,92891303;1,26621300;-0,99353010
49,23963302;3,87371400;0,72252570
