Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,08294061;0,22888880;77,74895000
-50,04198061;0,22888880;75,94836000
-50,00102061;0,22888880;70,55879000
-49,96006061;-4,30311000;68,75820000
-49,91910061;-8,83510900;66,95761000
-49,87814061;-17,88385000;68,75820000
-49,83718061;-17,88385000;66,95761000
-49,79622061;-26,93258000;65,16312000
-49,75526061;-26,93258000;63,36253000
-49,71430061;-26,93258000;59,76745000
-49,67334061;-35,99658000;59,76745000
-49,63238061;-45,04532000;59,76745000
-49,59142061;-49,57732000;65,16312000
-49,55046061;-45,04532000;56,17237000
-49,50950061;-45,04532000;47,18161000
-49,46854061;-54,09406000;52,57729000
-49,42758061;-63,15805000;50,77670000
-49,38662061;-72,20679000;52,57729000
-49,34566061;-67,67479000;52,57729000
-49,30470061;-63,15805000;45,38102000
-49,26374061;-72,20679000;41,78594000
-49,22278061;-81,25553000;48,97610000
-49,18182061;-90,31953000;43,58654000
-49,14086061;-85,78752000;41,78594000
-49,09990061;-85,78752000;38,19086000
-49,05894061;-94,83626000;36,39027000
-49,01798061;-99,36826000;36,39027000
-48,97702061;-108,41700000;43,58654000
-48,93606062;-103,90030000;34,58968000
-48,89510062;-103,90030000;29,20011000
-48,85414062;-112,94900000;30,99460000
-48,81318062;-117,48100000;30,99460000
-48,77222062;-117,48100000;27,39952000
-48,73126062;-121,99770000;25,59892000
-48,69030062;-126,52970000;22,00385000
-48,64934062;-126,52970000;16,60817000
-48,60838062;-135,57850000;18,40877000
-48,56742062;-135,57850000;18,40877000
-48,52646062;-135,57850000;20,20936000
-48,48550062;-140,11050000;13,01309000
-48,44454062;-144,62720000;9,41801200
-48,40358062;-149,15920000;11,21860000
-48,36262062;-153,69120000;13,01309000
-48,32166062;-162,73990000;7,61742000
-48,28070062;-153,69120000;9,41801200
-48,23974062;-153,69120000;0,43336280
-48,19878062;-162,73990000;2,22785100
-48,15782062;-171,78870000;5,82293100
-48,11686062;-171,78870000;4,02233900
-48,07590062;-167,27190000;-1,36722900
-48,03494062;-171,78870000;-6,76290100
-47,99398062;-171,78870000;-4,96230900
-47,95302062;-180,85270000;-1,36722900
-47,91206062;-180,85270000;-4,96230900
-47,87110062;-176,32070000;-10,35798000
-47,83014062;-180,85270000;-12,15247000
-47,78918062;-189,90140000;-13,95306000
-47,74822062;-194,43340000;-12,15247000
-47,70726062;-189,90140000;-12,15247000
-47,66630062;-189,90140000;-15,75365000
-47,62534062;-194,43340000;-22,94382000
-47,58438062;-198,95010000;-22,94382000
-47,54342062;-203,48210000;-13,95306000
-47,50246062;-208,01410000;-19,34873000
-47,46150062;-208,01410000;-28,33949000
-47,42054062;-208,01410000;-28,33949000
-47,37958062;-208,01410000;-28,33949000
-47,33862062;-217,06290000;-30,13398000
-47,29766063;-217,06290000;-30,13398000
-47,25670063;-217,06290000;-33,73516000
-47,21574063;-208,01410000;-30,13398000
-47,17478063;-217,06290000;-40,92532000
-47,13382063;-226,11160000;-39,13083000
-47,09286063;-226,11160000;-37,33024000
-47,05190063;-226,11160000;-39,13083000
-47,01094063;-226,11160000;-42,72591000
-46,96998063;-226,11160000;-46,32100000
-46,92902063;-230,64360000;-48,12158000
-46,88806063;-239,69240000;-46,32100000
-46,84710063;-235,17560000;-48,12158000
-46,80614063;-235,17560000;-53,51115000
-46,76518063;-235,17560000;-57,11234000
-46,72422063;-244,22430000;-53,51115000
-46,68326063;-244,22430000;-55,31175000
-46,64230063;-244,22430000;-55,31175000
-46,60134063;-244,22430000;-58,90683000
-46,56038063;-244,22430000;-62,50190000
-46,51942063;-244,22430000;-64,30250000
-46,47846063;-253,27310000;-62,50190000
-46,43750063;-253,27310000;-64,30250000
-46,39654063;-248,75630000;-67,89758000
-46,35558063;-253,27310000;-66,10309000
-46,31462063;-257,80510000;-67,89758000
-46,27366063;-262,33710000;-69,69817000
-46,23270063;-257,80510000;-71,49266000
-46,19174063;-257,80510000;-75,09385000
-46,15078063;-262,33710000;-76,88834000
-46,10982063;-262,33710000;-76,88834000
-46,06886063;-262,33710000;-78,68892000
-46,02790063;-266,85380000;-76,88834000
-45,98694063;-262,33710000;-78,68892000
-45,94598063;-266,85380000;-84,08459000
-45,90502063;-266,85380000;-82,28400000
-45,86406063;-271,38580000;-85,87908000
-45,82310063;-271,38580000;-85,87908000
-45,78214063;-271,38580000;-84,08459000
-45,74118063;-271,38580000;-87,67968000
-45,70022063;-271,38580000;-89,48027000
-45,65926064;-280,43460000;-89,48027000
-45,61830064;-275,90260000;-91,27476000
-45,57734064;-275,90260000;-93,07535000
-45,53638064;-275,90260000;-94,86984000
-45,49542064;-275,90260000;-96,67043000
-45,45446064;-280,43460000;-94,86984000
-45,41350064;-280,43460000;-94,86984000
-45,37254064;-280,43460000;-98,47102000
-45,33158064;-280,43460000;-100,26550000
-45,29062064;-289,48330000;-98,47102000
-45,24966064;-289,48330000;-102,06610000
-45,20870064;-289,48330000;-100,26550000
-45,16774064;-284,96660000;-103,86060000
-45,12678064;-289,48330000;-103,86060000
-45,08582064;-289,48330000;-105,66120000
-45,04486064;-298,54730000;-100,26550000
-45,00390064;-289,48330000;-105,66120000
-44,96294064;-294,01530000;-107,46180000
-44,92198064;-294,01530000;-111,05690000
-44,88102064;-294,01530000;-111,05690000
-44,84006064;-294,01530000;-112,85740000
-44,79910064;-294,01530000;-112,85740000
-44,75814064;-298,54730000;-112,85740000
-44,71718064;-298,54730000;-112,85740000
-44,67622064;-298,54730000;-112,85740000
-44,63526064;-298,54730000;-120,04760000
-44,59430064;-298,54730000;-114,65190000
-44,55334064;-298,54730000;-116,45250000
-44,51238064;-298,54730000;-114,65190000
-44,47142064;-298,54730000;-116,45250000
-44,43046064;-307,59600000;-120,04760000
-44,38950064;-298,54730000;-121,84820000
-44,34854064;-307,59600000;-120,04760000
-44,30758064;-307,59600000;-118,24700000
-44,26662064;-307,59600000;-120,04760000
-44,22566064;-307,59600000;-121,84820000
-44,18470064;-316,64480000;-118,24700000
-44,14374064;-307,59600000;-123,64270000
-44,10278064;-312,12810000;-121,84820000
-44,06182064;-307,59600000;-121,84820000
