Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,07068440;9,27762600;74,15387000
-50,02972440;0,22888880;74,15387000
-49,98876440;-8,83510900;70,55879000
-49,94780440;-8,83510900;70,55879000
-49,90684440;-13,35185000;66,95761000
-49,86588440;-22,41584000;66,95761000
-49,82492440;-22,41584000;66,95761000
-49,78396440;-26,93258000;65,16312000
-49,74300441;-26,93258000;59,76745000
-49,70204441;-35,99658000;61,56804000
-49,66108441;-40,51332000;59,76745000
-49,62012441;-45,04532000;57,96685000
-49,57916441;-45,04532000;57,96685000
-49,53820441;-54,09406000;54,37177000
-49,49724441;-54,09406000;54,37177000
-49,45628441;-58,62605000;52,57729000
-49,41532441;-63,15805000;50,77670000
-49,37436441;-72,20679000;52,57729000
-49,33340441;-72,20679000;48,97610000
-49,29244441;-76,73878000;47,18161000
-49,25148441;-81,25553000;45,38102000
-49,21052441;-81,25553000;47,18161000
-49,16956441;-85,78752000;41,78594000
-49,12860441;-90,31953000;38,19086000
-49,08764441;-90,31953000;39,98535000
-49,04668441;-94,83626000;38,19086000
-49,00572441;-99,36826000;36,39027000
-48,96476441;-99,36826000;32,79519000
-48,92380441;-108,41700000;34,58968000
-48,88284441;-108,41700000;30,99460000
-48,84188441;-112,94900000;29,20011000
-48,80092441;-117,48100000;27,39952000
-48,75996441;-121,99770000;23,80444000
-48,71900441;-126,52970000;23,80444000
-48,67804441;-126,52970000;22,00385000
-48,63708441;-131,04650000;22,00385000
-48,59612441;-135,57850000;20,20936000
-48,55516441;-135,57850000;22,00385000
-48,51420441;-135,57850000;16,60817000
-48,47324441;-144,62720000;13,01309000
-48,43228441;-144,62720000;13,01309000
-48,39132441;-153,69120000;9,41801200
-48,35036441;-153,69120000;9,41801200
-48,30940441;-153,69120000;9,41801200
-48,26844441;-167,27190000;14,81368000
-48,22748441;-162,73990000;4,02233900
-48,18652441;-171,78870000;7,61742000
-48,14556441;-167,27190000;2,22785100
-48,10460442;-167,27190000;0,43336280
-48,06364442;-171,78870000;-1,36722900
-48,02268442;-171,78870000;0,43336280
-47,98172442;-176,32070000;-4,96230900
-47,94076442;-180,85270000;-13,95306000
-47,89980442;-180,85270000;-6,76290100
-47,85884442;-180,85270000;-12,15247000
-47,81788442;-189,90140000;-12,15247000
-47,77692442;-189,90140000;-8,55739000
-47,73596442;-189,90140000;-13,95306000
-47,69500442;-189,90140000;-17,54814000
-47,65404442;-194,43340000;-17,54814000
-47,61308442;-198,95010000;-21,14322000
-47,57212442;-203,48210000;-19,34873000
-47,53116442;-203,48210000;-24,74441000
-47,49020442;-203,48210000;-22,94382000
-47,44924442;-208,01410000;-26,53890000
-47,40828442;-208,01410000;-28,33949000
-47,36732442;-217,06290000;-26,53890000
-47,32636442;-212,53090000;-31,93457000
-47,28540442;-217,06290000;-31,93457000
-47,24444442;-217,06290000;-33,73516000
-47,20348442;-217,06290000;-37,33024000
-47,16252442;-221,59490000;-35,52965000
-47,12156442;-221,59490000;-37,33024000
-47,08060442;-226,11160000;-40,92532000
-47,03964442;-226,11160000;-40,92532000
-46,99868442;-226,11160000;-46,32100000
-46,95772442;-230,64360000;-46,32100000
-46,91676442;-235,17560000;-48,12158000
-46,87580442;-235,17560000;-48,12158000
-46,83484442;-226,11160000;-53,51115000
-46,79388442;-239,69240000;-55,31175000
-46,75292442;-244,22430000;-51,71666000
-46,71196442;-244,22430000;-55,31175000
-46,67100442;-244,22430000;-57,11234000
-46,63004442;-244,22430000;-57,11234000
-46,58908442;-244,22430000;-58,90683000
-46,54812442;-248,75630000;-62,50190000
-46,50716442;-248,75630000;-62,50190000
-46,46620443;-253,27310000;-66,10309000
-46,42524443;-253,27310000;-66,10309000
-46,38428443;-253,27310000;-64,30250000
-46,34332443;-253,27310000;-66,10309000
-46,30236443;-257,80510000;-69,69817000
-46,26140443;-257,80510000;-71,49266000
-46,22044443;-262,33710000;-73,29325000
-46,17948443;-257,80510000;-73,29325000
-46,13852443;-262,33710000;-76,88834000
-46,09756443;-262,33710000;-78,68892000
-46,05660443;-266,85380000;-76,88834000
-46,01564443;-262,33710000;-80,48952000
-45,97468443;-271,38580000;-80,48952000
-45,93372443;-271,38580000;-80,48952000
-45,89276443;-266,85380000;-84,08459000
-45,85180443;-271,38580000;-85,87908000
-45,81084443;-271,38580000;-87,67968000
-45,76988443;-271,38580000;-87,67968000
-45,72892443;-275,90260000;-89,48027000
-45,68796443;-275,90260000;-87,67968000
-45,64700443;-280,43460000;-89,48027000
-45,60604443;-275,90260000;-91,27476000
-45,56508443;-275,90260000;-96,67043000
-45,52412443;-280,43460000;-93,07535000
-45,48316443;-280,43460000;-94,86984000
-45,44220443;-280,43460000;-98,47102000
-45,40124443;-280,43460000;-94,86984000
-45,36028443;-280,43460000;-98,47102000
-45,31932443;-284,96660000;-98,47102000
-45,27836443;-280,43460000;-102,06610000
-45,23740443;-289,48330000;-102,06610000
-45,19644443;-289,48330000;-105,66120000
-45,15548443;-289,48330000;-102,06610000
-45,11452443;-294,01530000;-102,06610000
-45,07356443;-294,01530000;-105,66120000
-45,03260443;-294,01530000;-105,66120000
-44,99164443;-294,01530000;-109,25630000
-44,95068443;-294,01530000;-107,46180000
-44,90972443;-298,54730000;-107,46180000
-44,86876443;-294,01530000;-112,85740000
-44,82780444;-298,54730000;-109,25630000
-44,78684444;-298,54730000;-111,05690000
-44,74588444;-298,54730000;-114,65190000
-44,70492444;-298,54730000;-114,65190000
-44,66396444;-298,54730000;-116,45250000
-44,62300444;-298,54730000;-114,65190000
-44,58204444;-298,54730000;-114,65190000
-44,54108444;-298,54730000;-116,45250000
-44,50012444;-298,54730000;-120,04760000
-44,45916444;-303,06400000;-120,04760000
-44,41820444;-303,06400000;-116,45250000
-44,37724444;-303,06400000;-118,24700000
-44,33628444;-307,59600000;-120,04760000
-44,29532444;-303,06400000;-120,04760000
-44,25436444;-303,06400000;-121,84820000
-44,21340444;-307,59600000;-123,64270000
-44,17244444;-307,59600000;-121,84820000
-44,13148444;-316,64480000;-116,45250000
-44,09052444;-307,59600000;-120,04760000
-44,04956444;-312,12810000;-127,23780000
