Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,07065833;0,22888880;75,94836000
-50,02969833;-4,30311000;77,74895000
-49,98873833;0,22888880;72,35329000
-49,94777833;0,22888880;68,75820000
-49,90681833;-8,83510900;66,95761000
-49,86585833;-22,41584000;70,55879000
-49,82489833;-22,41584000;68,75820000
-49,78393833;-22,41584000;61,56804000
-49,74297833;-26,93258000;59,76745000
-49,70201833;-35,99658000;63,36253000
-49,66105833;-40,51332000;63,36253000
-49,62009833;-40,51332000;59,76745000
-49,57913833;-45,04532000;59,76745000
-49,53817833;-54,09406000;57,96685000
-49,49721833;-54,09406000;52,57729000
-49,45625833;-54,09406000;50,77670000
-49,41529833;-63,15805000;52,57729000
-49,37433833;-72,20679000;52,57729000
-49,33337833;-72,20679000;50,77670000
-49,29241833;-63,15805000;45,38102000
-49,25145833;-72,20679000;45,38102000
-49,21049833;-81,25553000;45,38102000
-49,16953833;-90,31953000;47,18161000
-49,12857833;-85,78752000;41,78594000
-49,08761833;-81,25553000;38,19086000
-49,04665833;-94,83626000;34,58968000
-49,00569833;-103,90030000;38,19086000
-48,96473833;-103,90030000;39,98535000
-48,92377833;-108,41700000;30,99460000
-48,88281833;-108,41700000;27,39952000
-48,84185833;-117,48100000;30,99460000
-48,80089833;-117,48100000;25,59892000
-48,75993833;-117,48100000;25,59892000
-48,71897833;-126,52970000;29,20011000
-48,67801833;-131,04650000;25,59892000
-48,63705833;-126,52970000;23,80444000
-48,59609834;-126,52970000;18,40877000
-48,55513834;-135,57850000;16,60817000
-48,51417834;-144,62720000;22,00385000
-48,47321834;-149,15920000;22,00385000
-48,43225834;-135,57850000;9,41801200
-48,39129834;-144,62720000;7,61742000
-48,35033834;-153,69120000;13,01309000
-48,30937834;-153,69120000;9,41801200
-48,26841834;-153,69120000;9,41801200
-48,22745834;-153,69120000;4,02233900
-48,18649834;-158,20790000;2,22785100
-48,14553834;-167,27190000;4,02233900
-48,10457834;-171,78870000;4,02233900
-48,06361834;-171,78870000;-4,96230900
-48,02265834;-171,78870000;-1,36722900
-47,98169834;-171,78870000;-8,55739000
-47,94073834;-176,32070000;-6,76290100
-47,89977834;-180,85270000;-4,96230900
-47,85881834;-185,36940000;-8,55739000
-47,81785834;-180,85270000;-8,55739000
-47,77689834;-189,90140000;-10,35798000
-47,73593834;-185,36940000;-19,34873000
-47,69497834;-189,90140000;-19,34873000
-47,65401834;-198,95010000;-12,15247000
-47,61305834;-203,48210000;-15,75365000
-47,57209834;-198,95010000;-21,14322000
-47,53113834;-203,48210000;-22,94382000
-47,49017834;-203,48210000;-26,53890000
-47,44921834;-208,01410000;-26,53890000
-47,40825834;-217,06290000;-22,94382000
-47,36729834;-212,53090000;-26,53890000
-47,32633834;-208,01410000;-33,73516000
-47,28537834;-217,06290000;-33,73516000
-47,24441834;-217,06290000;-31,93457000
-47,20345834;-208,01410000;-35,52965000
-47,16249834;-217,06290000;-37,33024000
-47,12153834;-217,06290000;-40,92532000
-47,08057834;-226,11160000;-40,92532000
-47,03961834;-226,11160000;-40,92532000
-46,99865834;-226,11160000;-42,72591000
-46,95769835;-226,11160000;-48,12158000
-46,91673835;-235,17560000;-46,32100000
-46,87577835;-230,64360000;-48,12158000
-46,83481835;-230,64360000;-53,51115000
-46,79385835;-235,17560000;-53,51115000
-46,75289835;-244,22430000;-48,12158000
-46,71193835;-244,22430000;-53,51115000
-46,67097835;-235,17560000;-57,11234000
-46,63001835;-239,69240000;-60,70742000
-46,58905835;-248,75630000;-60,70742000
-46,54809835;-253,27310000;-58,90683000
-46,50713835;-248,75630000;-58,90683000
-46,46617835;-244,22430000;-66,10309000
-46,42521835;-253,27310000;-67,89758000
-46,38425835;-257,80510000;-66,10309000
-46,34329835;-257,80510000;-64,30250000
-46,30233835;-253,27310000;-69,69817000
-46,26137835;-253,27310000;-71,49266000
-46,22041835;-257,80510000;-69,69817000
-46,17945835;-257,80510000;-75,09385000
-46,13849835;-262,33710000;-75,09385000
-46,09753835;-262,33710000;-76,88834000
-46,05657835;-262,33710000;-76,88834000
-46,01561835;-262,33710000;-76,88834000
-45,97465835;-262,33710000;-84,08459000
-45,93369835;-266,85380000;-84,08459000
-45,89273835;-271,38580000;-84,08459000
-45,85177835;-275,90260000;-80,48952000
-45,81081835;-271,38580000;-85,87908000
-45,76985835;-266,85380000;-91,27476000
-45,72889835;-271,38580000;-91,27476000
-45,68793835;-275,90260000;-87,67968000
-45,64697835;-275,90260000;-91,27476000
-45,60601835;-275,90260000;-91,27476000
-45,56505835;-275,90260000;-93,07535000
-45,52409835;-275,90260000;-94,86984000
-45,48313835;-280,43460000;-93,07535000
-45,44217835;-280,43460000;-94,86984000
-45,40121835;-280,43460000;-98,47102000
-45,36025835;-280,43460000;-98,47102000
-45,31929836;-280,43460000;-98,47102000
-45,27833836;-280,43460000;-100,26550000
-45,23737836;-284,96660000;-103,86060000
-45,19641836;-289,48330000;-100,26550000
-45,15545836;-289,48330000;-105,66120000
-45,11449836;-284,96660000;-105,66120000
-45,07353836;-289,48330000;-105,66120000
-45,03257836;-289,48330000;-107,46180000
-44,99161836;-294,01530000;-105,66120000
-44,95065836;-294,01530000;-107,46180000
-44,90969836;-289,48330000;-112,85740000
-44,86873836;-294,01530000;-109,25630000
-44,82777836;-298,54730000;-107,46180000
-44,78681836;-298,54730000;-112,85740000
-44,74585836;-298,54730000;-112,85740000
-44,70489836;-298,54730000;-112,85740000
-44,66393836;-298,54730000;-112,85740000
-44,62297836;-298,54730000;-114,65190000
-44,58201836;-298,54730000;-116,45250000
-44,54105836;-298,54730000;-116,45250000
-44,50009836;-303,06400000;-118,24700000
-44,45913836;-303,06400000;-118,24700000
-44,41817836;-298,54730000;-114,65190000
-44,37721836;-298,54730000;-121,84820000
-44,33625836;-298,54730000;-127,23780000
-44,29529836;-307,59600000;-121,84820000
-44,25433836;-307,59600000;-120,04760000
-44,21337836;-307,59600000;-120,04760000
-44,17241836;-307,59600000;-123,64270000
-44,13145836;-298,54730000;-127,23780000
-44,09049836;-298,54730000;-130,83900000
-44,04953836;-307,59600000;-125,44330000
