Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,06259307;9,27762600;74,15387000
-50,02163307;4,74562800;74,15387000
-49,98067307;0,22888880;72,35329000
-49,93971307;-8,83510900;74,15387000
-49,89875307;-13,35185000;74,15387000
-49,85779307;-13,35185000;68,75820000
-49,81683307;-17,88385000;63,36253000
-49,77587307;-22,41584000;63,36253000
-49,73491307;-26,93258000;66,95761000
-49,69395307;-35,99658000;66,95761000
-49,65299308;-35,99658000;61,56804000
-49,61203308;-35,99658000;59,76745000
-49,57107308;-35,99658000;56,17237000
-49,53011308;-45,04532000;56,17237000
-49,48915308;-63,15805000;63,36253000
-49,44819308;-54,09406000;57,96685000
-49,40723308;-54,09406000;52,57729000
-49,36627308;-58,62605000;45,38102000
-49,32531308;-72,20679000;50,77670000
-49,28435308;-72,20679000;52,57729000
-49,24339308;-72,20679000;47,18161000
-49,20243308;-72,20679000;43,58654000
-49,16147308;-81,25553000;41,78594000
-49,12051308;-90,31953000;43,58654000
-49,07955308;-94,83626000;43,58654000
-49,03859308;-90,31953000;38,19086000
-48,99763308;-94,83626000;36,39027000
-48,95667308;-99,36826000;34,58968000
-48,91571308;-103,90030000;34,58968000
-48,87475308;-108,41700000;32,79519000
-48,83379308;-108,41700000;30,99460000
-48,79283308;-108,41700000;27,39952000
-48,75187308;-117,48100000;30,99460000
-48,71091308;-117,48100000;22,00385000
-48,66995308;-126,52970000;22,00385000
-48,62899308;-131,04650000;23,80444000
-48,58803308;-135,57850000;23,80444000
-48,54707308;-135,57850000;22,00385000
-48,50611308;-131,04650000;16,60817000
-48,46515308;-135,57850000;13,01309000
-48,42419308;-144,62720000;18,40877000
-48,38323308;-153,69120000;16,60817000
-48,34227308;-153,69120000;11,21860000
-48,30131308;-149,15920000;9,41801200
-48,26035308;-153,69120000;2,22785100
-48,21939308;-162,73990000;7,61742000
-48,17843308;-171,78870000;9,41801200
-48,13747308;-162,73990000;5,82293100
-48,09651308;-162,73990000;0,43336280
-48,05555308;-167,27190000;-1,36722900
-48,01459309;-171,78870000;-3,16171700
-47,97363309;-176,32070000;-1,36722900
-47,93267309;-171,78870000;-1,36722900
-47,89171309;-180,85270000;-8,55739000
-47,85075309;-180,85270000;-8,55739000
-47,80979309;-185,36940000;-6,76290100
-47,76883309;-185,36940000;-10,35798000
-47,72787309;-189,90140000;-12,15247000
-47,68691309;-189,90140000;-13,95306000
-47,64595309;-189,90140000;-13,95306000
-47,60499309;-189,90140000;-19,34873000
-47,56403309;-198,95010000;-19,34873000
-47,52307309;-198,95010000;-21,14322000
-47,48211309;-208,01410000;-21,14322000
-47,44115309;-203,48210000;-26,53890000
-47,40019309;-203,48210000;-26,53890000
-47,35923309;-217,06290000;-22,94382000
-47,31827309;-208,01410000;-28,33949000
-47,27731309;-217,06290000;-30,13398000
-47,23635309;-217,06290000;-33,73516000
-47,19539309;-212,53090000;-33,73516000
-47,15443309;-217,06290000;-37,33024000
-47,11347309;-226,11160000;-39,13083000
-47,07251309;-226,11160000;-35,52965000
-47,03155309;-226,11160000;-40,92532000
-46,99059309;-226,11160000;-44,52040000
-46,94963309;-226,11160000;-46,32100000
-46,90867309;-230,64360000;-44,52040000
-46,86771309;-235,17560000;-48,12158000
-46,82675309;-235,17560000;-49,91607000
-46,78579309;-235,17560000;-48,12158000
-46,74483309;-235,17560000;-55,31175000
-46,70387309;-239,69240000;-55,31175000
-46,66291309;-244,22430000;-51,71666000
-46,62195309;-244,22430000;-53,51115000
-46,58099309;-244,22430000;-60,70742000
-46,54003309;-244,22430000;-62,50190000
-46,49907309;-248,75630000;-62,50190000
-46,45811309;-253,27310000;-62,50190000
-46,41715309;-253,27310000;-62,50190000
-46,37619310;-253,27310000;-64,30250000
-46,33523310;-248,75630000;-69,69817000
-46,29427310;-253,27310000;-71,49266000
-46,25331310;-257,80510000;-69,69817000
-46,21235310;-262,33710000;-69,69817000
-46,17139310;-262,33710000;-71,49266000
-46,13043310;-262,33710000;-75,09385000
-46,08947310;-262,33710000;-75,09385000
-46,04851310;-262,33710000;-76,88834000
-46,00755310;-262,33710000;-80,48952000
-45,96659310;-262,33710000;-80,48952000
-45,92563310;-266,85380000;-80,48952000
-45,88467310;-266,85380000;-80,48952000
-45,84371310;-266,85380000;-84,08459000
-45,80275310;-271,38580000;-84,08459000
-45,76179310;-271,38580000;-85,87908000
-45,72083310;-271,38580000;-87,67968000
-45,67987310;-280,43460000;-85,87908000
-45,63891310;-275,90260000;-91,27476000
-45,59795310;-271,38580000;-93,07535000
-45,55699310;-275,90260000;-89,48027000
-45,51603310;-280,43460000;-91,27476000
-45,47507310;-275,90260000;-94,86984000
-45,43411310;-275,90260000;-98,47102000
-45,39315310;-280,43460000;-98,47102000
-45,35219310;-289,48330000;-96,67043000
-45,31123310;-289,48330000;-98,47102000
-45,27027310;-280,43460000;-100,26550000
-45,22931310;-280,43460000;-105,66120000
-45,18835310;-289,48330000;-102,06610000
-45,14739310;-289,48330000;-100,26550000
-45,10643310;-289,48330000;-105,66120000
-45,06547310;-289,48330000;-107,46180000
-45,02451310;-289,48330000;-109,25630000
-44,98355310;-289,48330000;-107,46180000
-44,94259310;-298,54730000;-105,66120000
-44,90163310;-298,54730000;-105,66120000
-44,86067310;-298,54730000;-111,05690000
-44,81971310;-294,01530000;-111,05690000
-44,77875310;-294,01530000;-111,05690000
-44,73779311;-298,54730000;-114,65190000
-44,69683311;-298,54730000;-116,45250000
-44,65587311;-298,54730000;-114,65190000
-44,61491311;-298,54730000;-112,85740000
-44,57395311;-303,06400000;-118,24700000
-44,53299311;-298,54730000;-114,65190000
-44,49203311;-298,54730000;-120,04760000
-44,45107311;-298,54730000;-118,24700000
-44,41011311;-303,06400000;-118,24700000
-44,36915311;-298,54730000;-120,04760000
-44,32819311;-294,01530000;-120,04760000
-44,28723311;-307,59600000;-121,84820000
-44,24627311;-307,59600000;-120,04760000
-44,20531311;-307,59600000;-121,84820000
-44,16435311;-307,59600000;-123,64270000
-44,12339311;-307,59600000;-123,64270000
-44,08243311;-307,59600000;-121,84820000
-44,04147311;-307,59600000;-125,44330000
