Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,08710548;9,27762600;74,15387000
-50,04614548;0,22888880;74,15387000
-50,00518548;0,22888880;72,35329000
-49,96422548;-8,83510900;66,95761000
-49,92326548;-8,83510900;70,55879000
-49,88230548;-17,88385000;70,55879000
-49,84134548;-22,41584000;65,16312000
-49,80038548;-26,93258000;65,16312000
-49,75942548;-26,93258000;63,36253000
-49,71846549;-31,46458000;59,76745000
-49,67750549;-40,51332000;61,56804000
-49,63654549;-40,51332000;59,76745000
-49,59558549;-45,04532000;57,96685000
-49,55462549;-45,04532000;52,57729000
-49,51366549;-54,09406000;52,57729000
-49,47270549;-58,62605000;54,37177000
-49,43174549;-63,15805000;47,18161000
-49,39078549;-63,15805000;52,57729000
-49,34982549;-67,67479000;50,77670000
-49,30886549;-72,20679000;47,18161000
-49,26790549;-76,73878000;47,18161000
-49,22694549;-81,25553000;41,78594000
-49,18598549;-81,25553000;41,78594000
-49,14502549;-85,78752000;39,98535000
-49,10406549;-94,83626000;38,19086000
-49,06310549;-94,83626000;39,98535000
-49,02214549;-99,36826000;36,39027000
-48,98118549;-99,36826000;34,58968000
-48,94022549;-108,41700000;34,58968000
-48,89926549;-108,41700000;30,99460000
-48,85830549;-108,41700000;27,39952000
-48,81734549;-117,48100000;27,39952000
-48,77638549;-117,48100000;23,80444000
-48,73542549;-126,52970000;23,80444000
-48,69446549;-126,52970000;22,00385000
-48,65350549;-131,04650000;22,00385000
-48,61254549;-135,57850000;22,00385000
-48,57158549;-144,62720000;25,59892000
-48,53062549;-140,11050000;16,60817000
-48,48966549;-144,62720000;13,01309000
-48,44870549;-144,62720000;13,01309000
-48,40774549;-149,15920000;11,21860000
-48,36678549;-153,69120000;9,41801200
-48,32582549;-153,69120000;9,41801200
-48,28486549;-153,69120000;5,82293100
-48,24390549;-153,69120000;0,43336280
-48,20294549;-162,73990000;4,02233900
-48,16198549;-167,27190000;2,22785100
-48,12102549;-171,78870000;0,43336280
-48,08006550;-171,78870000;-3,16171700
-48,03910550;-171,78870000;-3,16171700
-47,99814550;-176,32070000;-4,96230900
-47,95718550;-176,32070000;-4,96230900
-47,91622550;-180,85270000;-4,96230900
-47,87526550;-180,85270000;-10,35798000
-47,83430550;-189,90140000;-12,15247000
-47,79334550;-189,90140000;-12,15247000
-47,75238550;-189,90140000;-12,15247000
-47,71142550;-189,90140000;-15,75365000
-47,67046550;-198,95010000;-17,54814000
-47,62950550;-198,95010000;-21,14322000
-47,58854550;-198,95010000;-21,14322000
-47,54758550;-203,48210000;-22,94382000
-47,50662550;-203,48210000;-24,74441000
-47,46566550;-208,01410000;-26,53890000
-47,42470550;-208,01410000;-26,53890000
-47,38374550;-208,01410000;-28,33949000
-47,34278550;-208,01410000;-28,33949000
-47,30182550;-217,06290000;-33,73516000
-47,26086550;-217,06290000;-31,93457000
-47,21990550;-217,06290000;-33,73516000
-47,17894550;-221,59490000;-37,33024000
-47,13798550;-208,01410000;-40,92532000
-47,09702550;-226,11160000;-40,92532000
-47,05606550;-226,11160000;-44,52040000
-47,01510550;-226,11160000;-44,52040000
-46,97414550;-230,64360000;-40,92532000
-46,93318550;-226,11160000;-48,12158000
-46,89222550;-235,17560000;-48,12158000
-46,85126550;-235,17560000;-51,71666000
-46,81030550;-235,17560000;-53,51115000
-46,76934550;-239,69240000;-55,31175000
-46,72838550;-244,22430000;-55,31175000
-46,68742550;-244,22430000;-55,31175000
-46,64646550;-244,22430000;-58,90683000
-46,60550550;-244,22430000;-60,70742000
-46,56454550;-248,75630000;-60,70742000
-46,52358550;-253,27310000;-62,50190000
-46,48262550;-253,27310000;-66,10309000
-46,44166550;-253,27310000;-64,30250000
-46,40070551;-253,27310000;-64,30250000
-46,35974551;-253,27310000;-69,69817000
-46,31878551;-253,27310000;-66,10309000
-46,27782551;-262,33710000;-69,69817000
-46,23686551;-257,80510000;-76,88834000
-46,19590551;-262,33710000;-75,09385000
-46,15494551;-262,33710000;-73,29325000
-46,11398551;-262,33710000;-76,88834000
-46,07302551;-262,33710000;-76,88834000
-46,03206551;-262,33710000;-82,28400000
-45,99110551;-262,33710000;-82,28400000
-45,95014551;-266,85380000;-84,08459000
-45,90918551;-266,85380000;-80,48952000
-45,86822551;-271,38580000;-84,08459000
-45,82726551;-271,38580000;-84,08459000
-45,78630551;-271,38580000;-87,67968000
-45,74534551;-271,38580000;-87,67968000
-45,70438551;-275,90260000;-89,48027000
-45,66342551;-275,90260000;-91,27476000
-45,62246551;-275,90260000;-91,27476000
-45,58150551;-275,90260000;-91,27476000
-45,54054551;-275,90260000;-93,07535000
-45,49958551;-280,43460000;-94,86984000
-45,45862551;-280,43460000;-96,67043000
-45,41766551;-284,96660000;-96,67043000
-45,37670551;-280,43460000;-98,47102000
-45,33574551;-289,48330000;-100,26550000
-45,29478551;-284,96660000;-100,26550000
-45,25382551;-289,48330000;-98,47102000
-45,21286551;-294,01530000;-100,26550000
-45,17190551;-289,48330000;-103,86060000
-45,13094551;-289,48330000;-107,46180000
-45,08998551;-289,48330000;-107,46180000
-45,04902551;-294,01530000;-105,66120000
-45,00806551;-294,01530000;-105,66120000
-44,96710551;-298,54730000;-111,05690000
-44,92614551;-298,54730000;-109,25630000
-44,88518551;-294,01530000;-109,25630000
-44,84422551;-298,54730000;-112,85740000
-44,80326551;-298,54730000;-112,85740000
-44,76230552;-298,54730000;-114,65190000
-44,72134552;-298,54730000;-112,85740000
-44,68038552;-298,54730000;-114,65190000
-44,63942552;-298,54730000;-116,45250000
-44,59846552;-298,54730000;-114,65190000
-44,55750552;-298,54730000;-114,65190000
-44,51654552;-298,54730000;-120,04760000
-44,47558552;-298,54730000;-120,04760000
-44,43462552;-307,59600000;-116,45250000
-44,39366552;-303,06400000;-120,04760000
-44,35270552;-298,54730000;-127,23780000
-44,31174552;-303,06400000;-120,04760000
-44,27078552;-303,06400000;-120,04760000
-44,22982552;-303,06400000;-121,84820000
-44,18886552;-307,59600000;-121,84820000
-44,14790552;-307,59600000;-121,84820000
-44,10694552;-307,59600000;-132,63340000
-44,06598552;-307,59600000;-127,23780000
