Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,06135255;9,27762600;74,15387000
-50,02039255;0,22888880;68,75820000
-49,97943255;-4,30311000;68,75820000
-49,93847255;-8,83510900;70,55879000
-49,89751255;-17,88385000;68,75820000
-49,85655255;-17,88385000;66,95761000
-49,81559255;-22,41584000;65,16312000
-49,77463255;-26,93258000;63,36253000
-49,73367255;-31,46458000;59,76745000
-49,69271255;-35,99658000;59,76745000
-49,65175255;-40,51332000;59,76745000
-49,61079255;-45,04532000;57,96685000
-49,56983255;-45,04532000;57,96685000
-49,52887255;-54,09406000;56,17237000
-49,48791255;-54,09406000;56,17237000
-49,44695255;-58,62605000;50,77670000
-49,40599255;-63,15805000;50,77670000
-49,36503256;-63,15805000;48,97610000
-49,32407256;-72,20679000;47,18161000
-49,28311256;-76,73878000;48,97610000
-49,24215256;-81,25553000;43,58654000
-49,20119256;-81,25553000;43,58654000
-49,16023256;-85,78752000;39,98535000
-49,11927256;-85,78752000;38,19086000
-49,07831256;-94,83626000;39,98535000
-49,03735256;-99,36826000;38,19086000
-48,99639256;-99,36826000;38,19086000
-48,95543256;-108,41700000;36,39027000
-48,91447256;-108,41700000;30,99460000
-48,87351256;-117,48100000;29,20011000
-48,83255256;-112,94900000;23,80444000
-48,79159256;-117,48100000;27,39952000
-48,75063256;-126,52970000;23,80444000
-48,70967256;-126,52970000;23,80444000
-48,66871256;-131,04650000;23,80444000
-48,62775256;-131,04650000;23,80444000
-48,58679256;-135,57850000;20,20936000
-48,54583256;-135,57850000;16,60817000
-48,50487256;-131,04650000;11,21860000
-48,46391256;-144,62720000;14,81368000
-48,42295256;-149,15920000;13,01309000
-48,38199256;-144,62720000;9,41801200
-48,34103256;-153,69120000;9,41801200
-48,30007256;-153,69120000;5,82293100
-48,25911256;-158,20790000;9,41801200
-48,21815256;-162,73990000;7,61742000
-48,17719256;-167,27190000;2,22785100
-48,13623256;-167,27190000;0,43336280
-48,09527256;-171,78870000;0,43336280
-48,05431256;-171,78870000;0,43336280
-48,01335256;-176,32070000;-1,36722900
-47,97239256;-171,78870000;-10,35798000
-47,93143256;-180,85270000;-4,96230900
-47,89047256;-180,85270000;-10,35798000
-47,84951256;-180,85270000;-8,55739000
-47,80855256;-185,36940000;-12,15247000
-47,76759256;-189,90140000;-13,95306000
-47,72663257;-189,90140000;-15,75365000
-47,68567257;-189,90140000;-17,54814000
-47,64471257;-189,90140000;-19,34873000
-47,60375257;-198,95010000;-17,54814000
-47,56279257;-203,48210000;-19,34873000
-47,52183257;-203,48210000;-22,94382000
-47,48087257;-203,48210000;-26,53890000
-47,43991257;-208,01410000;-26,53890000
-47,39895257;-217,06290000;-26,53890000
-47,35799257;-217,06290000;-28,33949000
-47,31703257;-212,53090000;-33,73516000
-47,27607257;-217,06290000;-31,93457000
-47,23511257;-217,06290000;-35,52965000
-47,19415257;-221,59490000;-33,73516000
-47,15319257;-217,06290000;-39,13083000
-47,11223257;-226,11160000;-40,92532000
-47,07127257;-226,11160000;-42,72591000
-47,03031257;-226,11160000;-44,52040000
-46,98935257;-226,11160000;-44,52040000
-46,94839257;-230,64360000;-48,12158000
-46,90743257;-235,17560000;-44,52040000
-46,86647257;-235,17560000;-49,91607000
-46,82551257;-235,17560000;-51,71666000
-46,78455257;-235,17560000;-51,71666000
-46,74359257;-239,69240000;-53,51115000
-46,70263257;-239,69240000;-57,11234000
-46,66167257;-244,22430000;-58,90683000
-46,62071257;-244,22430000;-55,31175000
-46,57975257;-248,75630000;-62,50190000
-46,53879257;-239,69240000;-64,30250000
-46,49783257;-253,27310000;-64,30250000
-46,45687257;-253,27310000;-66,10309000
-46,41591257;-253,27310000;-64,30250000
-46,37495257;-253,27310000;-67,89758000
-46,33399257;-253,27310000;-67,89758000
-46,29303257;-257,80510000;-69,69817000
-46,25207257;-262,33710000;-71,49266000
-46,21111257;-262,33710000;-73,29325000
-46,17015257;-262,33710000;-73,29325000
-46,12919257;-262,33710000;-76,88834000
-46,08823258;-262,33710000;-75,09385000
-46,04727258;-262,33710000;-78,68892000
-46,00631258;-262,33710000;-84,08459000
-45,96535258;-262,33710000;-82,28400000
-45,92439258;-271,38580000;-82,28400000
-45,88343258;-271,38580000;-84,08459000
-45,84247258;-271,38580000;-84,08459000
-45,80151258;-271,38580000;-85,87908000
-45,76055258;-271,38580000;-87,67968000
-45,71959258;-271,38580000;-91,27476000
-45,67863258;-275,90260000;-85,87908000
-45,63767258;-280,43460000;-91,27476000
-45,59671258;-280,43460000;-93,07535000
-45,55575258;-280,43460000;-91,27476000
-45,51479258;-280,43460000;-94,86984000
-45,47383258;-280,43460000;-94,86984000
-45,43287258;-280,43460000;-94,86984000
-45,39191258;-280,43460000;-98,47102000
-45,35095258;-280,43460000;-98,47102000
-45,30999258;-289,48330000;-94,86984000
-45,26903258;-284,96660000;-102,06610000
-45,22807258;-280,43460000;-102,06610000
-45,18711258;-289,48330000;-103,86060000
-45,14615258;-289,48330000;-105,66120000
-45,10519258;-289,48330000;-105,66120000
-45,06423258;-289,48330000;-105,66120000
-45,02327258;-294,01530000;-105,66120000
-44,98231258;-294,01530000;-107,46180000
-44,94135258;-294,01530000;-109,25630000
-44,90039258;-298,54730000;-109,25630000
-44,85943258;-298,54730000;-111,05690000
-44,81847258;-298,54730000;-111,05690000
-44,77751258;-298,54730000;-111,05690000
-44,73655258;-298,54730000;-112,85740000
-44,69559258;-298,54730000;-116,45250000
-44,65463258;-298,54730000;-112,85740000
-44,61367258;-298,54730000;-118,24700000
-44,57271258;-298,54730000;-118,24700000
-44,53175258;-298,54730000;-114,65190000
-44,49079258;-298,54730000;-118,24700000
-44,44983259;-298,54730000;-120,04760000
-44,40887259;-303,06400000;-118,24700000
-44,36791259;-298,54730000;-127,23780000
-44,32695259;-303,06400000;-121,84820000
-44,28599259;-307,59600000;-121,84820000
-44,24503259;-307,59600000;-120,04760000
-44,20407259;-307,59600000;-121,84820000
-44,16311259;-307,59600000;-121,84820000
-44,12215259;-307,59600000;-120,04760000
-44,08119259;-307,59600000;-121,84820000
-44,04023259;-307,59600000;-125,44330000
