Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,08867756;13,80962000;75,94836000
-50,04771756;9,27762600;74,15387000
-50,00675756;0,22888880;66,95761000
-49,96579756;-8,83510900;70,55879000
-49,92483756;-8,83510900;70,55879000
-49,88387756;-13,35185000;72,35329000
-49,84291756;-17,88385000;66,95761000
-49,80195756;-22,41584000;63,36253000
-49,76099756;-26,93258000;63,36253000
-49,72003756;-26,93258000;61,56804000
-49,67907756;-35,99658000;59,76745000
-49,63811756;-40,51332000;59,76745000
-49,59715756;-45,04532000;59,76745000
-49,55619756;-45,04532000;57,96685000
-49,51523756;-49,57732000;56,17237000
-49,47427756;-54,09406000;52,57729000
-49,43331756;-58,62605000;52,57729000
-49,39235756;-63,15805000;52,57729000
-49,35139756;-63,15805000;52,57729000
-49,31043756;-67,67479000;48,97610000
-49,26947756;-72,20679000;45,38102000
-49,22851756;-81,25553000;47,18161000
-49,18755756;-81,25553000;45,38102000
-49,14659756;-81,25553000;38,19086000
-49,10563756;-90,31953000;41,78594000
-49,06467756;-94,83626000;41,78594000
-49,02371756;-99,36826000;32,79519000
-48,98275756;-99,36826000;36,39027000
-48,94179756;-108,41700000;30,99460000
-48,90083756;-99,36826000;30,99460000
-48,85987756;-108,41700000;30,99460000
-48,81891756;-117,48100000;29,20011000
-48,77795756;-117,48100000;30,99460000
-48,73699756;-117,48100000;27,39952000
-48,69603756;-126,52970000;25,59892000
-48,65507756;-126,52970000;22,00385000
-48,61411756;-131,04650000;20,20936000
-48,57315756;-135,57850000;20,20936000
-48,53219756;-135,57850000;18,40877000
-48,49123757;-140,11050000;16,60817000
-48,45027757;-144,62720000;14,81368000
-48,40931757;-144,62720000;14,81368000
-48,36835757;-149,15920000;13,01309000
-48,32739757;-153,69120000;9,41801200
-48,28643757;-153,69120000;9,41801200
-48,24547757;-158,20790000;7,61742000
-48,20451757;-158,20790000;4,02233900
-48,16355757;-158,20790000;0,43336280
-48,12259757;-167,27190000;4,02233900
-48,08163757;-171,78870000;2,22785100
-48,04067757;-171,78870000;-1,36722900
-47,99971757;-171,78870000;-3,16171700
-47,95875757;-176,32070000;-4,96230900
-47,91779757;-180,85270000;-6,76290100
-47,87683757;-180,85270000;-6,76290100
-47,83587757;-185,36940000;-6,76290100
-47,79491757;-189,90140000;-12,15247000
-47,75395757;-189,90140000;-12,15247000
-47,71299757;-189,90140000;-13,95306000
-47,67203757;-189,90140000;-17,54814000
-47,63107757;-194,43340000;-19,34873000
-47,59011757;-198,95010000;-19,34873000
-47,54915757;-203,48210000;-21,14322000
-47,50819757;-203,48210000;-22,94382000
-47,46723757;-208,01410000;-22,94382000
-47,42627757;-208,01410000;-26,53890000
-47,38531757;-208,01410000;-28,33949000
-47,34435757;-208,01410000;-30,13398000
-47,30339757;-217,06290000;-31,93457000
-47,26243757;-217,06290000;-31,93457000
-47,22147757;-217,06290000;-33,73516000
-47,18051757;-217,06290000;-37,33024000
-47,13955757;-217,06290000;-37,33024000
-47,09859757;-226,11160000;-39,13083000
-47,05763757;-221,59490000;-40,92532000
-47,01667757;-226,11160000;-40,92532000
-46,97571757;-226,11160000;-42,72591000
-46,93475757;-226,11160000;-46,32100000
-46,89379757;-230,64360000;-39,13083000
-46,85283757;-235,17560000;-49,91607000
-46,81187758;-235,17560000;-49,91607000
-46,77091758;-239,69240000;-53,51115000
-46,72995758;-239,69240000;-57,11234000
-46,68899758;-244,22430000;-53,51115000
-46,64803758;-244,22430000;-55,31175000
-46,60707758;-244,22430000;-58,90683000
-46,56611758;-244,22430000;-55,31175000
-46,52515758;-244,22430000;-64,30250000
-46,48419758;-248,75630000;-66,10309000
-46,44323758;-253,27310000;-64,30250000
-46,40227758;-253,27310000;-64,30250000
-46,36131758;-253,27310000;-64,30250000
-46,32035758;-253,27310000;-69,69817000
-46,27939758;-257,80510000;-69,69817000
-46,23843758;-257,80510000;-71,49266000
-46,19747758;-262,33710000;-73,29325000
-46,15651758;-262,33710000;-73,29325000
-46,11555758;-262,33710000;-75,09385000
-46,07459758;-262,33710000;-78,68892000
-46,03363758;-262,33710000;-76,88834000
-45,99267758;-266,85380000;-76,88834000
-45,95171758;-266,85380000;-80,48952000
-45,91075758;-262,33710000;-84,08459000
-45,86979758;-271,38580000;-84,08459000
-45,82883758;-271,38580000;-84,08459000
-45,78787758;-271,38580000;-85,87908000
-45,74691758;-271,38580000;-85,87908000
-45,70595758;-271,38580000;-89,48027000
-45,66499758;-275,90260000;-91,27476000
-45,62403758;-275,90260000;-91,27476000
-45,58307758;-280,43460000;-91,27476000
-45,54211758;-280,43460000;-91,27476000
-45,50115758;-280,43460000;-93,07535000
-45,46019758;-280,43460000;-94,86984000
-45,41923758;-280,43460000;-94,86984000
-45,37827758;-280,43460000;-100,26550000
-45,33731758;-280,43460000;-96,67043000
-45,29635758;-284,96660000;-98,47102000
-45,25539758;-280,43460000;-102,06610000
-45,21443758;-289,48330000;-102,06610000
-45,17347759;-289,48330000;-102,06610000
-45,13251759;-289,48330000;-105,66120000
-45,09155759;-289,48330000;-103,86060000
-45,05059759;-289,48330000;-103,86060000
-45,00963759;-294,01530000;-109,25630000
-44,96867759;-298,54730000;-105,66120000
-44,92771759;-294,01530000;-109,25630000
-44,88675759;-298,54730000;-107,46180000
-44,84579759;-294,01530000;-109,25630000
-44,80483759;-298,54730000;-111,05690000
-44,76387759;-298,54730000;-112,85740000
-44,72291759;-298,54730000;-121,84820000
-44,68195759;-298,54730000;-114,65190000
-44,64099759;-298,54730000;-114,65190000
-44,60003759;-298,54730000;-114,65190000
-44,55907759;-298,54730000;-116,45250000
-44,51811759;-307,59600000;-112,85740000
-44,47715759;-298,54730000;-118,24700000
-44,43619759;-298,54730000;-118,24700000
-44,39523759;-298,54730000;-118,24700000
-44,35427759;-303,06400000;-120,04760000
-44,31331759;-303,06400000;-120,04760000
-44,27235759;-298,54730000;-123,64270000
-44,23139759;-303,06400000;-125,44330000
-44,19043759;-303,06400000;-120,04760000
-44,14947759;-307,59600000;-121,84820000
-44,10851759;-307,59600000;-121,84820000
-44,06755759;-307,59600000;-121,84820000
