Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,07818714;9,27762600;72,35329000
-50,03722714;0,22888880;74,15387000
-49,99626714;0,22888880;74,15387000
-49,95530714;-4,30311000;70,55879000
-49,91434714;-8,83510900;66,95761000
-49,87338714;-17,88385000;66,95761000
-49,83242714;-17,88385000;65,16312000
-49,79146714;-26,93258000;65,16312000
-49,75050714;-26,93258000;63,36253000
-49,70954714;-31,46458000;61,56804000
-49,66858714;-35,99658000;65,16312000
-49,62762714;-40,51332000;61,56804000
-49,58666714;-45,04532000;57,96685000
-49,54570714;-45,04532000;57,96685000
-49,50474714;-49,57732000;52,57729000
-49,46378714;-54,09406000;50,77670000
-49,42282714;-58,62605000;52,57729000
-49,38186714;-63,15805000;50,77670000
-49,34090714;-63,15805000;50,77670000
-49,29994714;-72,20679000;50,77670000
-49,25898714;-72,20679000;47,18161000
-49,21802714;-81,25553000;45,38102000
-49,17706714;-81,25553000;43,58654000
-49,13610714;-85,78752000;45,38102000
-49,09514714;-90,31953000;38,19086000
-49,05418714;-94,83626000;38,19086000
-49,01322714;-99,36826000;38,19086000
-48,97226714;-99,36826000;32,79519000
-48,93130714;-108,41700000;34,58968000
-48,89034715;-108,41700000;36,39027000
-48,84938715;-108,41700000;29,20011000
-48,80842715;-117,48100000;27,39952000
-48,76746715;-117,48100000;23,80444000
-48,72650715;-121,99770000;25,59892000
-48,68554715;-126,52970000;23,80444000
-48,64458715;-131,04650000;22,00385000
-48,60362715;-131,04650000;22,00385000
-48,56266715;-135,57850000;20,20936000
-48,52170715;-149,15920000;22,00385000
-48,48074715;-140,11050000;16,60817000
-48,43978715;-144,62720000;14,81368000
-48,39882715;-144,62720000;9,41801200
-48,35786715;-149,15920000;9,41801200
-48,31690715;-153,69120000;7,61742000
-48,27594715;-153,69120000;7,61742000
-48,23498715;-162,73990000;5,82293100
-48,19402715;-162,73990000;7,61742000
-48,15306715;-167,27190000;5,82293100
-48,11210715;-162,73990000;-1,36722900
-48,07114715;-167,27190000;-1,36722900
-48,03018715;-171,78870000;-3,16171700
-47,98922715;-171,78870000;-6,76290100
-47,94826715;-180,85270000;-4,96230900
-47,90730715;-180,85270000;-4,96230900
-47,86634715;-185,36940000;-4,96230900
-47,82538715;-185,36940000;-12,15247000
-47,78442715;-185,36940000;-8,55739000
-47,74346715;-189,90140000;-10,35798000
-47,70250715;-189,90140000;-19,34873000
-47,66154715;-194,43340000;-15,75365000
-47,62058715;-198,95010000;-19,34873000
-47,57962715;-203,48210000;-13,95306000
-47,53866715;-203,48210000;-21,14322000
-47,49770715;-208,01410000;-22,94382000
-47,45674715;-203,48210000;-26,53890000
-47,41578715;-203,48210000;-28,33949000
-47,37482715;-208,01410000;-28,33949000
-47,33386715;-208,01410000;-26,53890000
-47,29290715;-217,06290000;-33,73516000
-47,25194716;-217,06290000;-35,52965000
-47,21098716;-217,06290000;-33,73516000
-47,17002716;-217,06290000;-40,92532000
-47,12906716;-221,59490000;-37,33024000
-47,08810716;-226,11160000;-39,13083000
-47,04714716;-226,11160000;-42,72591000
-47,00618716;-226,11160000;-44,52040000
-46,96522716;-226,11160000;-46,32100000
-46,92426716;-226,11160000;-44,52040000
-46,88330716;-235,17560000;-49,91607000
-46,84234716;-235,17560000;-49,91607000
-46,80138716;-235,17560000;-49,91607000
-46,76042716;-239,69240000;-51,71666000
-46,71946716;-244,22430000;-58,90683000
-46,67850716;-239,69240000;-55,31175000
-46,63754716;-244,22430000;-58,90683000
-46,59658716;-244,22430000;-57,11234000
-46,55562716;-244,22430000;-60,70742000
-46,51466716;-244,22430000;-62,50190000
-46,47370716;-248,75630000;-64,30250000
-46,43274716;-253,27310000;-66,10309000
-46,39178716;-253,27310000;-66,10309000
-46,35082716;-253,27310000;-69,69817000
-46,30986716;-257,80510000;-69,69817000
-46,26890716;-257,80510000;-69,69817000
-46,22794716;-257,80510000;-75,09385000
-46,18698716;-262,33710000;-73,29325000
-46,14602716;-262,33710000;-73,29325000
-46,10506716;-262,33710000;-75,09385000
-46,06410716;-262,33710000;-78,68892000
-46,02314716;-262,33710000;-82,28400000
-45,98218716;-266,85380000;-78,68892000
-45,94122716;-262,33710000;-78,68892000
-45,90026716;-266,85380000;-84,08459000
-45,85930716;-271,38580000;-85,87908000
-45,81834716;-271,38580000;-84,08459000
-45,77738716;-271,38580000;-85,87908000
-45,73642716;-271,38580000;-89,48027000
-45,69546716;-275,90260000;-89,48027000
-45,65450716;-275,90260000;-91,27476000
-45,61354716;-275,90260000;-93,07535000
-45,57258717;-280,43460000;-93,07535000
-45,53162717;-280,43460000;-91,27476000
-45,49066717;-280,43460000;-93,07535000
-45,44970717;-280,43460000;-94,86984000
-45,40874717;-280,43460000;-98,47102000
-45,36778717;-280,43460000;-98,47102000
-45,32682717;-280,43460000;-98,47102000
-45,28586717;-284,96660000;-98,47102000
-45,24490717;-289,48330000;-100,26550000
-45,20394717;-289,48330000;-100,26550000
-45,16298717;-284,96660000;-105,66120000
-45,12202717;-284,96660000;-107,46180000
-45,08106717;-289,48330000;-105,66120000
-45,04010717;-289,48330000;-105,66120000
-44,99914717;-294,01530000;-107,46180000
-44,95818717;-294,01530000;-107,46180000
-44,91722717;-298,54730000;-107,46180000
-44,87626717;-289,48330000;-112,85740000
-44,83530717;-294,01530000;-112,85740000
-44,79434717;-298,54730000;-105,66120000
-44,75338717;-298,54730000;-112,85740000
-44,71242717;-298,54730000;-112,85740000
-44,67146717;-298,54730000;-114,65190000
-44,63050717;-298,54730000;-116,45250000
-44,58954717;-298,54730000;-114,65190000
-44,54858717;-307,59600000;-118,24700000
-44,50762717;-298,54730000;-120,04760000
-44,46666717;-298,54730000;-118,24700000
-44,42570717;-298,54730000;-118,24700000
-44,38474717;-298,54730000;-118,24700000
-44,34378717;-298,54730000;-120,04760000
-44,30282717;-298,54730000;-118,24700000
-44,26186717;-298,54730000;-120,04760000
-44,22090717;-303,06400000;-125,44330000
-44,17994717;-307,59600000;-120,04760000
-44,13898717;-307,59600000;-120,04760000
-44,09802717;-307,59600000;-121,84820000
-44,05706717;-307,59600000;-123,64270000
