Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,06625503;9,27762600;74,15387000
-50,02529503;9,27762600;70,55879000
-49,98433503;-4,30311000;70,55879000
-49,94337503;-8,83510900;72,35329000
-49,90241503;-13,35185000;66,95761000
-49,86145503;-22,41584000;66,95761000
-49,82049503;-22,41584000;65,16312000
-49,77953503;-26,93258000;65,16312000
-49,73857504;-35,99658000;66,95761000
-49,69761504;-35,99658000;59,76745000
-49,65665504;-40,51332000;59,76745000
-49,61569504;-45,04532000;57,96685000
-49,57473504;-49,57732000;57,96685000
-49,53377504;-54,09406000;56,17237000
-49,49281504;-54,09406000;52,57729000
-49,45185504;-58,62605000;52,57729000
-49,41089504;-67,67479000;52,57729000
-49,36993504;-67,67479000;48,97610000
-49,32897504;-72,20679000;48,97610000
-49,28801504;-72,20679000;45,38102000
-49,24705504;-76,73878000;45,38102000
-49,20609504;-81,25553000;43,58654000
-49,16513504;-81,25553000;39,98535000
-49,12417504;-90,31953000;38,19086000
-49,08321504;-94,83626000;38,19086000
-49,04225504;-94,83626000;38,19086000
-49,00129504;-99,36826000;34,58968000
-48,96033504;-103,90030000;34,58968000
-48,91937504;-108,41700000;32,79519000
-48,87841504;-108,41700000;29,20011000
-48,83745504;-117,48100000;29,20011000
-48,79649504;-117,48100000;25,59892000
-48,75553504;-121,99770000;27,39952000
-48,71457504;-126,52970000;27,39952000
-48,67361504;-131,04650000;23,80444000
-48,63265504;-131,04650000;22,00385000
-48,59169504;-135,57850000;20,20936000
-48,55073504;-135,57850000;14,81368000
-48,50977504;-144,62720000;16,60817000
-48,46881504;-144,62720000;16,60817000
-48,42785504;-149,15920000;13,01309000
-48,38689504;-149,15920000;9,41801200
-48,34593504;-153,69120000;11,21860000
-48,30497504;-158,20790000;9,41801200
-48,26401504;-158,20790000;4,02233900
-48,22305504;-162,73990000;5,82293100
-48,18209504;-167,27190000;0,43336280
-48,14113504;-167,27190000;0,43336280
-48,10017504;-171,78870000;0,43336280
-48,05921505;-171,78870000;-4,96230900
-48,01825505;-171,78870000;-3,16171700
-47,97729505;-180,85270000;-4,96230900
-47,93633505;-185,36940000;-6,76290100
-47,89537505;-180,85270000;-6,76290100
-47,85441505;-185,36940000;-8,55739000
-47,81345505;-185,36940000;-12,15247000
-47,77249505;-189,90140000;-13,95306000
-47,73153505;-189,90140000;-15,75365000
-47,69057505;-198,95010000;-17,54814000
-47,64961505;-198,95010000;-19,34873000
-47,60865505;-198,95010000;-19,34873000
-47,56769505;-198,95010000;-21,14322000
-47,52673505;-203,48210000;-24,74441000
-47,48577505;-203,48210000;-24,74441000
-47,44481505;-208,01410000;-26,53890000
-47,40385505;-208,01410000;-31,93457000
-47,36289505;-208,01410000;-26,53890000
-47,32193505;-217,06290000;-30,13398000
-47,28097505;-217,06290000;-35,52965000
-47,24001505;-217,06290000;-33,73516000
-47,19905505;-217,06290000;-33,73516000
-47,15809505;-226,11160000;-37,33024000
-47,11713505;-226,11160000;-40,92532000
-47,07617505;-221,59490000;-46,32100000
-47,03521505;-226,11160000;-44,52040000
-46,99425505;-235,17560000;-46,32100000
-46,95329505;-230,64360000;-44,52040000
-46,91233505;-230,64360000;-49,91607000
-46,87137505;-235,17560000;-49,91607000
-46,83041505;-235,17560000;-51,71666000
-46,78945505;-239,69240000;-53,51115000
-46,74849505;-239,69240000;-55,31175000
-46,70753505;-244,22430000;-55,31175000
-46,66657505;-244,22430000;-57,11234000
-46,62561505;-244,22430000;-57,11234000
-46,58465505;-244,22430000;-58,90683000
-46,54369505;-244,22430000;-62,50190000
-46,50273505;-253,27310000;-62,50190000
-46,46177505;-253,27310000;-66,10309000
-46,42081506;-253,27310000;-64,30250000
-46,37985506;-257,80510000;-66,10309000
-46,33889506;-253,27310000;-69,69817000
-46,29793506;-262,33710000;-71,49266000
-46,25697506;-262,33710000;-69,69817000
-46,21601506;-262,33710000;-73,29325000
-46,17505506;-262,33710000;-76,88834000
-46,13409506;-262,33710000;-76,88834000
-46,09313506;-262,33710000;-76,88834000
-46,05217506;-262,33710000;-78,68892000
-46,01121506;-271,38580000;-76,88834000
-45,97025506;-271,38580000;-84,08459000
-45,92929506;-271,38580000;-82,28400000
-45,88833506;-271,38580000;-85,87908000
-45,84737506;-271,38580000;-85,87908000
-45,80641506;-271,38580000;-84,08459000
-45,76545506;-275,90260000;-80,48952000
-45,72449506;-271,38580000;-89,48027000
-45,68353506;-280,43460000;-89,48027000
-45,64257506;-275,90260000;-91,27476000
-45,60161506;-275,90260000;-94,86984000
-45,56065506;-280,43460000;-93,07535000
-45,51969506;-280,43460000;-93,07535000
-45,47873506;-280,43460000;-93,07535000
-45,43777506;-280,43460000;-98,47102000
-45,39681506;-280,43460000;-98,47102000
-45,35585506;-280,43460000;-98,47102000
-45,31489506;-284,96660000;-102,06610000
-45,27393506;-284,96660000;-100,26550000
-45,23297506;-289,48330000;-105,66120000
-45,19201506;-289,48330000;-103,86060000
-45,15105506;-294,01530000;-100,26550000
-45,11009506;-289,48330000;-103,86060000
-45,06913506;-289,48330000;-103,86060000
-45,02817506;-289,48330000;-109,25630000
-44,98721506;-294,01530000;-109,25630000
-44,94625506;-294,01530000;-112,85740000
-44,90529506;-303,06400000;-103,86060000
-44,86433506;-298,54730000;-109,25630000
-44,82337506;-298,54730000;-109,25630000
-44,78241507;-298,54730000;-112,85740000
-44,74145507;-298,54730000;-116,45250000
-44,70049507;-298,54730000;-112,85740000
-44,65953507;-298,54730000;-114,65190000
-44,61857507;-298,54730000;-116,45250000
-44,57761507;-298,54730000;-116,45250000
-44,53665507;-298,54730000;-116,45250000
-44,49569507;-298,54730000;-120,04760000
-44,45473507;-298,54730000;-120,04760000
-44,41377507;-303,06400000;-120,04760000
-44,37281507;-307,59600000;-116,45250000
-44,33185507;-298,54730000;-120,04760000
-44,29089507;-307,59600000;-120,04760000
-44,24993507;-307,59600000;-123,64270000
-44,20897507;-307,59600000;-121,84820000
-44,16801507;-307,59600000;-118,24700000
-44,12705507;-307,59600000;-125,44330000
-44,08609507;-303,06400000;-125,44330000
-44,04513507;-307,59600000;-120,04760000
