Frequenz;Kanal A;Kanal B
(ms);(mV);(mV)

-50,07578060;4,74562800;74,15387000
-50,03482060;0,22888880;74,15387000
-49,99386060;-8,83510900;72,35329000
-49,95290060;-8,83510900;66,95761000
-49,91194060;-13,35185000;68,75820000
-49,87098060;-22,41584000;66,95761000
-49,83002060;-22,41584000;66,95761000
-49,78906060;-26,93258000;63,36253000
-49,74810060;-31,46458000;61,56804000
-49,70714060;-35,99658000;59,76745000
-49,66618060;-40,51332000;59,76745000
-49,62522060;-45,04532000;59,76745000
-49,58426060;-45,04532000;59,76745000
-49,54330060;-45,04532000;54,37177000
-49,50234060;-54,09406000;50,77670000
-49,46138060;-58,62605000;54,37177000
-49,42042060;-63,15805000;48,97610000
-49,37946060;-67,67479000;48,97610000
-49,33850060;-72,20679000;48,97610000
-49,29754061;-81,25553000;52,57729000
-49,25658061;-76,73878000;48,97610000
-49,21562061;-81,25553000;45,38102000
-49,17466061;-81,25553000;39,98535000
-49,13370061;-90,31953000;38,19086000
-49,09274061;-94,83626000;38,19086000
-49,05178061;-99,36826000;38,19086000
-49,01082061;-99,36826000;36,39027000
-48,96986061;-99,36826000;34,58968000
-48,92890061;-108,41700000;30,99460000
-48,88794061;-112,94900000;34,58968000
-48,84698061;-117,48100000;30,99460000
-48,80602061;-117,48100000;27,39952000
-48,76506061;-117,48100000;30,99460000
-48,72410061;-126,52970000;23,80444000
-48,68314061;-131,04650000;22,00385000
-48,64218061;-135,57850000;22,00385000
-48,60122061;-135,57850000;23,80444000
-48,56026061;-135,57850000;14,81368000
-48,51930061;-140,11050000;13,01309000
-48,47834061;-144,62720000;13,01309000
-48,43738061;-149,15920000;9,41801200
-48,39642061;-153,69120000;9,41801200
-48,35546061;-153,69120000;9,41801200
-48,31450061;-153,69120000;9,41801200
-48,27354061;-162,73990000;4,02233900
-48,23258061;-162,73990000;4,02233900
-48,19162061;-171,78870000;9,41801200
-48,15066061;-167,27190000;-1,36722900
-48,10970061;-171,78870000;2,22785100
-48,06874061;-171,78870000;0,43336280
-48,02778061;-171,78870000;-1,36722900
-47,98682061;-176,32070000;-6,76290100
-47,94586061;-180,85270000;-8,55739000
-47,90490061;-180,85270000;-6,76290100
-47,86394061;-180,85270000;-10,35798000
-47,82298061;-189,90140000;-13,95306000
-47,78202061;-189,90140000;-12,15247000
-47,74106061;-189,90140000;-15,75365000
-47,70010061;-189,90140000;-17,54814000
-47,65914061;-194,43340000;-15,75365000
-47,61818062;-198,95010000;-21,14322000
-47,57722062;-198,95010000;-26,53890000
-47,53626062;-203,48210000;-24,74441000
-47,49530062;-208,01410000;-26,53890000
-47,45434062;-208,01410000;-22,94382000
-47,41338062;-208,01410000;-24,74441000
-47,37242062;-212,53090000;-30,13398000
-47,33146062;-217,06290000;-35,52965000
-47,29050062;-217,06290000;-33,73516000
-47,24954062;-217,06290000;-33,73516000
-47,20858062;-217,06290000;-33,73516000
-47,16762062;-221,59490000;-35,52965000
-47,12666062;-226,11160000;-40,92532000
-47,08570062;-226,11160000;-40,92532000
-47,04474062;-226,11160000;-42,72591000
-47,00378062;-226,11160000;-44,52040000
-46,96282062;-230,64360000;-46,32100000
-46,92186062;-235,17560000;-46,32100000
-46,88090062;-235,17560000;-48,12158000
-46,83994062;-239,69240000;-51,71666000
-46,79898062;-239,69240000;-53,51115000
-46,75802062;-244,22430000;-55,31175000
-46,71706062;-244,22430000;-55,31175000
-46,67610062;-244,22430000;-57,11234000
-46,63514062;-244,22430000;-57,11234000
-46,59418062;-248,75630000;-58,90683000
-46,55322062;-248,75630000;-62,50190000
-46,51226062;-253,27310000;-64,30250000
-46,47130062;-253,27310000;-67,89758000
-46,43034062;-253,27310000;-66,10309000
-46,38938062;-253,27310000;-66,10309000
-46,34842062;-253,27310000;-69,69817000
-46,30746062;-253,27310000;-69,69817000
-46,26650062;-262,33710000;-69,69817000
-46,22554062;-262,33710000;-75,09385000
-46,18458062;-262,33710000;-76,88834000
-46,14362062;-262,33710000;-75,09385000
-46,10266062;-262,33710000;-78,68892000
-46,06170062;-262,33710000;-76,88834000
-46,02074062;-262,33710000;-78,68892000
-45,97978063;-266,85380000;-80,48952000
-45,93882063;-266,85380000;-84,08459000
-45,89786063;-271,38580000;-84,08459000
-45,85690063;-262,33710000;-85,87908000
-45,81594063;-275,90260000;-85,87908000
-45,77498063;-275,90260000;-85,87908000
-45,73402063;-271,38580000;-89,48027000
-45,69306063;-271,38580000;-91,27476000
-45,65210063;-275,90260000;-89,48027000
-45,61114063;-280,43460000;-91,27476000
-45,57018063;-280,43460000;-94,86984000
-45,52922063;-280,43460000;-96,67043000
-45,48826063;-280,43460000;-93,07535000
-45,44730063;-280,43460000;-96,67043000
-45,40634063;-289,48330000;-91,27476000
-45,36538063;-284,96660000;-98,47102000
-45,32442063;-284,96660000;-103,86060000
-45,28346063;-280,43460000;-102,06610000
-45,24250063;-289,48330000;-100,26550000
-45,20154063;-289,48330000;-102,06610000
-45,16058063;-298,54730000;-96,67043000
-45,11962063;-289,48330000;-105,66120000
-45,07866063;-289,48330000;-107,46180000
-45,03770063;-289,48330000;-107,46180000
-44,99674063;-294,01530000;-109,25630000
-44,95578063;-298,54730000;-107,46180000
-44,91482063;-298,54730000;-105,66120000
-44,87386063;-294,01530000;-112,85740000
-44,83290063;-298,54730000;-111,05690000
-44,79194063;-298,54730000;-112,85740000
-44,75098063;-298,54730000;-114,65190000
-44,71002063;-298,54730000;-112,85740000
-44,66906063;-298,54730000;-114,65190000
-44,62810063;-298,54730000;-118,24700000
-44,58714063;-298,54730000;-114,65190000
-44,54618063;-307,59600000;-112,85740000
-44,50522063;-298,54730000;-116,45250000
-44,46426063;-298,54730000;-118,24700000
-44,42330063;-298,54730000;-121,84820000
-44,38234063;-303,06400000;-120,04760000
-44,34138064;-307,59600000;-120,04760000
-44,30042064;-298,54730000;-129,03840000
-44,25946064;-303,06400000;-121,84820000
-44,21850064;-307,59600000;-120,04760000
-44,17754064;-303,06400000;-123,64270000
-44,13658064;-307,59600000;-123,64270000
-44,09562064;-307,59600000;-123,64270000
-44,05466064;-316,64480000;-118,24700000
