Zeit;Kanal B;Invertieren A
(ms);(V);(mV)

-50,08440465;1,85918800;-0,07324442
-50,04344465;1,85918800;1,73955500
-50,00248465;1,90420200;3,55235400
-49,96152465;1,90420200;3,55235400
-49,92056465;1,94937000;3,55235400
-49,87960465;1,94937000;8,98464900
-49,83864465;1,94937000;8,98464900
-49,79768465;1,99438500;14,41694000
-49,75672465;1,99438500;16,22974000
-49,71576465;1,99438500;18,04254000
-49,67480465;1,99438500;32,53273000
-49,63384465;2,03955200;18,04254000
-49,59288465;2,03955200;21,66204000
-49,55192465;2,03955200;21,66204000
-49,51096465;2,03955200;25,28764000
-49,47000465;2,03955200;25,28764000
-49,42904465;2,03955200;25,28764000
-49,38808465;2,03955200;28,90713000
-49,34712465;2,03955200;32,53273000
-49,30616465;2,03955200;32,53273000
-49,26520465;2,03955200;34,33942000
-49,22424465;2,03955200;34,33942000
-49,18328465;2,03955200;37,96502000
-49,14232465;2,03955200;39,77782000
-49,10136465;2,03955200;39,77782000
-49,06040465;2,03955200;43,39732000
-49,01944465;2,03955200;43,39732000
-48,97848465;2,08471900;47,02292000
-48,93752465;2,08471900;47,02292000
-48,89656465;2,03955200;47,02292000
-48,85560465;2,03955200;52,45521000
-48,81464466;2,03955200;54,26801000
-48,77368466;2,03955200;52,45521000
-48,73272466;2,08471900;61,51311000
-48,69176466;2,03955200;57,88750000
-48,65080466;2,03955200;57,88750000
-48,60984466;2,08471900;61,51311000
-48,56888466;2,08471900;61,51311000
-48,52792466;2,08471900;61,51311000
-48,48696466;2,08471900;66,94540000
-48,44600466;2,03955200;68,75820000
-48,40504466;2,08471900;66,94540000
-48,36408466;2,08471900;68,75820000
-48,32312466;2,08471900;70,56490000
-48,28216466;2,08471900;70,56490000
-48,24120466;2,08471900;72,37769000
-48,20024466;2,08471900;74,19049000
-48,15928466;2,08471900;74,19049000
-48,11832466;2,08471900;77,80999000
-48,07736466;2,03955200;76,00330000
-48,03640466;2,03955200;81,43559000
-47,99544466;2,08471900;83,24839000
-47,95448466;2,03955200;79,62280000
-47,91352466;2,03955200;86,86789000
-47,87256466;2,03955200;86,86789000
-47,83160466;2,03955200;86,86789000
-47,79064466;2,03955200;90,49348000
-47,74968466;2,03955200;90,49348000
-47,70872466;2,03955200;90,49348000
-47,66776466;2,03955200;90,49348000
-47,62680466;2,03955200;94,11298000
-47,58584466;2,03955200;94,11298000
-47,54488466;1,99438500;97,73858000
-47,50392466;1,99438500;97,73858000
-47,46296466;1,99438500;97,73858000
-47,42200466;1,94937000;99,54527000
-47,38104466;1,94937000;97,73858000
-47,34008466;1,90420200;101,35810000
-47,29912466;1,85918800;103,17090000
-47,25816466;1,85918800;104,98370000
-47,21720466;1,85918800;106,79040000
-47,17624467;1,85918800;104,98370000
-47,13528467;1,81402000;108,60320000
-47,09432467;1,81402000;106,79040000
-47,05336467;1,76885300;110,41600000
-47,01240467;1,76885300;110,41600000
-46,97144467;1,72383800;104,98370000
-46,93048467;1,72383800;114,03550000
-46,88952467;1,67867100;112,22880000
-46,84856467;1,67867100;112,22880000
-46,80760467;1,67867100;115,84830000
-46,76664467;1,63350300;117,66110000
-46,72568467;1,63350300;117,66110000
-46,68472467;1,63350300;117,66110000
-46,64376467;1,58848800;110,41600000
-46,60280467;1,58848800;119,47390000
-46,56184467;1,58848800;121,28050000
-46,52088467;1,54332100;123,09340000
-46,47992467;1,49830600;121,28050000
-46,43896467;1,49830600;124,90620000
-46,39800467;1,49830600;124,90620000
-46,35704467;1,49830600;124,90620000
-46,31608467;1,49830600;126,71890000
-46,27512467;1,49830600;126,71890000
-46,23416467;1,45313900;126,71890000
-46,19320467;1,45313900;126,71890000
-46,15224467;1,45313900;130,33850000
-46,11128467;1,40797100;132,15130000
-46,07032467;1,36295700;132,15130000
-46,02936467;1,36295700;130,33850000
-45,98840467;1,31778900;133,96410000
-45,94744467;1,31778900;133,96410000
-45,90648467;1,31778900;133,96410000
-45,86552467;1,31778900;133,96410000
-45,82456467;1,27262200;133,96410000
-45,78360467;1,27262200;133,96410000
-45,74264467;1,22760700;137,58350000
-45,70168467;1,22760700;137,58350000
-45,66072467;1,18244000;137,58350000
-45,61976467;1,13742500;137,58350000
-45,57880467;1,13742500;137,58350000
-45,53784467;1,09225700;153,88650000
-45,49688468;1,09225700;139,39630000
-45,45592468;1,04709000;139,39630000
-45,41496468;1,00207500;141,20920000
-45,37400468;0,95690790;139,39630000
-45,33304468;0,95690790;141,20920000
-45,29208468;0,95690790;141,20920000
-45,25112468;0,91174050;141,20920000
-45,21016468;0,91174050;141,20920000
-45,16920468;0,91174050;143,01580000
-45,12824468;0,86672570;144,82860000
-45,08728468;0,86672570;143,01580000
-45,04632468;0,82155830;143,01580000
-45,00536468;0,82155830;144,82860000
-44,96440468;0,77654350;144,82860000
-44,92344468;0,77654350;144,82860000
-44,88248468;0,77654350;146,64140000
-44,84152468;0,73137610;146,64140000
-44,80056468;0,68620870;146,64140000
-44,75960468;0,64119390;143,01580000
-44,71864468;0,59602650;144,82860000
-44,67768468;0,59602650;152,07370000
-44,63672468;0,55085910;146,64140000
-44,59576468;0,50584430;144,82860000
-44,55480468;0,46067690;146,64140000
-44,51384468;0,41566210;146,64140000
-44,47288468;0,41566210;148,45420000
-44,43192468;0,41566210;146,64140000
-44,39096468;0,32532730;146,64140000
-44,35000468;0,28031250;148,45420000
-44,30904468;0,23514510;144,82860000
-44,26808468;0,23514510;144,82860000
-44,22712468;0,18997770;144,82860000
-44,18616468;0,18997770;144,82860000
-44,14520468;0,14496290;144,82860000
-44,10424468;0,09979553;144,82860000
-44,06328468;0,05478073;144,82860000
-44,02232468;0,05478073;144,82860000
-43,98136468;0,05478073;144,82860000
-43,94040468;0,00976592;144,82860000
-43,89944468;0,00976592;144,82860000
-43,85848469;-0,03540147;141,20920000
-43,81752469;-0,03540147;143,01580000
-43,77656469;-0,08041627;141,20920000
-43,73560469;-0,12558370;143,01580000
-43,69464469;-0,12558370;143,01580000
-43,65368469;-0,12558370;139,39630000
-43,61272469;-0,17075110;137,58350000
-43,57176469;-0,21576590;139,39630000
-43,53080469;-0,26093330;137,58350000
-43,48984469;-0,30610060;133,96410000
-43,44888469;-0,30610060;135,77080000
-43,40792469;-0,30610060;133,96410000
-43,36696469;-0,35111550;133,96410000
-43,32600469;-0,39628290;132,15130000
-43,28504469;-0,44129770;130,33850000
-43,24408469;-0,48646500;130,33850000
-43,20312469;-0,48646500;128,52570000
-43,16216469;-0,48646500;128,52570000
-43,12120469;-0,48646500;124,90620000
-43,08024469;-0,53163240;124,90620000
-43,03928469;-0,57664720;123,09340000
-42,99832469;-0,57664720;119,47390000
-42,95736469;-0,62181460;119,47390000
-42,91640469;-0,66698200;119,47390000
-42,87544469;-0,66698200;119,47390000
-42,83448469;-0,66698200;121,28050000
-42,79352469;-0,66698200;115,84830000
-42,75256469;-0,71199690;112,22880000
-42,71160469;-0,71199690;112,22880000
-42,67064469;-0,75716420;112,22880000
-42,62968469;-0,75716420;108,60320000
-42,58872469;-0,84734640;108,60320000
-42,54776469;-0,84734640;108,60320000
-42,50680469;-0,84734640;101,35810000
-42,46584469;-0,89251380;103,17090000
-42,42488469;-0,89251380;101,35810000
-42,38392469;-0,93752860;101,35810000
-42,34296469;-0,98269600;97,73858000
-42,30200469;-1,02786300;97,73858000
-42,26104469;-1,02786300;95,92578000
-42,22008470;-1,02786300;94,11298000
-42,17912470;-1,07287800;92,30018000
-42,13816470;-1,11804600;90,49348000
-42,09720470;-1,11804600;88,68069000
-42,05624470;-1,16306000;85,05508000
-42,01528470;-1,20822800;86,86789000
