t / s	&b_A1 / rad
14,9	-1,25
15,0	-1,03
15,1	-0,70
15,2	-0,30
15,3	0,14
15,4	0,55
15,5	0,90
15,6	1,15
15,7	1,26
15,8	1,23
15,9	1,08
16,0	0,80
16,1	0,44
16,2	0,03
16,3	-0,37
16,4	-0,74
16,5	-1,01
16,6	-1,18
16,7	-1,22
16,8	-1,12
16,9	-0,90
17,0	-0,59
17,1	-0,21
17,2	0,18
17,3	0,55
17,4	0,86
17,5	1,07
17,6	1,15
17,7	1,11
17,8	0,95
17,9	0,69
18,0	0,35
18,1	-0,03
18,2	-0,39
18,3	-0,71
18,4	-0,95
18,5	-1,09
18,6	-1,10
18,7	-1,00
18,8	-0,78
18,9	-0,49
19,0	-0,14
19,1	0,21
19,2	0,55
19,3	0,81
19,4	0,99
19,5	1,05
19,6	1,00
19,7	0,83
19,8	0,59
19,9	0,27
20,0	-0,07
20,1	-0,40
20,2	-0,69
20,3	-0,89
20,4	-1,00
20,5	-0,99
20,6	-0,89
20,7	-0,68
20,8	-0,40
20,9	-0,08
21,0	0,24
21,1	0,54
21,2	0,77
21,3	0,91
21,4	0,95
21,5	0,90
21,6	0,74
21,7	0,49
21,8	0,20
21,9	-0,11
22,0	-0,41
22,1	-0,65
22,2	-0,83
22,3	-0,91
22,4	-0,89
22,5	-0,78
22,6	-0,58
22,7	-0,32
22,8	-0,03
22,9	0,26
23,0	0,52
23,1	0,72
23,2	0,83
23,3	0,87
23,4	0,79
23,5	0,63
23,6	0,41
23,7	0,14
23,8	-0,13
23,9	-0,40
24,0	-0,61
24,1	-0,77
24,2	-0,83
24,3	-0,80
24,4	-0,69
24,5	-0,49
24,6	-0,25
24,7	0,01
24,8	0,27
24,9	0,50
25,0	0,67
25,1	0,77
25,2	0,78
25,3	0,70
25,4	0,55
25,5	0,34
25,6	0,09
25,7	-0,16
25,8	-0,39
25,9	-0,58
26,0	-0,71
26,1	-0,75
26,2	-0,71
26,3	-0,60
26,4	-0,42
26,5	-0,19
26,6	0,05
26,7	0,28
26,8	0,48
26,9	0,63
27,0	0,70
27,1	0,70
27,2	0,62
27,3	0,47
27,4	0,27
27,5	0,05
27,6	-0,17
27,7	-0,39
27,8	-0,55
27,9	-0,65
28,0	-0,68
28,1	-0,63
28,2	-0,52
28,3	-0,35
28,4	-0,14
28,5	0,07
28,6	0,28
28,7	0,46
28,8	0,58
28,9	0,63
29,0	0,63
29,1	0,55
29,2	0,40
29,3	0,22
29,4	0,01
29,5	-0,19
29,6	-0,37
29,7	-0,51
29,8	-0,59
29,9	-0,61
30,0	-0,56
30,1	-0,45
30,2	-0,29
30,3	-0,10
30,4	0,10
30,5	0,28
30,6	0,43
30,7	0,54
30,8	0,58
30,9	0,55
31,0	0,47
31,1	0,34
31,2	0,17
31,3	-0,01
31,4	-0,21
31,5	-0,36
31,6	-0,48
31,7	-0,54
31,8	-0,55
31,9	-0,49
32,0	-0,38
32,1	-0,23
32,2	-0,06
32,3	0,11
32,4	0,28
32,5	0,41
32,6	0,49
32,7	0,52
32,8	0,49
32,9	0,41
33,0	0,28
33,1	0,13
33,2	-0,05
33,3	-0,21
33,4	-0,34
33,5	-0,45
33,6	-0,49
33,7	-0,49
33,8	-0,43
33,9	-0,33
34,0	-0,19
34,1	-0,03
34,2	0,13
34,3	0,27
34,4	0,39
34,5	0,45
34,6	0,47
34,7	0,43
34,8	0,35
34,9	0,23
35,0	0,09
35,1	-0,07
35,2	-0,21
35,3	-0,33
35,4	-0,41
35,5	-0,45
35,6	-0,43
35,7	-0,37
35,8	-0,27
35,9	-0,15
36,0	0,00
36,1	0,14
36,2	0,27
36,3	0,36
36,4	0,41
36,5	0,42
36,6	0,39
36,7	0,31
36,8	0,19
36,9	0,06
37,0	-0,08
37,1	-0,21
37,2	-0,31
37,3	-0,37
37,4	-0,40
37,5	-0,38
37,6	-0,33
37,7	-0,23
37,8	-0,11
37,9	0,02
38,0	0,15
38,1	0,26
38,2	0,33
38,3	0,38
38,4	0,38
38,5	0,34
38,6	0,26
38,7	0,15
38,8	0,03
38,9	-0,09
39,0	-0,20
39,1	-0,29
39,2	-0,34
39,3	-0,36
39,4	-0,34
39,5	-0,28
39,6	-0,19
39,7	-0,08
39,8	0,03
39,9	0,15
40,0	0,24
40,1	0,31
40,2	0,34
40,3	0,33
40,4	0,29
40,5	0,22
40,6	0,11
40,7	0,01
40,8	-0,10
40,9	-0,20
41,0	-0,27
41,1	-0,31
41,2	-0,33
41,3	-0,29
41,4	-0,24
41,5	-0,15
41,6	-0,05
41,7	0,05
41,8	0,15
41,9	0,23
42,0	0,28
42,1	0,31
42,2	0,29
42,3	0,25
42,4	0,18
42,5	0,09
42,6	-0,01
42,7	-0,11
42,8	-0,19
42,9	-0,25
43,0	-0,29
43,1	-0,29
43,2	-0,26
43,3	-0,20
43,4	-0,13
43,5	-0,03
43,6	0,06
43,7	0,15
43,8	0,22
43,9	0,26
44,0	0,27
44,1	0,26
44,2	0,21
44,3	0,15
44,4	0,07
44,5	-0,03
44,6	-0,11
44,7	-0,18
44,8	-0,23
44,9	-0,25
45,0	-0,25
45,1	-0,22
45,2	-0,17
45,3	-0,09
45,4	-0,01
45,5	0,07
45,6	0,15
45,7	0,20
45,8	0,23
45,9	0,24
46,0	0,23
46,1	0,18
46,2	0,11
46,3	0,04
46,4	-0,04
46,5	-0,11
46,6	-0,17
46,7	-0,21
46,8	-0,23
46,9	-0,22
47,0	-0,19
47,1	-0,14
47,2	-0,07
47,3	0,00
47,4	0,07
47,5	0,14
47,6	0,19
47,7	0,21
47,8	0,22
47,9	0,19
48,0	0,15
48,1	0,09
48,2	0,03
48,3	-0,05
48,4	-0,11
48,5	-0,16
48,6	-0,19
48,7	-0,21
48,8	-0,19
48,9	-0,16
49,0	-0,11
49,1	-0,05
49,2	0,02
49,3	0,08
49,4	0,14
49,5	0,17
49,6	0,19
49,7	0,19
49,8	0,16
49,9	0,12
50,0	0,07
50,1	0,00
50,2	-0,05
50,3	-0,11
50,4	-0,15
50,5	-0,17
50,6	-0,18
50,7	-0,17
50,8	-0,13
50,9	-0,09
51,0	-0,03
51,1	0,03
51,2	0,09
51,3	0,13
51,4	0,15
51,5	0,17
51,6	0,16
51,7	0,14
51,8	0,10
51,9	0,04
52,0	-0,01
52,1	-0,06
52,2	-0,11
52,3	-0,14
52,4	-0,16
52,5	-0,16
52,6	-0,14
52,7	-0,11
52,8	-0,06
52,9	-0,01
53,0	0,04
53,1	0,08
53,2	0,12
53,3	0,15
53,4	0,15
53,5	0,14
53,6	0,11
53,7	0,07
53,8	0,03
53,9	-0,02
54,0	-0,06
54,1	-0,10
54,2	-0,13
54,3	-0,14
54,4	-0,14
54,5	-0,12
54,6	-0,09
54,7	-0,05
54,8	0,00
54,9	0,04
55,0	0,08
55,1	0,11
55,2	0,13
55,3	0,13
55,4	0,12
55,5	0,09
55,6	0,06
55,7	0,02
55,8	-0,03
55,9	-0,06
56,0	-0,09
56,1	-0,12
56,2	-0,13
56,3	-0,12
56,4	-0,10
56,5	-0,07
56,6	-0,03
56,7	0,01
56,8	0,05
56,9	0,08
57,0	0,11
57,1	0,11
57,2	0,11
57,3	0,11
57,4	0,07
57,5	0,04
57,6	0,01
57,7	-0,03
57,8	-0,06
57,9	-0,09
58,0	-0,11
58,1	-0,11
58,2	-0,10
58,3	-0,09
58,4	-0,05
58,5	-0,02
58,6	0,01
58,7	0,05
58,8	0,07
58,9	0,09
59,0	0,10
59,1	0,10
59,2	0,09
59,3	0,07
59,4	0,03
59,5	0,00
59,6	-0,03
59,7	-0,06
59,8	-0,09
59,9	-0,09
60,0	-0,09
60,1	-0,09
60,2	-0,07
60,3	-0,05
60,4	-0,01
60,5	0,02
60,6	0,05
60,7	0,07
60,8	0,08
60,9	0,09
61,0	0,09
61,1	0,07
61,2	0,05
61,3	0,03
61,4	-0,01
61,5	-0,03
61,6	-0,06
61,7	-0,08
61,8	-0,09
61,9	-0,09
62,0	-0,08
62,1	-0,06
62,2	-0,03
62,3	-0,01
62,4	0,02
62,5	0,04
62,6	0,07
62,7	0,07
62,8	0,08
62,9	0,07
63,0	0,06
63,1	0,04
63,2	0,02
63,3	-0,01
63,4	-0,03
63,5	-0,05
63,6	-0,07
63,7	-0,07
63,8	-0,07
63,9	-0,06
64,0	-0,05
64,1	-0,03
64,2	-0,01
64,3	0,02
64,4	0,04
64,5	0,06
64,6	0,07
64,7	0,07
64,8	0,07
64,9	0,05
65,0	0,03
65,1	0,01
65,2	-0,01
65,3	-0,03
65,4	-0,05
65,5	-0,06
65,6	-0,06
65,7	-0,06
65,8	-0,05
65,9	-0,04
66,0	-0,02
66,1	0,00
66,2	0,02
66,3	0,04
66,4	0,05
66,5	0,06
66,6	0,06
66,7	0,05
66,8	0,04
66,9	0,03
67,0	0,01
67,1	-0,01
67,2	-0,03
67,3	-0,05
67,4	-0,05
67,5	-0,05
67,6	-0,05
67,7	-0,05
67,8	-0,03
67,9	-0,01
68,0	0,00
68,1	0,02
68,2	0,03
68,3	0,05
68,4	0,05
68,5	0,05
68,6	0,04
68,7	0,03
68,8	0,02
68,9	0,00
69,0	-0,01
69,1	-0,03
69,2	-0,04
69,3	-0,05
69,4	-0,05
69,5	-0,05
69,6	-0,04
69,7	-0,02
69,8	-0,01
69,9	0,01
70,0	0,02
70,1	0,03
70,2	0,04
70,3	0,04
70,4	0,04
70,5	0,03
70,6	0,03
70,7	0,01
70,8	0,00
70,9	-0,01
71,0	-0,03
71,1	-0,04
71,2	-0,04
71,3	-0,04
71,4	-0,04
71,5	-0,03
71,6	-0,02
71,7	-0,01
71,8	0,01
71,9	0,02
72,0	0,03
72,1	0,03
72,2	0,03
72,3	0,03
72,4	0,03
72,5	0,02
72,6	0,01
72,7	-0,01
72,8	-0,01
72,9	-0,02
73,0	-0,03
73,1	-0,03
73,2	-0,03
73,3	-0,03
73,4	-0,02
73,5	-0,01
73,6	-0,01
73,7	0,01
73,8	0,02
73,9	0,03
74,0	0,03
74,1	0,03
74,2	0,03
74,3	0,03
74,4	0,02
74,5	0,01
74,6	-0,01
74,7	-0,01
74,8	-0,02
74,9	-0,03
75,0	-0,03
75,1	-0,03
75,2	-0,02
75,3	-0,02
75,4	-0,01
75,5	0,00
75,6	0,01
75,7	0,02
75,8	0,02
75,9	0,03
76,0	0,03
76,1	0,03
76,2	0,02
76,3	0,01
76,4	0,00
76,5	-0,01
76,6	-0,01
76,7	-0,02
76,8	-0,02
76,9	-0,02
77,0	-0,02
77,1	-0,02
77,2	-0,01
77,3	-0,01
77,4	0,00
77,5	0,01
77,6	0,01
77,7	0,02
77,8	0,02
77,9	0,02
78,0	0,02
78,1	0,01
78,2	0,01
78,3	0,00
78,4	-0,01
78,5	-0,01
78,6	-0,01
78,7	-0,01
78,8	-0,02
78,9	-0,02
79,0	-0,01
79,1	-0,01
79,2	-0,01
79,3	0,00
79,4	0,01
79,5	0,01
79,6	0,01
79,7	0,02
79,8	0,02
79,9	0,01
80,0	0,01
80,1	0,00
80,2	0,00
80,3	-0,01
80,4	-0,01
80,5	-0,01
80,6	-0,01
80,7	-0,01
80,8	-0,01
80,9	-0,01
81,0	-0,01
81,1	-0,01
81,2	0,00
81,3	0,01
81,4	0,01
81,5	0,01
81,6	0,01
81,7	0,01
81,8	0,01
81,9	0,01
82,0	0,00
82,1	0,00
82,2	-0,01
82,3	-0,01
82,4	-0,01
82,5	-0,01
82,6	-0,01
82,7	-0,01
82,8	-0,01
82,9	-0,01
83,0	0,00
83,1	0,00
83,2	0,00
83,3	0,01
83,4	0,01
83,5	0,01
83,6	0,01
83,7	0,01
83,8	0,00
83,9	0,00
84,0	0,00
84,1	-0,01
84,2	-0,01
84,3	-0,01
84,4	-0,01
84,5	-0,01
84,6	-0,01
84,7	-0,01
84,8	-0,01
84,9	0,00
85,0	0,00
85,1	0,00
85,2	0,00
85,3	0,00
85,4	0,00
85,5	0,00
85,6	0,00
85,7	0,00
85,8	0,00
85,9	0,00
86,0	0,00
86,1	-0,01
86,2	-0,01
86,3	-0,01
86,4	-0,01
86,5	-0,01
86,6	-0,01
86,7	0,00
