t / s	&b_A1 / rad
30,3	-0,84
30,4	-0,99
30,5	-1,09
30,6	-1,15
30,7	-1,16
30,8	-1,10
30,9	-1,00
31,0	-0,86
31,1	-0,69
31,2	-0,52
31,3	-0,36
31,4	-0,22
31,5	-0,13
31,6	-0,10
31,7	-0,12
31,8	-0,19
31,9	-0,31
32,0	-0,46
32,1	-0,63
32,2	-0,80
32,3	-0,94
32,4	-1,05
32,5	-1,13
32,6	-1,14
32,7	-1,10
32,8	-1,01
32,9	-0,88
33,0	-0,73
33,1	-0,56
33,2	-0,40
33,3	-0,26
33,4	-0,17
33,5	-0,12
33,6	-0,13
33,7	-0,19
33,8	-0,29
33,9	-0,44
34,0	-0,60
34,1	-0,76
34,2	-0,91
34,3	-1,02
34,4	-1,09
34,5	-1,12
34,6	-1,09
34,7	-1,01
34,8	-0,89
34,9	-0,75
35,0	-0,59
35,1	-0,43
35,2	-0,30
35,3	-0,20
35,4	-0,15
35,5	-0,14
35,6	-0,19
35,7	-0,29
35,8	-0,42
35,9	-0,57
36,0	-0,73
36,1	-0,87
36,2	-0,99
36,3	-1,06
36,4	-1,09
36,5	-1,08
36,6	-1,01
36,7	-0,91
36,8	-0,77
36,9	-0,61
37,0	-0,47
37,1	-0,33
37,2	-0,23
37,3	-0,17
37,4	-0,16
37,5	-0,20
37,6	-0,29
37,7	-0,41
37,8	-0,55
37,9	-0,70
38,0	-0,84
38,1	-0,95
38,2	-1,03
38,3	-1,07
38,4	-1,06
38,5	-1,01
38,6	-0,91
38,7	-0,79
38,8	-0,65
38,9	-0,50
39,0	-0,37
39,1	-0,26
39,2	-0,20
39,3	-0,18
39,4	-0,21
39,5	-0,29
39,6	-0,39
39,7	-0,53
39,8	-0,67
39,9	-0,81
40,0	-0,92
40,1	-1,01
40,2	-1,05
40,3	-1,05
40,4	-1,00
40,5	-0,92
40,6	-0,80
40,7	-0,66
40,8	-0,53
40,9	-0,40
41,0	-0,29
41,1	-0,22
41,2	-0,20
41,3	-0,22
41,4	-0,29
41,5	-0,38
41,6	-0,51
41,7	-0,65
41,8	-0,78
41,9	-0,89
42,0	-0,97
42,1	-1,02
42,2	-1,03
42,3	-0,99
42,4	-0,92
42,5	-0,81
42,6	-0,69
42,7	-0,55
42,8	-0,42
42,9	-0,33
43,0	-0,25
43,1	-0,22
43,2	-0,23
43,3	-0,29
43,4	-0,38
43,5	-0,49
43,6	-0,62
43,7	-0,75
43,8	-0,86
43,9	-0,95
44,0	-1,00
44,1	-1,01
44,2	-0,98
44,3	-0,92
44,4	-0,82
44,5	-0,70
44,6	-0,57
44,7	-0,45
44,8	-0,35
44,9	-0,27
45,0	-0,24
45,1	-0,25
45,2	-0,29
45,3	-0,37
45,4	-0,49
45,5	-0,61
45,6	-0,73
45,7	-0,84
45,8	-0,93
45,9	-0,98
46,0	-1,00
46,1	-0,97
46,2	-0,91
46,3	-0,82
46,4	-0,71
46,5	-0,59
46,6	-0,47
46,7	-0,37
46,8	-0,30
46,9	-0,26
47,0	-0,25
47,1	-0,29
47,2	-0,37
47,3	-0,47
47,4	-0,59
47,5	-0,71
47,6	-0,81
47,7	-0,90
47,8	-0,96
47,9	-0,98
48,0	-0,97
48,1	-0,91
48,2	-0,83
48,3	-0,73
48,4	-0,61
48,5	-0,49
48,6	-0,40
48,7	-0,32
48,8	-0,28
48,9	-0,27
49,0	-0,31
49,1	-0,37
49,2	-0,46
49,3	-0,57
49,4	-0,69
49,5	-0,79
49,6	-0,88
49,7	-0,93
49,8	-0,96
49,9	-0,95
50,0	-0,90
50,1	-0,83
50,2	-0,73
50,3	-0,62
50,4	-0,52
50,5	-0,42
50,6	-0,34
50,7	-0,30
50,8	-0,29
50,9	-0,31
51,0	-0,37
51,1	-0,46
51,2	-0,57
51,3	-0,67
51,4	-0,77
51,5	-0,85
51,6	-0,91
51,7	-0,94
51,8	-0,94
51,9	-0,90
52,0	-0,83
52,1	-0,74
52,2	-0,64
52,3	-0,53
52,4	-0,44
52,5	-0,37
52,6	-0,32
52,7	-0,30
52,8	-0,33
52,9	-0,37
53,0	-0,45
53,1	-0,55
53,2	-0,65
53,3	-0,75
53,4	-0,83
53,5	-0,89
53,6	-0,93
53,7	-0,93
53,8	-0,89
53,9	-0,83
54,0	-0,74
54,1	-0,65
54,2	-0,55
54,3	-0,46
54,4	-0,38
54,5	-0,34
54,6	-0,32
54,7	-0,33
54,8	-0,38
54,9	-0,45
55,0	-0,54
55,1	-0,64
55,2	-0,73
55,3	-0,81
55,4	-0,87
55,5	-0,90
55,6	-0,91
55,7	-0,88
55,8	-0,82
55,9	-0,75
56,0	-0,66
56,1	-0,57
56,2	-0,48
56,3	-0,41
56,4	-0,36
56,5	-0,34
56,6	-0,35
56,7	-0,39
56,8	-0,45
56,9	-0,54
57,0	-0,63
57,1	-0,72
57,2	-0,80
57,3	-0,85
57,4	-0,89
57,5	-0,89
57,6	-0,87
57,7	-0,82
57,8	-0,75
57,9	-0,66
58,0	-0,57
58,1	-0,49
58,2	-0,42
58,3	-0,37
58,4	-0,35
58,5	-0,36
58,6	-0,40
58,7	-0,45
58,8	-0,53
58,9	-0,62
59,0	-0,70
59,1	-0,78
59,2	-0,83
59,3	-0,87
59,4	-0,88
59,5	-0,86
59,6	-0,81
59,7	-0,75
59,8	-0,67
59,9	-0,59
60,0	-0,50
60,1	-0,44
60,2	-0,39
60,3	-0,37
60,4	-0,37
60,5	-0,41
60,6	-0,46
60,7	-0,53
60,8	-0,61
60,9	-0,69
61,0	-0,76
61,1	-0,81
61,2	-0,85
61,3	-0,86
61,4	-0,85
61,5	-0,81
61,6	-0,74
61,7	-0,67
61,8	-0,59
61,9	-0,52
62,0	-0,45
62,1	-0,41
62,2	-0,39
62,3	-0,39
62,4	-0,41
62,5	-0,47
62,6	-0,53
62,7	-0,61
62,8	-0,68
62,9	-0,75
63,0	-0,80
63,1	-0,83
63,2	-0,84
63,3	-0,83
63,4	-0,79
63,5	-0,74
63,6	-0,67
63,7	-0,60
63,8	-0,53
63,9	-0,47
64,0	-0,42
64,1	-0,40
64,2	-0,40
64,3	-0,43
64,4	-0,47
64,5	-0,53
64,6	-0,60
64,7	-0,67
64,8	-0,73
64,9	-0,78
65,0	-0,81
65,1	-0,83
65,2	-0,82
65,3	-0,78
65,4	-0,73
65,5	-0,67
65,6	-0,61
65,7	-0,54
65,8	-0,49
65,9	-0,44
66,0	-0,41
66,1	-0,41
66,2	-0,44
66,3	-0,48
66,4	-0,53
66,5	-0,60
66,6	-0,66
66,7	-0,72
66,8	-0,77
66,9	-0,80
67,0	-0,81
67,1	-0,81
67,2	-0,77
67,3	-0,73
67,4	-0,67
67,5	-0,61
67,6	-0,55
67,7	-0,49
67,8	-0,45
67,9	-0,43
68,0	-0,43
68,1	-0,45
68,2	-0,49
68,3	-0,53
68,4	-0,59
68,5	-0,65
68,6	-0,71
68,7	-0,76
68,8	-0,79
68,9	-0,80
69,0	-0,79
69,1	-0,77
69,2	-0,73
69,3	-0,67
69,4	-0,62
69,5	-0,56
69,6	-0,51
69,7	-0,47
69,8	-0,44
69,9	-0,44
70,0	-0,45
70,1	-0,49
70,2	-0,53
70,3	-0,59
70,4	-0,65
70,5	-0,70
70,6	-0,74
70,7	-0,77
70,8	-0,79
70,9	-0,78
71,0	-0,77
71,1	-0,73
71,2	-0,68
71,3	-0,62
71,4	-0,57
71,5	-0,52
71,6	-0,48
71,7	-0,45
71,8	-0,45
71,9	-0,46
72,0	-0,49
72,1	-0,53
72,2	-0,58
72,3	-0,63
72,4	-0,69
72,5	-0,73
72,6	-0,76
72,7	-0,77
72,8	-0,77
72,9	-0,76
73,0	-0,73
73,1	-0,68
73,2	-0,63
73,3	-0,58
73,4	-0,53
73,5	-0,49
73,6	-0,47
73,7	-0,46
73,8	-0,46
73,9	-0,49
74,0	-0,53
74,1	-0,57
74,2	-0,62
74,3	-0,67
74,4	-0,71
74,5	-0,75
74,6	-0,77
74,7	-0,77
74,8	-0,75
74,9	-0,73
75,0	-0,69
75,1	-0,64
75,2	-0,59
75,3	-0,54
75,4	-0,51
75,5	-0,48
75,6	-0,47
75,7	-0,47
75,8	-0,49
75,9	-0,53
76,0	-0,57
76,1	-0,61
76,2	-0,66
76,3	-0,70
76,4	-0,73
76,5	-0,75
76,6	-0,76
76,7	-0,75
76,8	-0,72
76,9	-0,69
77,0	-0,65
77,1	-0,60
77,2	-0,56
77,3	-0,52
77,4	-0,49
77,5	-0,48
77,6	-0,48
77,7	-0,49
77,8	-0,53
77,9	-0,56
78,0	-0,61
78,1	-0,65
78,2	-0,69
78,3	-0,72
78,4	-0,74
78,5	-0,74
78,6	-0,74
78,7	-0,72
78,8	-0,69
78,9	-0,65
79,0	-0,61
79,1	-0,57
79,2	-0,53
79,3	-0,51
79,4	-0,49
79,5	-0,49
79,6	-0,49
79,7	-0,52
79,8	-0,55
79,9	-0,59
80,0	-0,63
80,1	-0,67
80,2	-0,70
80,3	-0,73
80,4	-0,73
80,5	-0,73
80,6	-0,72
80,7	-0,69
80,8	-0,66
80,9	-0,62
81,0	-0,58
81,1	-0,55
81,2	-0,52
81,3	-0,50
81,4	-0,49
81,5	-0,50
81,6	-0,52
81,7	-0,55
81,8	-0,58
81,9	-0,62
82,0	-0,65
82,1	-0,69
82,2	-0,71
82,3	-0,73
82,4	-0,73
82,5	-0,72
82,6	-0,70
82,7	-0,67
82,8	-0,63
82,9	-0,60
83,0	-0,57
83,1	-0,53
83,2	-0,51
83,3	-0,50
83,4	-0,51
83,5	-0,52
83,6	-0,54
83,7	-0,57
83,8	-0,61
83,9	-0,64
84,0	-0,67
84,1	-0,69
84,2	-0,71
84,3	-0,72
84,4	-0,71
84,5	-0,70
84,6	-0,67
84,7	-0,65
84,8	-0,61
84,9	-0,58
85,0	-0,55
85,1	-0,53
85,2	-0,52
85,3	-0,51
85,4	-0,52
85,5	-0,54
85,6	-0,57
85,7	-0,59
85,8	-0,63
85,9	-0,65
86,0	-0,68
86,1	-0,70
86,2	-0,71
86,3	-0,71
86,4	-0,70
86,5	-0,68
86,6	-0,65
86,7	-0,62
86,8	-0,59
86,9	-0,57
87,0	-0,54
87,1	-0,53
87,2	-0,52
87,3	-0,53
87,4	-0,54
87,5	-0,56
87,6	-0,59
87,7	-0,61
87,8	-0,65
87,9	-0,67
88,0	-0,69
88,1	-0,70
88,2	-0,70
88,3	-0,69
88,4	-0,68
88,5	-0,66
88,6	-0,63
88,7	-0,61
88,8	-0,57
88,9	-0,55
89,0	-0,54
89,1	-0,53
89,2	-0,53
89,3	-0,54
89,4	-0,56
89,5	-0,58
89,6	-0,61
89,7	-0,63
89,8	-0,65
89,9	-0,67
90,0	-0,69
90,1	-0,69
90,2	-0,69
90,3	-0,68
90,4	-0,66
90,5	-0,64
90,6	-0,61
90,7	-0,59
90,8	-0,57
90,9	-0,55
91,0	-0,54
91,1	-0,54
91,2	-0,54
91,3	-0,56
91,4	-0,57
91,5	-0,60
91,6	-0,62
91,7	-0,65
91,8	-0,66
91,9	-0,68
92,0	-0,69
92,1	-0,69
92,2	-0,68
92,3	-0,66
92,4	-0,64
92,5	-0,62
92,6	-0,60
92,7	-0,58
92,8	-0,56
92,9	-0,55
93,0	-0,55
93,1	-0,55
93,2	-0,56
93,3	-0,57
93,4	-0,59
93,5	-0,61
93,6	-0,63
93,7	-0,65
93,8	-0,67
93,9	-0,67
94,0	-0,68
94,1	-0,67
94,2	-0,66
94,3	-0,65
94,4	-0,63
94,5	-0,61
94,6	-0,59
94,7	-0,57
94,8	-0,56
94,9	-0,55
95,0	-0,55
95,1	-0,56
95,2	-0,57
95,3	-0,59
95,4	-0,61
95,5	-0,63
95,6	-0,65
95,7	-0,66
95,8	-0,67
95,9	-0,67
96,0	-0,67
96,1	-0,66
96,2	-0,65
96,3	-0,63
96,4	-0,61
96,5	-0,59
96,6	-0,58
96,7	-0,57
96,8	-0,57
96,9	-0,56
97,0	-0,57
97,1	-0,57
97,2	-0,59
97,3	-0,61
97,4	-0,62
97,5	-0,64
97,6	-0,65
97,7	-0,66
97,8	-0,66
97,9	-0,66
98,0	-0,65
98,1	-0,65
98,2	-0,63
98,3	-0,61
98,4	-0,60
98,5	-0,59
98,6	-0,57
98,7	-0,57
98,8	-0,57
98,9	-0,57
99,0	-0,57
99,1	-0,59
99,2	-0,60
99,3	-0,61
99,4	-0,63
99,5	-0,64
99,6	-0,65
99,7	-0,65
99,8	-0,65
99,9	-0,65
100,0	-0,65
100,1	-0,63
100,2	-0,62
100,3	-0,61
100,4	-0,59
100,5	-0,58
100,6	-0,58
100,7	-0,57
100,8	-0,57
100,9	-0,58
101,0	-0,59
101,1	-0,60
101,2	-0,61
101,3	-0,62
101,4	-0,63
101,5	-0,65
101,6	-0,65
101,7	-0,65
101,8	-0,65
101,9	-0,64
102,0	-0,63
102,1	-0,62
102,2	-0,61
102,3	-0,60
102,4	-0,59
102,5	-0,58
102,6	-0,58
102,7	-0,58
102,8	-0,58
102,9	-0,59
103,0	-0,60
103,1	-0,61
103,2	-0,62
103,3	-0,63
103,4	-0,64
103,5	-0,64
103,6	-0,65
103,7	-0,65
103,8	-0,64
103,9	-0,63
104,0	-0,62
104,1	-0,61
104,2	-0,61
104,3	-0,60
104,4	-0,59
104,5	-0,59
104,6	-0,59
104,7	-0,59
104,8	-0,59
104,9	-0,60
105,0	-0,61
105,1	-0,61
105,2	-0,62
105,3	-0,63
105,4	-0,64
105,5	-0,64
105,6	-0,64
105,7	-0,63
105,8	-0,63
105,9	-0,62
106,0	-0,61
106,1	-0,61
106,2	-0,60
106,3	-0,60
106,4	-0,59
106,5	-0,59
106,6	-0,59
106,7	-0,60
106,8	-0,60
106,9	-0,61
107,0	-0,61
107,1	-0,62
107,2	-0,63
107,3	-0,63
107,4	-0,63
107,5	-0,63
107,6	-0,63
107,7	-0,63
107,8	-0,62
107,9	-0,61
108,0	-0,61
108,1	-0,61
108,2	-0,60
108,3	-0,60
108,4	-0,60
108,5	-0,60
108,6	-0,60
108,7	-0,61
108,8	-0,61
108,9	-0,61
109,0	-0,62
109,1	-0,62
109,2	-0,62
109,3	-0,63
109,4	-0,63
109,5	-0,63
109,6	-0,62
109,7	-0,62
109,8	-0,61
109,9	-0,61
110,0	-0,61
110,1	-0,61
110,2	-0,61
110,3	-0,61
110,4	-0,61
110,5	-0,61
110,6	-0,61
110,7	-0,61
110,8	-0,61
110,9	-0,61
111,0	-0,62
111,1	-0,62
111,2	-0,62
111,3	-0,62
111,4	-0,62
111,5	-0,62
111,6	-0,62
111,7	-0,61
111,8	-0,61
111,9	-0,61
112,0	-0,61
112,1	-0,61
112,2	-0,61
112,3	-0,61
112,4	-0,61
112,5	-0,61
112,6	-0,61
112,7	-0,61
112,8	-0,61
112,9	-0,61
113,0	-0,61
113,1	-0,61
113,2	-0,61
113,3	-0,61
113,4	-0,61
113,5	-0,61
113,6	-0,61
113,7	-0,61
113,8	-0,61
113,9	-0,61
114,0	-0,61
114,1	-0,61
114,2	-0,61
114,3	-0,61
114,4	-0,61
114,5	-0,61
114,6	-0,61
114,7	-0,61
114,8	-0,61
114,9	-0,61
115,0	-0,61
115,1	-0,61
115,2	-0,61
115,3	-0,61
115,4	-0,61
115,5	-0,61
115,6	-0,61
115,7	-0,61
115,8	-0,61
115,9	-0,61
116,0	-0,61
116,1	-0,61
116,2	-0,61
116,3	-0,61
116,4	-0,61
116,5	-0,61
116,6	-0,61
116,7	-0,61
116,8	-0,61
116,9	-0,61
117,0	-0,61
117,1	-0,61
117,2	-0,61
117,3	-0,61
117,4	-0,61
117,5	-0,61
117,6	-0,61
117,7	-0,61
117,8	-0,61
117,9	-0,61
118,0	-0,61
118,1	-0,61
118,2	-0,61
118,3	-0,61
118,4	-0,61
118,5	-0,61
118,6	-0,61
118,7	-0,61
118,8	-0,61
118,9	-0,61
119,0	-0,61
119,1	-0,61
119,2	-0,61
119,3	-0,61
119,4	-0,61
119,5	-0,61
119,6	-0,61
119,7	-0,61
119,8	-0,61
119,9	-0,61
120,0	-0,61
120,1	-0,61
120,2	-0,61
120,3	-0,61
