t / s	&b_A1 / rad
194,9	-0,29
195,0	-0,01
195,1	0,25
195,2	0,50
195,3	0,68
195,4	0,79
195,5	0,82
195,6	0,75
195,7	0,59
195,8	0,38
195,9	0,12
196,0	-0,14
196,1	-0,40
196,2	-0,61
196,3	-0,75
196,4	-0,81
196,5	-0,78
196,6	-0,67
196,7	-0,48
196,8	-0,25
196,9	0,03
197,0	0,29
197,1	0,51
197,2	0,69
197,3	0,79
197,4	0,79
197,5	0,71
197,6	0,56
197,7	0,34
197,8	0,08
197,9	-0,18
198,0	-0,43
198,1	-0,62
198,2	-0,75
198,3	-0,80
198,4	-0,75
198,5	-0,63
198,6	-0,44
198,7	-0,20
198,8	0,07
198,9	0,31
199,0	0,54
199,1	0,69
199,2	0,78
199,3	0,77
199,4	0,68
199,5	0,51
199,6	0,30
199,7	0,04
199,8	-0,21
199,9	-0,45
200,0	-0,64
200,1	-0,75
200,2	-0,78
200,3	-0,73
200,4	-0,59
200,5	-0,40
200,6	-0,15
200,7	0,11
200,8	0,35
200,9	0,55
201,0	0,70
201,1	0,76
201,2	0,75
201,3	0,65
201,4	0,47
201,5	0,25
201,6	0,00
201,7	-0,25
201,8	-0,47
201,9	-0,65
202,0	-0,74
202,1	-0,77
202,2	-0,70
202,3	-0,56
202,4	-0,35
202,5	-0,11
202,6	0,14
202,7	0,38
202,8	0,57
202,9	0,70
203,0	0,75
203,1	0,72
203,2	0,61
203,3	0,44
203,4	0,21
203,5	-0,04
203,6	-0,28
203,7	-0,49
203,8	-0,65
203,9	-0,73
204,0	-0,74
204,1	-0,66
204,2	-0,52
204,3	-0,31
204,4	-0,07
204,5	0,18
204,6	0,40
204,7	0,58
204,8	0,70
204,9	0,74
205,0	0,70
205,1	0,58
205,2	0,39
205,3	0,17
205,4	-0,07
205,5	-0,31
205,6	-0,51
205,7	-0,65
205,8	-0,73
205,9	-0,72
206,0	-0,64
206,1	-0,48
206,2	-0,27
206,3	-0,03
206,4	0,21
206,5	0,42
206,6	0,59
206,7	0,70
206,8	0,72
206,9	0,67
207,0	0,55
207,1	0,35
207,2	0,13
207,3	-0,11
207,4	-0,33
207,5	-0,53
207,6	-0,66
207,7	-0,72
207,8	-0,70
207,9	-0,61
208,0	-0,44
208,1	-0,23
208,2	0,00
208,3	0,23
208,4	0,44
208,5	0,60
208,6	0,69
208,7	0,71
208,8	0,64
208,9	0,51
209,0	0,32
209,1	0,09
209,2	-0,14
209,3	-0,36
209,4	-0,54
209,5	-0,66
209,6	-0,70
209,7	-0,67
209,8	-0,57
209,9	-0,40
210,0	-0,19
210,1	0,04
210,2	0,27
210,3	0,46
210,4	0,61
210,5	0,68
210,6	0,69
210,7	0,61
210,8	0,47
210,9	0,27
211,0	0,05
211,1	-0,17
211,2	-0,38
211,3	-0,55
211,4	-0,65
211,5	-0,69
211,6	-0,65
211,7	-0,53
211,8	-0,37
211,9	-0,15
212,0	0,07
212,1	0,29
212,2	0,48
212,3	0,61
212,4	0,67
212,5	0,67
212,6	0,58
212,7	0,43
212,8	0,24
212,9	0,02
213,0	-0,21
213,1	-0,41
213,2	-0,56
213,3	-0,65
213,4	-0,67
213,5	-0,62
213,6	-0,50
213,7	-0,33
213,8	-0,11
213,9	0,11
214,0	0,32
214,1	0,49
214,2	0,61
214,3	0,67
214,4	0,64
214,5	0,55
214,6	0,39
214,7	0,20
214,8	-0,02
214,9	-0,23
215,0	-0,42
215,1	-0,57
215,2	-0,65
215,3	-0,66
215,4	-0,59
215,5	-0,47
215,6	-0,29
215,7	-0,08
215,8	0,14
215,9	0,34
216,0	0,51
216,1	0,62
216,2	0,66
216,3	0,63
216,4	0,52
216,5	0,36
216,6	0,16
216,7	-0,05
216,8	-0,26
216,9	-0,45
217,0	-0,57
217,1	-0,64
217,2	-0,64
217,3	-0,57
217,4	-0,43
217,5	-0,25
217,6	-0,05
217,7	0,17
217,8	0,36
217,9	0,52
218,0	0,62
218,1	0,64
218,2	0,60
218,3	0,49
218,4	0,32
218,5	0,13
218,6	-0,09
218,7	-0,29
218,8	-0,45
218,9	-0,57
219,0	-0,63
219,1	-0,62
219,2	-0,54
219,3	-0,40
219,4	-0,21
219,5	-0,01
219,6	0,20
219,7	0,39
219,8	0,53
219,9	0,61
220,0	0,63
220,1	0,57
220,2	0,46
220,3	0,29
220,4	0,09
220,5	-0,12
220,6	-0,31
220,7	-0,47
220,8	-0,58
220,9	-0,62
221,0	-0,60
221,1	-0,51
221,2	-0,37
221,3	-0,18
221,4	0,03
221,5	0,23
221,6	0,40
221,7	0,54
221,8	0,60
221,9	0,61
222,0	0,55
222,1	0,43
222,2	0,26
222,3	0,06
222,4	-0,14
222,5	-0,33
222,6	-0,49
222,7	-0,58
222,8	-0,61
222,9	-0,58
223,0	-0,48
223,1	-0,33
223,2	-0,14
223,3	0,06
223,4	0,25
223,5	0,42
223,6	0,54
223,7	0,60
223,8	0,59
223,9	0,52
224,0	0,39
224,1	0,22
224,2	0,03
224,3	-0,17
224,4	-0,35
224,5	-0,49
224,6	-0,57
224,7	-0,60
224,8	-0,55
224,9	-0,45
225,0	-0,30
225,1	-0,11
225,2	0,09
225,3	0,27
225,4	0,43
225,5	0,54
225,6	0,59
225,7	0,58
225,8	0,50
225,9	0,36
226,0	0,19
226,1	-0,01
226,2	-0,20
226,3	-0,37
226,4	-0,50
226,5	-0,57
226,6	-0,58
226,7	-0,53
226,8	-0,42
226,9	-0,26
227,0	-0,08
227,1	0,11
227,2	0,30
227,3	0,45
227,4	0,55
227,5	0,58
227,6	0,55
227,7	0,47
227,8	0,33
227,9	0,15
228,0	-0,04
228,1	-0,23
228,2	-0,39
228,3	-0,50
228,4	-0,57
228,5	-0,57
228,6	-0,51
228,7	-0,39
228,8	-0,23
228,9	-0,05
229,0	0,15
229,1	0,31
229,2	0,46
229,3	0,54
229,4	0,57
229,5	0,53
229,6	0,44
229,7	0,29
229,8	0,12
229,9	-0,07
230,0	-0,25
230,1	-0,41
230,2	-0,51
230,3	-0,56
230,4	-0,55
230,5	-0,48
230,6	-0,36
230,7	-0,20
230,8	-0,01
230,9	0,17
231,0	0,34
231,1	0,47
231,2	0,54
231,3	0,55
231,4	0,51
231,5	0,41
231,6	0,27
231,7	0,09
231,8	-0,09
231,9	-0,27
232,0	-0,41
232,1	-0,51
232,2	-0,55
232,3	-0,53
232,4	-0,45
232,5	-0,33
232,6	-0,17
232,7	0,02
232,8	0,19
232,9	0,35
233,0	0,47
233,1	0,54
233,2	0,55
233,3	0,49
233,4	0,38
233,5	0,23
233,6	0,06
233,7	-0,13
233,8	-0,29
233,9	-0,42
234,0	-0,51
234,1	-0,54
234,2	-0,51
234,3	-0,43
234,4	-0,29
234,5	-0,13
234,6	0,05
234,7	0,22
234,8	0,37
234,9	0,47
235,0	0,53
235,1	0,53
235,2	0,47
235,3	0,35
235,4	0,20
235,5	0,03
235,6	-0,15
235,7	-0,31
235,8	-0,43
235,9	-0,51
236,0	-0,53
236,1	-0,49
236,2	-0,40
236,3	-0,26
236,4	-0,10
236,5	0,07
236,6	0,24
236,7	0,38
236,8	0,47
236,9	0,52
237,0	0,51
237,1	0,44
237,2	0,32
237,3	0,17
237,4	-0,01
237,5	-0,17
237,6	-0,33
237,7	-0,44
237,8	-0,50
237,9	-0,52
238,0	-0,47
238,1	-0,37
238,2	-0,23
238,3	-0,07
238,4	0,10
238,5	0,26
238,6	0,39
238,7	0,47
238,8	0,51
238,9	0,49
239,0	0,41
239,1	0,29
239,2	0,14
239,3	-0,03
239,4	-0,20
239,5	-0,34
239,6	-0,45
239,7	-0,50
239,8	-0,50
239,9	-0,45
240,0	-0,34
240,1	-0,21
240,2	-0,05
240,3	0,12
240,4	0,27
240,5	0,40
240,6	0,47
240,7	0,50
240,8	0,47
240,9	0,39
241,0	0,26
241,1	0,11
241,2	-0,05
241,3	-0,21
241,4	-0,35
241,5	-0,45
241,6	-0,49
241,7	-0,49
241,8	-0,42
241,9	-0,32
242,0	-0,17
242,1	-0,01
242,2	0,15
242,3	0,29
242,4	0,41
242,5	0,47
242,6	0,49
242,7	0,45
242,8	0,36
242,9	0,23
243,0	0,08
243,1	-0,09
243,2	-0,24
243,3	-0,36
243,4	-0,45
243,5	-0,49
243,6	-0,47
243,7	-0,40
243,8	-0,29
243,9	-0,14
244,0	0,01
244,1	0,17
244,2	0,31
244,3	0,41
244,4	0,47
244,5	0,47
244,6	0,43
244,7	0,33
244,8	0,20
244,9	0,05
245,0	-0,11
245,1	-0,25
245,2	-0,37
245,3	-0,45
245,4	-0,47
245,5	-0,45
245,6	-0,37
245,7	-0,26
245,8	-0,12
245,9	0,04
246,0	0,19
246,1	0,32
246,2	0,42
246,3	0,46
246,4	0,46
246,5	0,40
246,6	0,31
246,7	0,18
246,8	0,03
246,9	-0,13
247,0	-0,27
247,1	-0,37
247,2	-0,45
247,3	-0,46
247,4	-0,43
247,5	-0,35
247,6	-0,23
247,7	-0,09
247,8	0,07
247,9	0,21
248,0	0,33
248,1	0,42
248,2	0,46
248,3	0,44
248,4	0,39
248,5	0,28
248,6	0,15
248,7	-0,01
248,8	-0,15
248,9	-0,28
249,0	-0,38
249,1	-0,44
249,2	-0,45
249,3	-0,41
249,4	-0,33
249,5	-0,21
249,6	-0,06
249,7	0,09
249,8	0,23
249,9	0,34
250,0	0,42
250,1	0,44
250,2	0,43
250,3	0,36
250,4	0,25
250,5	0,12
250,6	-0,03
250,7	-0,17
250,8	-0,29
250,9	-0,38
251,0	-0,43
251,1	-0,44
251,2	-0,39
251,3	-0,30
251,4	-0,18
251,5	-0,04
251,6	0,11
251,7	0,24
251,8	0,35
251,9	0,41
252,0	0,43
252,1	0,41
252,2	0,34
252,3	0,23
252,4	0,09
252,5	-0,05
252,6	-0,19
252,7	-0,30
252,8	-0,39
252,9	-0,43
253,0	-0,42
253,1	-0,37
253,2	-0,27
253,3	-0,15
253,4	-0,01
253,5	0,13
253,6	0,26
253,7	0,35
253,8	0,41
253,9	0,43
254,0	0,39
254,1	0,31
254,2	0,20
254,3	0,07
254,4	-0,07
254,5	-0,21
254,6	-0,31
254,7	-0,39
254,8	-0,41
254,9	-0,41
255,0	-0,34
255,1	-0,25
255,2	-0,13
255,3	0,01
255,4	0,15
255,5	0,27
255,6	0,35
255,7	0,40
255,8	0,41
255,9	0,37
256,0	0,29
256,1	0,17
256,2	0,04
256,3	-0,09
256,4	-0,22
256,5	-0,32
256,6	-0,38
256,7	-0,41
256,8	-0,39
256,9	-0,33
257,0	-0,22
257,1	-0,10
257,2	0,03
257,3	0,17
257,4	0,27
257,5	0,35
257,6	0,39
257,7	0,39
257,8	0,35
257,9	0,27
258,0	0,15
258,1	0,02
258,2	-0,11
258,3	-0,23
258,4	-0,33
258,5	-0,38
258,6	-0,40
258,7	-0,37
258,8	-0,30
258,9	-0,20
259,0	-0,07
259,1	0,06
259,2	0,18
259,3	0,28
259,4	0,35
259,5	0,39
259,6	0,38
259,7	0,33
259,8	0,24
259,9	0,12
260,0	-0,01
260,1	-0,13
260,2	-0,25
260,3	-0,33
260,4	-0,37
260,5	-0,38
260,6	-0,35
260,7	-0,28
260,8	-0,17
260,9	-0,05
261,0	0,07
261,1	0,19
261,2	0,29
261,3	0,35
261,4	0,38
261,5	0,36
261,6	0,31
261,7	0,21
261,8	0,10
261,9	-0,03
262,0	-0,15
262,1	-0,25
262,2	-0,33
262,3	-0,37
262,4	-0,37
262,5	-0,33
262,6	-0,25
262,7	-0,15
262,8	-0,02
262,9	0,10
263,0	0,21
263,1	0,30
263,2	0,35
263,3	0,37
263,4	0,35
263,5	0,28
263,6	0,19
263,7	0,07
263,8	-0,05
263,9	-0,17
264,0	-0,26
264,1	-0,33
264,2	-0,37
264,3	-0,36
264,4	-0,31
264,5	-0,23
264,6	-0,13
264,7	-0,01
264,8	0,11
264,9	0,22
265,0	0,30
265,1	0,35
265,2	0,36
265,3	0,33
265,4	0,27
265,5	0,17
265,6	0,05
265,7	-0,06
265,8	-0,17
265,9	-0,27
266,0	-0,33
266,1	-0,36
266,2	-0,34
266,3	-0,29
266,4	-0,21
266,5	-0,10
266,6	0,02
266,7	0,13
266,8	0,23
266,9	0,31
267,0	0,35
267,1	0,35
267,2	0,31
267,3	0,24
267,4	0,15
267,5	0,03
267,6	-0,09
267,7	-0,19
267,8	-0,27
267,9	-0,33
268,0	-0,35
268,1	-0,33
268,2	-0,27
268,3	-0,18
268,4	-0,08
268,5	0,03
268,6	0,15
268,7	0,23
268,8	0,31
268,9	0,34
269,0	0,34
269,1	0,29
269,2	0,22
269,3	0,12
269,4	0,01
269,5	-0,10
269,6	-0,20
269,7	-0,28
269,8	-0,33
269,9	-0,33
270,0	-0,31
270,1	-0,25
270,2	-0,17
270,3	-0,06
270,4	0,05
270,5	0,15
270,6	0,25
270,7	0,31
270,8	0,33
270,9	0,32
271,0	0,27
271,1	0,19
271,2	0,10
271,3	-0,01
271,4	-0,12
271,5	-0,21
271,6	-0,28
271,7	-0,32
271,8	-0,33
271,9	-0,29
272,0	-0,23
272,1	-0,14
272,2	-0,04
272,3	0,07
272,4	0,17
272,5	0,25
272,6	0,30
272,7	0,32
272,8	0,31
272,9	0,26
273,0	0,18
273,1	0,07
273,2	-0,03
273,3	-0,13
273,4	-0,22
273,5	-0,28
273,6	-0,31
273,7	-0,31
273,8	-0,28
273,9	-0,21
274,0	-0,12
274,1	-0,01
274,2	0,09
274,3	0,18
274,4	0,26
274,5	0,30
274,6	0,31
274,7	0,29
274,8	0,23
274,9	0,15
275,0	0,06
275,1	-0,05
275,2	-0,14
275,3	-0,22
275,4	-0,28
275,5	-0,31
275,6	-0,30
275,7	-0,25
275,8	-0,19
275,9	-0,10
276,0	0,00
276,1	0,10
276,2	0,19
276,3	0,26
276,4	0,30
276,5	0,30
276,6	0,27
276,7	0,22
276,8	0,13
276,9	0,04
277,0	-0,06
277,1	-0,15
277,2	-0,23
277,3	-0,28
277,4	-0,29
277,5	-0,29
277,6	-0,24
277,7	-0,17
277,8	-0,08
277,9	0,02
278,0	0,11
278,1	0,19
278,2	0,26
278,3	0,29
278,4	0,29
278,5	0,26
278,6	0,19
278,7	0,11
278,8	0,02
278,9	-0,08
279,0	-0,17
279,1	-0,23
279,2	-0,28
279,3	-0,29
279,4	-0,27
279,5	-0,22
279,6	-0,15
279,7	-0,06
279,8	0,03
279,9	0,13
280,0	0,20
280,1	0,26
280,2	0,28
280,3	0,27
280,4	0,24
280,5	0,18
280,6	0,09
280,7	0,00
280,8	-0,09
280,9	-0,17
281,0	-0,24
281,1	-0,27
281,2	-0,28
281,3	-0,25
281,4	-0,20
281,5	-0,13
281,6	-0,04
281,7	0,05
281,8	0,14
281,9	0,21
282,0	0,26
282,1	0,27
282,2	0,27
282,3	0,22
282,4	0,15
282,5	0,07
282,6	-0,01
282,7	-0,10
282,8	-0,18
282,9	-0,24
283,0	-0,27
283,1	-0,27
283,2	-0,24
283,3	-0,18
283,4	-0,11
283,5	-0,02
283,6	0,07
283,7	0,15
283,8	0,21
283,9	0,25
284,0	0,27
284,1	0,25
284,2	0,20
284,3	0,14
284,4	0,06
284,5	-0,03
284,6	-0,12
284,7	-0,19
284,8	-0,24
284,9	-0,26
285,0	-0,25
285,1	-0,22
285,2	-0,17
285,3	-0,09
285,4	-0,01
285,5	0,08
285,6	0,15
285,7	0,22
285,8	0,25
285,9	0,26
286,0	0,23
286,1	0,19
286,2	0,12
286,3	0,04
286,4	-0,05
286,5	-0,13
286,6	-0,19
286,7	-0,23
286,8	-0,25
286,9	-0,25
287,0	-0,21
287,1	-0,15
287,2	-0,07
287,3	0,01
287,4	0,09
287,5	0,16
287,6	0,22
287,7	0,24
287,8	0,24
287,9	0,22
288,0	0,17
288,1	0,10
288,2	0,02
288,3	-0,06
288,4	-0,13
288,5	-0,19
288,6	-0,23
288,7	-0,25
288,8	-0,23
288,9	-0,19
289,0	-0,13
289,1	-0,05
289,2	0,03
289,3	0,11
289,4	0,17
289,5	0,21
289,6	0,23
289,7	0,23
289,8	0,20
289,9	0,15
290,0	0,08
290,1	0,01
290,2	-0,07
290,3	-0,14
290,4	-0,20
290,5	-0,23
290,6	-0,23
290,7	-0,21
290,8	-0,17
290,9	-0,11
291,0	-0,04
291,1	0,04
291,2	0,11
291,3	0,17
291,4	0,21
291,5	0,23
291,6	0,22
291,7	0,19
291,8	0,14
291,9	0,07
292,0	-0,01
292,1	-0,08
292,2	-0,15
292,3	-0,20
292,4	-0,22
292,5	-0,22
292,6	-0,20
292,7	-0,16
292,8	-0,09
292,9	-0,02
293,0	0,05
293,1	0,12
293,2	0,17
293,3	0,21
293,4	0,22
293,5	0,21
293,6	0,17
293,7	0,12
293,8	0,05
293,9	-0,02
294,0	-0,09
294,1	-0,15
294,2	-0,19
294,3	-0,21
294,4	-0,21
294,5	-0,19
294,6	-0,14
294,7	-0,08
294,8	-0,01
294,9	0,06
295,0	0,12
295,1	0,18
295,2	0,20
295,3	0,21
295,4	0,19
295,5	0,16
295,6	0,11
295,7	0,03
295,8	-0,03
295,9	-0,10
296,0	-0,16
296,1	-0,19
296,2	-0,21
296,3	-0,21
296,4	-0,17
296,5	-0,13
296,6	-0,06
296,7	0,01
296,8	0,07
296,9	0,13
297,0	0,18
297,1	0,20
297,2	0,20
297,3	0,19
297,4	0,15
297,5	0,08
297,6	0,02
297,7	-0,05
297,8	-0,11
297,9	-0,16
298,0	-0,19
298,1	-0,20
298,2	-0,19
298,3	-0,16
298,4	-0,11
298,5	-0,05
298,6	0,02
298,7	0,08
298,8	0,14
298,9	0,18
299,0	0,19
299,1	0,19
299,2	0,17
299,3	0,12
299,4	0,07
299,5	0,00
299,6	-0,06
299,7	-0,12
299,8	-0,16
299,9	-0,19
300,0	-0,19
300,1	-0,17
300,2	-0,14
300,3	-0,09
300,4	-0,03
300,5	0,03
300,6	0,09
300,7	0,14
300,8	0,18
300,9	0,19
301,0	0,18
301,1	0,15
301,2	0,11
301,3	0,06
301,4	-0,01
301,5	-0,07
301,6	-0,12
301,7	-0,16
301,8	-0,18
301,9	-0,18
302,0	-0,17
302,1	-0,13
302,2	-0,08
302,3	-0,01
302,4	0,04
302,5	0,10
302,6	0,15
302,7	0,17
302,8	0,18
302,9	0,17
303,0	0,14
303,1	0,10
303,2	0,04
303,3	-0,02
303,4	-0,08
303,5	-0,13
303,6	-0,16
303,7	-0,17
303,8	-0,17
303,9	-0,15
304,0	-0,11
304,1	-0,06
304,2	-0,01
304,3	0,05
304,4	0,11
304,5	0,15
304,6	0,17
304,7	0,17
304,8	0,16
304,9	0,13
305,0	0,08
305,1	0,03
305,2	-0,03
305,3	-0,09
305,4	-0,13
305,5	-0,16
305,6	-0,17
305,7	-0,17
305,8	-0,14
305,9	-0,10
306,0	-0,05
306,1	0,01
306,2	0,06
306,3	0,11
306,4	0,15
306,5	0,16
306,6	0,17
306,7	0,15
306,8	0,11
306,9	0,07
307,0	0,01
307,1	-0,04
307,2	-0,09
307,3	-0,13
307,4	-0,16
307,5	-0,17
307,6	-0,15
307,7	-0,13
307,8	-0,09
307,9	-0,04
308,0	0,02
308,1	0,07
308,2	0,11
308,3	0,15
308,4	0,16
308,5	0,15
308,6	0,14
308,7	0,10
308,8	0,06
308,9	0,00
309,0	-0,05
309,1	-0,09
309,2	-0,13
309,3	-0,15
309,4	-0,16
309,5	-0,14
309,6	-0,12
309,7	-0,07
309,8	-0,02
309,9	0,03
310,0	0,07
310,1	0,11
310,2	0,14
310,3	0,15
310,4	0,15
310,5	0,13
310,6	0,09
310,7	0,04
310,8	-0,01
310,9	-0,05
311,0	-0,10
311,1	-0,13
311,2	-0,15
311,3	-0,15
311,4	-0,13
311,5	-0,10
311,6	-0,06
311,7	-0,01
311,8	0,03
311,9	0,08
312,0	0,11
312,1	0,14
312,2	0,15
312,3	0,14
312,4	0,11
312,5	0,07
312,6	0,03
312,7	-0,01
312,8	-0,06
312,9	-0,10
313,0	-0,13
313,1	-0,14
313,2	-0,14
313,3	-0,13
313,4	-0,09
313,5	-0,05
313,6	-0,01
313,7	0,04
313,8	0,08
313,9	0,11
314,0	0,14
314,1	0,14
314,2	0,13
314,3	0,11
314,4	0,07
314,5	0,03
314,6	-0,02
314,7	-0,07
314,8	-0,10
314,9	-0,13
315,0	-0,13
315,1	-0,13
315,2	-0,11
315,3	-0,08
315,4	-0,04
315,5	0,00
315,6	0,05
315,7	0,09
315,8	0,11
315,9	0,13
316,0	0,13
316,1	0,12
316,2	0,09
316,3	0,06
316,4	0,01
316,5	-0,03
316,6	-0,07
316,7	-0,10
316,8	-0,13
316,9	-0,13
317,0	-0,13
317,1	-0,10
317,2	-0,07
317,3	-0,03
317,4	0,01
317,5	0,06
317,6	0,09
317,7	0,11
317,8	0,13
317,9	0,13
318,0	0,11
318,1	0,08
318,2	0,04
318,3	0,00
318,4	-0,04
318,5	-0,08
318,6	-0,10
318,7	-0,12
318,8	-0,13
318,9	-0,12
319,0	-0,09
319,1	-0,06
319,2	-0,02
319,3	0,02
319,4	0,06
319,5	0,09
319,6	0,11
319,7	0,12
319,8	0,12
319,9	0,10
320,0	0,07
320,1	0,03
320,2	-0,01
320,3	-0,05
320,4	-0,08
320,5	-0,10
320,6	-0,12
320,7	-0,12
320,8	-0,11
320,9	-0,09
321,0	-0,05
321,1	-0,01
321,2	0,03
321,3	0,07
321,4	0,09
321,5	0,11
321,6	0,11
321,7	0,11
321,8	0,09
321,9	0,06
322,0	0,03
322,1	-0,01
322,2	-0,05
322,3	-0,08
322,4	-0,10
322,5	-0,11
322,6	-0,11
322,7	-0,10
322,8	-0,07
322,9	-0,04
323,0	-0,01
323,1	0,03
323,2	0,07
323,3	0,09
323,4	0,11
323,5	0,11
323,6	0,10
323,7	0,08
323,8	0,05
323,9	0,02
324,0	-0,02
324,1	-0,05
324,2	-0,08
324,3	-0,10
324,4	-0,11
324,5	-0,10
324,6	-0,09
324,7	-0,06
324,8	-0,03
324,9	0,00
325,0	0,04
325,1	0,07
325,2	0,09
325,3	0,10
325,4	0,11
325,5	0,09
325,6	0,07
325,7	0,04
325,8	0,01
325,9	-0,02
326,0	-0,05
326,1	-0,08
326,2	-0,09
326,3	-0,10
326,4	-0,09
326,5	-0,08
326,6	-0,05
326,7	-0,02
326,8	0,01
326,9	0,04
327,0	0,07
327,1	0,09
327,2	0,10
327,3	0,10
327,4	0,08
327,5	0,07
327,6	0,03
327,7	0,00
327,8	-0,03
327,9	-0,06
328,0	-0,08
328,1	-0,09
328,2	-0,09
328,3	-0,09
328,4	-0,07
328,5	-0,05
328,6	-0,01
328,7	0,02
328,8	0,04
328,9	0,07
329,0	0,09
329,1	0,09
329,2	0,09
329,3	0,07
329,4	0,06
329,5	0,03
329,6	-0,01
329,7	-0,03
329,8	-0,06
329,9	-0,08
330,0	-0,09
330,1	-0,09
330,2	-0,08
330,3	-0,06
330,4	-0,04
330,5	-0,01
330,6	0,02
330,7	0,05
330,8	0,07
330,9	0,08
331,0	0,09
331,1	0,08
331,2	0,07
331,3	0,05
331,4	0,02
331,5	-0,01
331,6	-0,04
331,7	-0,06
331,8	-0,08
331,9	-0,09
332,0	-0,09
332,1	-0,07
332,2	-0,05
332,3	-0,03
332,4	-0,01
332,5	0,03
332,6	0,05
332,7	0,07
332,8	0,08
332,9	0,08
333,0	0,07
333,1	0,06
333,2	0,04
333,3	0,01
333,4	-0,01
333,5	-0,04
333,6	-0,06
333,7	-0,07
333,8	-0,08
333,9	-0,08
334,0	-0,06
334,1	-0,05
334,2	-0,02
334,3	0,00
334,4	0,03
334,5	0,05
334,6	0,07
334,7	0,07
334,8	0,07
334,9	0,07
335,0	0,05
335,1	0,03
335,2	0,01
335,3	-0,01
335,4	-0,04
335,5	-0,05
335,6	-0,07
335,7	-0,07
335,8	-0,07
335,9	-0,06
336,0	-0,04
336,1	-0,02
336,2	0,01
336,3	0,03
336,4	0,05
336,5	0,06
336,6	0,07
336,7	0,07
336,8	0,06
336,9	0,05
337,0	0,03
337,1	0,00
337,2	-0,02
337,3	-0,04
337,4	-0,05
337,5	-0,06
337,6	-0,07
337,7	-0,06
337,8	-0,05
337,9	-0,03
338,0	-0,01
338,1	0,01
338,2	0,03
338,3	0,05
338,4	0,06
338,5	0,07
338,6	0,07
338,7	0,05
338,8	0,04
338,9	0,02
339,0	0,00
339,1	-0,02
339,2	-0,04
339,3	-0,05
339,4	-0,06
339,5	-0,06
339,6	-0,05
339,7	-0,05
339,8	-0,03
339,9	-0,01
340,0	0,01
340,1	0,03
340,2	0,05
340,3	0,06
340,4	0,06
340,5	0,06
340,6	0,05
340,7	0,03
340,8	0,02
340,9	-0,01
341,0	-0,02
341,1	-0,04
341,2	-0,05
341,3	-0,05
341,4	-0,05
341,5	-0,05
341,6	-0,04
341,7	-0,02
341,8	-0,01
341,9	0,02
342,0	0,03
342,1	0,04
342,2	0,05
342,3	0,05
342,4	0,05
342,5	0,04
342,6	0,03
342,7	0,01
342,8	-0,01
342,9	-0,02
343,0	-0,04
343,1	-0,05
343,2	-0,05
343,3	-0,05
343,4	-0,05
343,5	-0,03
343,6	-0,01
343,7	0,00
343,8	0,02
343,9	0,03
344,0	0,04
344,1	0,05
344,2	0,05
344,3	0,04
344,4	0,03
344,5	0,02
344,6	0,01
344,7	-0,01
344,8	-0,02
344,9	-0,03
345,0	-0,04
345,1	-0,05
345,2	-0,05
345,3	-0,03
345,4	-0,02
345,5	-0,01
345,6	0,00
345,7	0,02
345,8	0,03
345,9	0,03
346,0	0,04
346,1	0,04
346,2	0,03
346,3	0,03
346,4	0,02
346,5	0,00
346,6	-0,01
346,7	-0,02
346,8	-0,03
346,9	-0,04
347,0	-0,04
347,1	-0,04
347,2	-0,03
347,3	-0,02
347,4	-0,01
347,5	0,01
347,6	0,02
347,7	0,03
347,8	0,03
347,9	0,03
348,0	0,03
348,1	0,03
348,2	0,02
348,3	0,01
348,4	0,00
348,5	-0,01
348,6	-0,02
348,7	-0,03
348,8	-0,03
348,9	-0,03
349,0	-0,03
349,1	-0,02
349,2	-0,01
349,3	-0,01
349,4	0,01
349,5	0,02
349,6	0,03
349,7	0,03
349,8	0,03
349,9	0,03
350,0	0,03
350,1	0,02
350,2	0,01
350,3	-0,01
350,4	-0,01
350,5	-0,02
350,6	-0,03
350,7	-0,03
350,8	-0,03
350,9	-0,02
351,0	-0,02
351,1	-0,01
351,2	0,00
351,3	0,01
351,4	0,02
351,5	0,02
351,6	0,03
351,7	0,03
351,8	0,03
351,9	0,02
352,0	0,01
352,1	0,00
352,2	-0,01
352,3	-0,01
352,4	-0,01
352,5	-0,02
352,6	-0,02
352,7	-0,02
352,8	-0,02
352,9	-0,01
353,0	-0,01
353,1	0,00
353,2	0,01
353,3	0,01
353,4	0,02
353,5	0,02
353,6	0,02
353,7	0,02
353,8	0,02
353,9	0,01
354,0	0,00
354,1	-0,01
354,2	-0,01
354,3	-0,01
354,4	-0,01
354,5	-0,02
354,6	-0,02
354,7	-0,01
354,8	-0,01
354,9	-0,01
355,0	0,00
355,1	0,01
355,2	0,01
355,3	0,01
355,4	0,02
355,5	0,02
355,6	0,01
355,7	0,01
355,8	0,01
355,9	0,00
356,0	-0,01
356,1	-0,01
356,2	-0,01
356,3	-0,01
356,4	-0,01
356,5	-0,01
356,6	-0,01
356,7	-0,01
356,8	-0,01
356,9	0,00
357,0	0,01
357,1	0,01
357,2	0,01
357,3	0,01
357,4	0,01
357,5	0,01
357,6	0,01
357,7	0,00
357,8	0,00
357,9	-0,01
358,0	-0,01
358,1	-0,01
358,2	-0,01
358,3	-0,01
358,4	-0,01
358,5	-0,01
358,6	-0,01
358,7	0,00
358,8	0,00
358,9	0,00
359,0	0,01
359,1	0,01
359,2	0,01
359,3	0,01
359,4	0,01
